sum_Gross_Profit_ok,sum_Sales_Total_ok
-15.91,93.78
-15.91,361.31
-15.89,145.5
-15.89,421.66
-15.88,62.29
-15.88,63.54
-15.87,272.54
-15.87,652.12
-15.86,91.38
-15.86,166.11
-15.85,29.39
-15.85,181.87
-15.85,283.65
-15.85,460.06
-15.84,152
-15.84,350.39
-15.84,485.18
-15.83,52.19
-15.83,101.23
-15.81,33.54
-15.8,52.56
-15.8,128.03
-15.8,803.39
-15.78,96.28
-15.77,295.24
-15.76,100.37
-15.75,66.83
-15.75,91.43
-15.74,57.76
-15.74,96.7
-15.74,251.97
-15.73,87.89
-15.7,46.09
-15.67,41.14
-15.67,794.51
-15.67,949.26
-15.65,107.98
-15.65,415.19
-15.64,147.39
-15.64,248.88
-15.64,1036.95
-15.63,56.28
-15.63,233.11
-15.62,38.15
-15.62,42.02
-15.62,58.71
-15.61,112.87
-15.61,214.69
-15.6,223.36
-15.6,271.36
-15.59,32.09
-15.59,660.91
-15.58,77.64
-15.58,359.68
-15.58,851.43
-15.57,23.99
-15.57,112.57
-15.56,65.23
-15.56,175.2
-15.55,75.14
-15.55,126.85
-15.55,158.96
-15.55,670.6
-15.55,692.45
-15.54,67.85
-15.54,257.52
-15.53,49.1
-15.53,56.01
-15.51,22.56
-15.51,137.26
-15.5,843.06
-15.49,56.07
-15.49,74.02
-15.49,150.34
-15.49,173.66
-15.49,220.26
-15.48,30.97
-15.48,40.16
-15.48,47.29
-15.48,364.2
-15.48,1096.7
-15.47,30.04
-15.47,58.09
-15.47,73.08
-15.47,120.15
-15.45,63.49
-15.45,129.68
-15.44,51.74
-15.44,54.47
-15.44,141.05
-15.44,216.78
-15.44,844.4
-15.43,52.25
-15.42,62.14
-15.41,58
-15.41,98.38
-15.41,173.33
-15.41,379.96
-15.4,21.67
-15.4,45.07
-15.39,1764.19
-15.37,25.47
-15.37,74.4
-15.36,252.24
-15.36,295.91
-15.34,124.71
-15.33,287.07
-15.33,388.9
-15.33,608.29
-15.31,61.84
-15.31,165.05
-15.31,325.98
-15.28,150.95
-15.26,23.21
-15.26,141.92
-15.26,209.34
-15.25,24.68
-15.25,59.03
-15.25,83.1
-15.25,104.07
-15.24,241.04
-15.23,242.24
-15.23,243.3
-15.23,418.13
-15.21,130.11
-15.2,72.01
-15.2,189.67
-15.19,70.99
-15.19,182.09
-15.19,272.98
-15.18,38.61
-15.18,48.48
-15.17,495.82
-15.16,60.88
-15.16,245.18
-15.15,45.08
-15.15,110.66
-15.15,232.86
-15.15,534.33
-15.15,534.33
-15.14,44.38
-15.1,625.55
-15.09,119.97
-15.09,1222.73
-15.08,18.49
-15.08,78.66
-15.06,9.89
-15.06,65.72
-15.06,70.77
-15.05,60.69
-15.04,115.76
-15.04,418.24
-15.02,243.8
-15,283.82
-15,478.48
-14.99,913.99
-14.98,27.97
-14.96,43.54
-14.95,38.88
-14.95,59.27
-14.95,253.45
-14.94,29.41
-14.94,80.54
-14.94,85.81
-14.93,228.46
-14.92,68.55
-14.92,129.06
-14.91,46.64
-14.91,315.16
-14.9,83.4
-14.89,88.57
-14.88,122.95
-14.88,124.56
-14.87,66.41
-14.87,135.28
-14.87,244.19
-14.87,249.22
-14.86,16.09
-14.86,38.37
-14.85,18.06
-14.84,55.66
-14.84,204.15
-14.83,190.12
-14.83,236.59
-14.82,38.52
-14.82,63.91
-14.82,80.43
-14.81,18.76
-14.81,46.48
-14.81,269.8
-14.8,129.8
-14.79,55.07
-14.79,582.63
-14.76,57.22
-14.76,76.01
-14.76,80.6
-14.76,377.51
-14.76,412.08
-14.75,48.59
-14.75,321.3
-14.73,33.45
-14.72,40.23
-14.72,167.65
-14.72,356.15
-14.7,80.68
-14.7,94.84
-14.7,299.11
-14.7,716.17
-14.69,54.35
-14.69,80.9
-14.68,76.18
-14.68,94.21
-14.68,860.98
-14.66,133.62
-14.66,1162.05
-14.66,1431.79
-14.65,34.81
-14.65,60.27
-14.64,44.94
-14.64,66.9
-14.64,81.64
-14.64,121.2
-14.64,175.05
-14.62,66.66
-14.62,343.54
-14.62,1136.13
-14.61,40.75
-14.61,59.61
-14.61,97.36
-14.61,260.39
-14.6,49.95
-14.6,1274.96
-14.59,32.43
-14.58,61.94
-14.58,145.42
-14.58,147.84
-14.58,279.14
-14.57,109.58
-14.57,137.42
-14.56,63.94
-14.56,88.65
-14.55,55.44
-14.55,87.91
-14.55,299.74
-14.55,314.05
-14.55,350.2
-14.54,118.87
-14.54,347.73
-14.53,39.53
-14.53,87.11
-14.53,699.54
-14.52,167.85
-14.5,15.25
-14.5,33.36
-14.49,53.44
-14.48,123.57
-14.47,27.69
-14.47,32.69
-14.47,79.16
-14.46,91.97
-14.45,147.97
-14.44,15.31
-14.44,87.2
-14.44,215.31
-14.43,49.07
-14.43,84.86
-14.41,128.23
-14.41,330.22
-14.4,93.55
-14.4,188.72
-14.4,315.21
-14.4,509.42
-14.4,655.33
-14.39,77.6
-14.38,459.2
-14.36,94.03
-14.36,190.32
-14.36,233.67
-14.36,296.73
-14.35,298.06
-14.34,29.21
-14.34,237.08
-14.33,199.21
-14.33,217.72
-14.32,42.46
-14.32,73.97
-14.31,84.26
-14.31,827.03
-14.29,324.75
-14.28,159.83
-14.28,448.54
-14.27,36.23
-14.27,42.62
-14.26,27.9
-14.26,38.34
-14.25,64.43
-14.25,86.52
-14.25,108.9
-14.24,174.67
-14.24,1182.28
-14.23,70.44
-14.23,75.32
-14.23,987.76
-14.22,53.2
-14.22,61.92
-14.22,64.62
-14.21,105.41
-14.2,42.94
-14.2,46.27
-14.2,71.04
-14.19,37.56
-14.19,203.96
-14.17,255.55
-14.16,57.82
-14.16,293.2
-14.15,83.45
-14.15,138.19
-14.15,256.55
-14.13,165.56
-14.13,1397.92
-14.12,43.86
-14.11,86.87
-14.11,561.64
-14.11,1041.75
-14.1,36.4
-14.08,131.53
-14.06,88.94
-14.05,49.29
-14.04,57.82
-14.04,114.95
-14.04,210.86
-14.03,12.22
-14.03,28.45
-14.03,168.34
-14.03,296.13
-14.02,38.92
-14.02,51.1
-14.02,88.7
-14.02,288.25
-14.01,90.78
-14.01,114.7
-14.01,224.83
-14.01,375.68
-14,49.14
-14,89.91
-13.98,60.07
-13.98,314.7
-13.98,727.39
-13.93,140.18
-13.93,409.92
-13.91,60.81
-13.9,106.37
-13.9,467.78
-13.9,2825.87
-13.89,153.79
-13.88,41.02
-13.88,174.83
-13.87,35.22
-13.87,292.91
-13.86,187.66
-13.85,13.21
-13.85,13.43
-13.85,693.17
-13.84,337.67
-13.84,345.55
-13.84,768.94
-13.83,46.07
-13.83,88.51
-13.83,901.31
-13.83,973.37
-13.82,37.4
-13.81,898.8
-13.8,566.79
-13.8,5911.97
-13.79,73.22
-13.79,177.29
-13.78,46.44
-13.77,98.51
-13.77,107.92
-13.76,32.34
-13.76,35.14
-13.75,88.97
-13.74,62.37
-13.74,152.51
-13.74,217.93
-13.74,327.72
-13.74,1396.75
-13.73,19.84
-13.73,54.08
-13.72,234.58
-13.71,122.6
-13.71,282.84
-13.7,79.38
-13.69,31.9
-13.69,473.03
-13.69,4415.8
-13.68,68.7
-13.68,242.41
-13.67,36.83
-13.67,71.59
-13.67,98.16
-13.66,347.49
-13.65,103.01
-13.65,143.24
-13.65,459.22
-13.64,660.66
-13.63,95.54
-13.62,77.15
-13.62,203.91
-13.61,26.7
-13.61,34.76
-13.61,157.13
-13.6,170.34
-13.6,364.41
-13.59,34.16
-13.59,115.36
-13.59,158.64
-13.58,49.87
-13.57,122.74
-13.56,149.4
-13.56,307.62
-13.55,15.96
-13.54,32.14
-13.54,39.01
-13.54,205.98
-13.52,145.19
-13.52,278.21
-13.51,42.33
-13.51,166
-13.5,64.28
-13.5,124.96
-13.49,331.21
-13.49,438.4
-13.48,34.27
-13.48,89.83
-13.47,78.02
-13.47,752.05
-13.46,104.74
-13.45,13.83
-13.45,368.7
-13.44,95.3
-13.43,100.94
-13.43,260.08
-13.42,509.82
-13.41,122.09
-13.41,180.51
-13.38,142.8
-13.38,167.56
-13.36,94.04
-13.36,350.42
-13.34,40.72
-13.33,45.73
-13.33,308.14
-13.32,29.23
-13.32,140.05
-13.32,423.15
-13.31,211.63
-13.3,29.44
-13.3,96.57
-13.3,1010.03
-13.29,47.53
-13.29,78.57
-13.29,440.41
-13.28,98.93
-13.28,100.95
-13.26,81.68
-13.26,180.41
-13.25,26.19
-13.25,238.76
-13.24,111.22
-13.23,44.89
-13.23,87.01
-13.23,252.21
-13.22,40.01
-13.22,74.39
-13.22,79.3
-13.21,283.59
-13.19,14.62
-13.18,228.73
-13.18,503.29
-13.16,17.64
-13.16,149.56
-13.16,589.92
-13.15,22.4
-13.14,15.6
-13.13,46.39
-13.13,80.7
-13.12,48.05
-13.12,86.79
-13.11,34.92
-13.11,82.31
-13.1,92.01
-13.1,393.59
-13.09,50.09
-13.09,69.85
-13.09,75.33
-13.08,45.14
-13.08,298.4
-13.07,74.02
-13.07,1256.87
-13.06,42.84
-13.06,74.36
-13.05,57.55
-13.05,90.23
-13.05,90.3
-13.05,215.03
-13.04,46.48
-13.04,53.84
-13.04,213.14
-13.03,108.28
-13.02,496.52
-13,55.43
-12.99,22.28
-12.99,55.38
-12.99,61.97
-12.97,41.45
-12.96,384.41
-12.96,617.26
-12.95,94.23
-12.95,194.57
-12.95,427.96
-12.95,743.76
-12.95,1144.09
-12.94,107.33
-12.93,96.06
-12.93,98.48
-12.93,223.72
-12.9,105.21
-12.9,1176.1
-12.89,71.2
-12.89,152.55
-12.89,192.06
-12.89,545.08
-12.87,27.42
-12.87,41.55
-12.87,362.75
-12.86,91.21
-12.85,68.27
-12.85,68.53
-12.85,133.26
-12.85,160.71
-12.84,603.67
-12.83,123.75
-12.82,57.86
-12.82,71.99
-12.82,233.15
-12.81,16.7
-12.81,170.44
-12.81,635.32
-12.8,22.47
-12.8,38.88
-12.8,48.42
-12.8,75.83
-12.8,189.16
-12.8,592.92
-12.79,188.53
-12.78,68.09
-12.78,165.15
-12.77,3899.88
-12.76,23.1
-12.76,90.35
-12.76,119.37
-12.75,50.12
-12.74,27.89
-12.74,210.35
-12.73,65.61
-12.73,112.48
-12.73,119.83
-12.72,54.69
-12.72,102.35
-12.72,183.39
-12.71,27.94
-12.7,87.29
-12.69,69.71
-12.68,161.97
-12.68,344.06
-12.68,373.13
-12.66,35.09
-12.66,151.71
-12.65,122.6
-12.64,81.1
-12.63,31.69
-12.63,242.23
-12.62,94.2
-12.61,157.25
-12.61,243.49
-12.6,320.03
-12.6,646.63
-12.59,66.76
-12.59,157.08
-12.58,359.65
-12.56,39.12
-12.56,500.76
-12.55,355.24
-12.55,374.46
-12.54,14.86
-12.54,126.68
-12.53,71.96
-12.53,90.68
-12.53,224.55
-12.51,23.9
-12.51,75.97
-12.51,86.7
-12.51,266.41
-12.5,43.54
-12.5,318.33
-12.5,318.33
-12.49,34.41
-12.49,64.21
-12.48,25.08
-12.48,30.51
-12.48,40.06
-12.48,87.65
-12.48,99.73
-12.47,29.52
-12.47,196.09
-12.47,290.6
-12.46,21.82
-12.44,30.41
-12.44,136.61
-12.43,17.2
-12.43,218.09
-12.43,5179.69
-12.41,68.3
-12.4,75.62
-12.39,47.32
-12.39,294.91
-12.38,31.63
-12.38,99.43
-12.38,291.96
-12.37,107.63
-12.37,156.4
-12.36,368.18
-12.34,45.94
-12.33,107.94
-12.33,115.77
-12.32,31.69
-12.31,49.34
-12.31,286.33
-12.3,80.6
-12.3,158.24
-12.3,367.27
-12.27,43.46
-12.27,60.25
-12.27,501.96
-12.26,53.73
-12.25,38.29
-12.25,131.34
-12.25,303.27
-12.25,684.15
-12.24,16.99
-12.23,212.15
-12.22,411.98
-12.21,91.49
-12.2,83.39
-12.2,302.91
-12.18,24.96
-12.16,115.01
-12.16,142.04
-12.16,174.89
-12.15,95.82
-12.14,46.92
-12.14,60.38
-12.13,85.72
-12.13,290.14
-12.12,32.27
-12.12,126.86
-12.11,64.13
-12.11,83.89
-12.11,173.7
-12.1,28.67
-12.1,164.59
-12.09,23.18
-12.09,109.9
-12.08,113.68
-12.08,317.69
-12.07,61.39
-12.07,76.16
-12.07,196.41
-12.06,41.28
-12.06,72.97
-12.05,67.47
-12.05,78.77
-12.04,51.14
-12.03,25.27
-12.03,34.66
-12.03,64.85
-12.03,872.13
-12.01,10498.93
-12,70.68
-12,77.76
-12,286.07
-12,6903.36
-11.98,23.9
-11.98,72.13
-11.95,79.54
-11.95,165.81
-11.95,179.12
-11.94,2277.75
-11.93,66.55
-11.93,408.75
-11.92,37.52
-11.92,42.94
-11.92,84.15
-11.9,700.5
-11.88,93.56
-11.87,48.45
-11.87,140.9
-11.87,221.33
-11.86,71.02
-11.86,190.53
-11.86,638.9
-11.85,56.44
-11.85,76.63
-11.85,288.06
-11.85,392.13
-11.84,39.17
-11.84,75.79
-11.84,1866.6
-11.83,58.03
-11.83,100.25
-11.83,278.11
-11.81,100.25
-11.81,320.36
-11.8,63.55
-11.8,96.14
-11.79,54.49
-11.79,58.19
-11.79,62.78
-11.79,261.87
-11.78,17.87
-11.78,55.4
-11.78,147.79
-11.78,156.52
-11.78,353.71
-11.77,256.85
-11.77,3128.76
-11.76,75.92
-11.75,61.53
-11.75,827.83
-11.75,1568.45
-11.73,28.13
-11.72,81.82
-11.72,230.19
-11.72,607.63
-11.69,101.37
-11.68,184.44
-11.68,377.2
-11.66,27.41
-11.66,102.15
-11.66,604.82
-11.65,75.98
-11.65,665.71
-11.63,58
-11.63,389.17
-11.63,1766.85
-11.63,2560.56
-11.62,138.31
-11.62,621.91
-11.62,638.04
-11.61,78.51
-11.6,38.79
-11.6,372.63
-11.59,350.16
-11.59,366.21
-11.58,57.24
-11.57,30.42
-11.57,83.68
-11.56,38.34
-11.54,54.81
-11.54,73.62
-11.53,83.39
-11.52,29.51
-11.52,114.4
-11.52,291.86
-11.52,340.93
-11.51,53.08
-11.51,83.89
-11.51,92.11
-11.5,75.89
-11.5,86.92
-11.5,545.16
-11.49,31.5
-11.49,52.39
-11.48,96.45
-11.47,29.55
-11.46,10.01
-11.46,69.82
-11.44,94.39
-11.44,146.85
-11.44,313.35
-11.43,63.61
-11.42,36.43
-11.42,117.06
-11.42,1041.7
-11.41,57.53
-11.41,360.58
-11.39,41.03
-11.37,158.3
-11.35,572.86
-11.34,63.74
-11.33,33.75
-11.33,42.23
-11.33,105.27
-11.33,202.24
-11.32,68.46
-11.32,317.01
-11.31,194.62
-11.29,69.17
-11.29,88.02
-11.29,173.85
-11.28,12.58
-11.28,59.14
-11.27,108.29
-11.27,181.9
-11.24,28.22
-11.24,46.78
-11.24,53.35
-11.24,245.96
-11.23,29.06
-11.23,242.63
-11.22,67.96
-11.21,88.93
-11.21,192.39
-11.2,43.79
-11.2,60.92
-11.2,91.63
-11.2,525.32
-11.19,33.1
-11.19,58.16
-11.19,63.17
-11.19,180.2
-11.16,119.83
-11.15,133.36
-11.13,26.94
-11.13,59.05
-11.13,113.05
-11.13,167.27
-11.12,104.53
-11.12,395.84
-11.12,527.63
-11.11,35.58
-11.11,62.76
-11.11,113.89
-11.1,26.99
-11.09,26.58
-11.08,672.42
-11.07,28.59
-11.06,77.11
-11.04,34.25
-11.04,1007.61
-11.02,13.86
-11,176.71
-10.99,68.17
-10.98,30.11
-10.98,88.95
-10.98,111.02
-10.98,167.53
-10.97,41.04
-10.96,20.34
-10.96,129.77
-10.96,150.54
-10.96,261.17
-10.95,29.73
-10.94,540.38
-10.93,117.91
-10.93,255.87
-10.93,394.12
-10.92,36.93
-10.92,67.59
-10.92,94.76
-10.91,77.48
-10.91,122.41
-10.9,61.62
-10.9,174.57
-10.89,129.84
-10.89,535.55
-10.88,33.16
-10.85,22.11
-10.85,87.75
-10.83,57.4
-10.83,108.38
-10.83,202.09
-10.82,656.29
-10.81,58.31
-10.81,67.69
-10.81,117.67
-10.81,257.18
-10.79,28.33
-10.79,80.48
-10.79,203.3
-10.77,30.14
-10.77,355.91
-10.76,78.81
-10.75,50.55
-10.75,951.24
-10.74,124.12
-10.74,467.15
-10.73,43.29
-10.73,61.23
-10.72,51.22
-10.71,583.56
-10.7,186.65
-10.69,33
-10.69,43.73
-10.69,45.35
-10.69,612.85
-10.68,27.71
-10.68,28.98
-10.68,38.37
-10.68,249.16
-10.67,14.23
-10.67,22.29
-10.67,177.26
-10.66,43.59
-10.66,69.8
-10.66,323.94
-10.65,34.46
-10.65,81.34
-10.64,187.47
-10.63,23.1
-10.63,112.52
-10.63,114.86
-10.63,124.25
-10.62,16.32
-10.62,65.61
-10.62,83.55
-10.61,46.26
-10.61,54.52
-10.61,65.52
-10.61,154.39
-10.61,232.75
-10.59,35.51
-10.59,58.52
-10.59,66.82
-10.59,139.3
-10.57,154.6
-10.54,768.41
-10.53,58.58
-10.53,65.59
-10.53,139.62
-10.53,356.23
-10.53,422.09
-10.52,67.96
-10.52,125.16
-10.52,291.33
-10.51,268.93
-10.5,23.23
-10.5,277.24
-10.49,39.41
-10.49,60.62
-10.49,71.72
-10.48,277
-10.47,60.74
-10.47,338.78
-10.47,345.5
-10.46,22.87
-10.45,38.69
-10.45,68.06
-10.45,478.38
-10.44,82.5
-10.44,310.75
-10.44,455.35
-10.43,74.81
-10.42,170.02
-10.42,408.28
-10.41,36.22
-10.41,92.45
-10.41,99.7
-10.4,260.83
-10.4,309.38
-10.4,342.78
-10.39,111.42
-10.38,32.47
-10.38,52.75
-10.38,59.62
-10.36,51.6
-10.35,36.25
-10.35,264.02
-10.35,394.33
-10.35,3264.53
-10.34,91.03
-10.34,116.66
-10.33,93.87
-10.32,40.42
-10.32,48.04
-10.32,95.91
-10.31,34.8
-10.31,79.14
-10.3,28.96
-10.3,33.83
-10.3,106.05
-10.29,26.41
-10.29,41.25
-10.29,598.49
-10.28,45.27
-10.28,196.25
-10.27,49.06
-10.27,73.19
-10.25,257.19
-10.24,545.45
-10.23,123.37
-10.23,135.72
-10.23,365.26
-10.23,740.14
-10.23,1691.43
-10.22,16.72
-10.22,58.23
-10.21,44.05
-10.21,93.79
-10.2,74.17
-10.2,897.21
-10.18,135.77
-10.16,81.9
-10.16,189.3
-10.16,242.68
-10.15,30.76
-10.15,60.7
-10.14,315.56
-10.13,29.76
-10.13,107.82
-10.12,73.89
-10.12,74.26
-10.11,70.07
-10.1,37.67
-10.1,50.13
-10.09,70.13
-10.08,36.43
-10.08,88.23
-10.08,290.4
-10.07,67.44
-10.06,27.48
-10.06,97.6
-10.06,113.58
-10.05,43.85
-10.05,239.09
-10.04,216.49
-10.03,27.32
-10.03,178.71
-10.02,17.33
-10.02,35.27
-10.02,166.43
-9.99,59.57
-9.99,70.88
-9.99,150.83
-9.98,197.15
-9.97,24.09
-9.96,41.77
-9.95,182.55
-9.92,55.82
-9.92,109.87
-9.91,7.91
-9.91,90.02
-9.9,41.65
-9.9,105.16
-9.89,84.49
-9.89,147.14
-9.88,50.31
-9.88,263.25
-9.87,76.19
-9.86,19.17
-9.86,150.47
-9.86,226.28
-9.85,37.61
-9.85,191.57
-9.85,434.89
-9.84,83.06
-9.84,225.93
-9.82,81.51
-9.82,753.85
-9.81,100.67
-9.8,53.58
-9.8,2996.74
-9.78,47.18
-9.78,51.41
-9.77,24.78
-9.77,29.35
-9.77,59.57
-9.77,71.82
-9.77,72.26
-9.77,73.21
-9.77,82.03
-9.77,86.19
-9.77,134.39
-9.76,12.49
-9.76,243.72
-9.74,63.14
-9.72,37.96
-9.71,90.9
-9.7,402.99
-9.69,28.4
-9.68,100.95
-9.68,238.44
-9.67,52.75
-9.66,38.28
-9.66,40.1
-9.65,139.89
-9.64,44.17
-9.64,207.89
-9.64,443.58
-9.64,1163.16
-9.63,32.72
-9.63,38.31
-9.63,44.63
-9.63,130.45
-9.63,275.08
-9.63,711.51
-9.62,13.98
-9.62,435.12
-9.61,52.8
-9.61,73.07
-9.61,174.2
-9.61,394.62
-9.6,21.13
-9.6,4326.2
-9.59,65.79
-9.58,29.43
-9.58,118.56
-9.58,128.95
-9.57,9.83
-9.57,16.36
-9.57,43.46
-9.57,75.55
-9.57,718.6
-9.56,55.84
-9.56,101.05
-9.56,229.2
-9.55,667.44
-9.55,1025.88
-9.54,37.15
-9.54,542.24
-9.53,991.31
-9.52,22.05
-9.52,29.52
-9.5,69.17
-9.5,101.22
-9.5,156.93
-9.5,269.84
-9.5,852.18
-9.49,36.84
-9.49,120.5
-9.49,362.7
-9.48,54.36
-9.47,92.85
-9.47,281.56
-9.47,282.64
-9.46,140.11
-9.46,406.69
-9.45,46.79
-9.45,69.3
-9.45,230.9
-9.45,291.02
-9.44,96.08
-9.43,16.22
-9.43,89.62
-9.43,301.57
-9.42,195.64
-9.42,312.36
-9.41,17.9
-9.41,306.69
-9.41,860.19
-9.4,34.38
-9.4,69.31
-9.4,467.5
-9.4,603.67
-9.39,53.99
-9.38,49.4
-9.38,336.29
-9.37,84.61
-9.37,84.61
-9.37,269.87
-9.36,357.91
-9.34,9.75
-9.34,43
-9.34,51.96
-9.34,52.67
-9.33,600.08
-9.32,54.1
-9.32,60.62
-9.31,80.33
-9.3,63.22
-9.3,1176.67
-9.29,75.21
-9.28,24.05
-9.28,97.66
-9.28,266.09
-9.27,33.69
-9.27,152.23
-9.26,167.14
-9.25,206.04
-9.25,539.84
-9.23,89.88
-9.23,90.32
-9.23,346.69
-9.22,78.78
-9.21,25.2
-9.21,28.32
-9.21,251.13
-9.2,23.36
-9.2,28.34
-9.19,80.26
-9.19,86.27
-9.19,240.87
-9.19,318.56
-9.18,54.21
-9.17,546.92
-9.16,288.14
-9.16,852.05
-9.15,95.82
-9.15,181.29
-9.15,737.37
-9.14,42.05
-9.13,249.96
-9.12,315.86
-9.11,32.21
-9.11,36.72
-9.11,797.22
-9.1,47.3
-9.1,48.25
-9.1,95.24
-9.1,181.81
-9.09,16.38
-9.08,218.48
-9.08,226.5
-9.06,76.49
-9.06,99.02
-9.06,116.31
-9.05,55.54
-9.05,60.58
-9.05,81.86
-9.05,212.67
-9.04,27.49
-9.04,1004.89
-9.03,73.31
-9.03,333.52
-9.02,62.63
-9.01,114.74
-9.01,126.6
-8.99,108.75
-8.99,122.19
-8.97,27.56
-8.96,71.5
-8.96,87.31
-8.96,108.85
-8.96,127.94
-8.96,184.33
-8.96,400.37
-8.95,45.31
-8.93,11.08
-8.93,17.15
-8.92,633.97
-8.91,73.2
-8.9,390.15
-8.89,10.2
-8.89,22.37
-8.89,34.89
-8.89,65.76
-8.89,233.32
-8.89,329.18
-8.88,109.65
-8.87,71.9
-8.86,18.45
-8.86,20.17
-8.86,20.23
-8.86,77.86
-8.86,98.3
-8.86,205.33
-8.86,234.28
-8.86,485.38
-8.85,75.21
-8.85,146.69
-8.84,14.52
-8.83,8.15
-8.83,181.68
-8.83,673.06
-8.82,14.78
-8.81,51.48
-8.81,54.15
-8.81,603.87
-8.81,912.98
-8.8,44.97
-8.8,680.6
-8.79,376.2
-8.77,49.55
-8.77,70.76
-8.77,131.72
-8.76,40.18
-8.76,48.14
-8.76,67.44
-8.75,56.52
-8.75,64.3
-8.75,372.89
-8.74,126.12
-8.74,729.75
-8.73,76.92
-8.73,520.69
-8.72,13.22
-8.72,49.17
-8.71,19.19
-8.71,19.5
-8.71,98.37
-8.7,30.45
-8.7,530.68
-8.69,68.82
-8.68,36.21
-8.68,215.7
-8.67,26.88
-8.67,45.32
-8.67,60.67
-8.67,75.34
-8.66,52.37
-8.66,193.55
-8.65,36.09
-8.65,468.96
-8.63,11.67
-8.63,681.61
-8.62,87.22
-8.62,95.09
-8.61,152.82
-8.6,165.61
-8.59,28.34
-8.59,39.07
-8.59,41.73
-8.59,74.7
-8.59,94.89
-8.58,38.76
-8.58,51.7
-8.58,303.56
-8.57,32.64
-8.57,62.92
-8.55,187.8
-8.55,334.22
-8.54,30.11
-8.54,972.65
-8.53,32.31
-8.53,185.57
-8.52,87.44
-8.52,226.66
-8.51,28.33
-8.5,17.31
-8.5,42.52
-8.5,54.8
-8.49,45.5
-8.48,103.82
-8.48,133.07
-8.47,55.45
-8.47,222.43
-8.46,23.81
-8.46,42.73
-8.46,70.8
-8.46,123.1
-8.45,14.91
-8.45,15.15
-8.45,22.22
-8.45,188.05
-8.44,46.94
-8.44,81.2
-8.44,528.1
-8.43,31.86
-8.43,62.76
-8.42,186.02
-8.42,508.68
-8.41,12.12
-8.41,53.16
-8.41,137.44
-8.41,323.81
-8.4,23.33
-8.4,39.31
-8.4,118.59
-8.4,584.15
-8.39,36.48
-8.39,66.09
-8.39,78.04
-8.38,37.77
-8.38,68.71
-8.38,223.62
-8.37,76
-8.37,404.7
-8.37,474.96
-8.36,33.38
-8.36,74.55
-8.36,699.64
-8.36,1648.33
-8.35,26.2
-8.35,37.8
-8.34,116.28
-8.33,157.54
-8.32,71.13
-8.31,61.5
-8.31,387.74
-8.3,113.86
-8.29,66.36
-8.28,336.85
-8.26,20.31
-8.26,79.19
-8.26,154.03
-8.25,78.28
-8.24,37.35
-8.24,1393.97
-8.23,37.57
-8.23,51.04
-8.23,119.33
-8.23,191.55
-8.23,373.61
-8.23,860.2
-8.22,8.48
-8.22,108.54
-8.21,40.65
-8.21,286.77
-8.21,388.58
-8.2,16.75
-8.2,22.53
-8.2,33.33
-8.19,31.38
-8.19,58.95
-8.19,72.01
-8.19,132.63
-8.18,30.38
-8.18,372.58
-8.17,83.16
-8.17,113.18
-8.17,141.54
-8.17,648.79
-8.16,33.04
-8.16,44.6
-8.16,63.96
-8.15,39.35
-8.15,339.71
-8.14,39.52
-8.13,129.37
-8.13,466.86
-8.12,250.75
-8.11,16.21
-8.1,31.21
-8.1,64.47
-8.1,91.46
-8.09,70.4
-8.09,92.77
-8.09,120.29
-8.08,51.41
-8.08,658.19
-8.07,23.19
-8.06,26.19
-8.06,154.89
-8.05,22.62
-8.05,25.3
-8.05,107.24
-8.05,205.43
-8.04,53.2
-8.04,89.54
-8.03,77.77
-8.02,198.32
-8.01,924.88
-8,268.35
-7.99,30.89
-7.98,55
-7.98,88.09
-7.98,157.46
-7.98,253.38
-7.96,44.88
-7.95,197.01
-7.94,24.75
-7.93,35.09
-7.93,570.89
-7.92,86.54
-7.92,171.77
-7.91,32.93
-7.91,41.19
-7.89,29.32
-7.89,33.64
-7.89,93.22
-7.89,329.44
-7.88,29.66
-7.87,923.47
-7.86,70.67
-7.84,138.32
-7.83,37.25
-7.83,63.66
-7.83,299.68
-7.83,367.77
-7.83,704.58
-7.82,42.21
-7.81,216.25
-7.8,75.33
-7.8,170.35
-7.8,213.06
-7.8,433.47
-7.8,1514.15
-7.79,161.54
-7.78,30.63
-7.78,34.51
-7.78,92.31
-7.78,1588.07
-7.77,82.92
-7.77,92.14
-7.77,281.24
-7.76,82.12
-7.76,87.78
-7.75,37.6
-7.74,24.4
-7.74,29.54
-7.73,38.42
-7.73,60.67
-7.73,73.14
-7.73,111.88
-7.72,28.25
-7.72,33.12
-7.72,1765.2
-7.71,71.07
-7.69,24.12
-7.69,52.59
-7.67,28.15
-7.67,118.78
-7.66,11.01
-7.66,320.09
-7.65,25.84
-7.65,67.83
-7.65,71.37
-7.65,116.28
-7.64,49.28
-7.64,51.64
-7.63,74.58
-7.62,79.91
-7.62,135.17
-7.61,290.46
-7.6,34.34
-7.6,44.08
-7.6,90.96
-7.59,251.47
-7.59,1616.87
-7.58,33.43
-7.58,42.96
-7.58,46.28
-7.58,70.51
-7.58,115.23
-7.57,19.09
-7.57,112.05
-7.56,26.75
-7.55,45.72
-7.54,27.18
-7.54,41.32
-7.54,162.42
-7.54,162.76
-7.53,28.29
-7.53,204.1
-7.52,64.02
-7.51,99.36
-7.5,105.94
-7.49,14.73
-7.49,15.87
-7.49,35.57
-7.49,81.59
