none_Date_ok,none_Margin_ok
1999-05-01 00:00:00,117
1999-05-01 00:00:00,124
1999-05-01 00:00:00,129
1999-05-01 00:00:00,141
1999-05-01 00:00:00,149
1999-05-01 00:00:00,152
1999-05-01 00:00:00,159
1999-05-01 00:00:00,165
1999-05-01 00:00:00,168
1999-05-01 00:00:00,185
1999-05-01 00:00:00,261
1999-05-01 00:00:00,270
1999-05-01 00:00:00,277
1999-05-01 00:00:00,283
1999-05-01 00:00:00,324
1999-05-01 00:00:00,349
1999-05-01 00:00:00,386
1999-05-01 00:00:00,454
1999-05-01 00:00:00,487
1999-06-01 00:00:00,-271
1999-06-01 00:00:00,-72
1999-06-01 00:00:00,-46
1999-06-01 00:00:00,-45
1999-06-01 00:00:00,-31
1999-06-01 00:00:00,25
1999-06-01 00:00:00,26
1999-06-01 00:00:00,30
1999-06-01 00:00:00,31
1999-06-01 00:00:00,32
1999-06-01 00:00:00,35
1999-06-01 00:00:00,36
1999-06-01 00:00:00,38
1999-06-01 00:00:00,41
1999-06-01 00:00:00,43
1999-06-01 00:00:00,46
1999-06-01 00:00:00,53
1999-06-01 00:00:00,55
1999-06-01 00:00:00,56
1999-06-01 00:00:00,59
1999-06-01 00:00:00,62
1999-06-01 00:00:00,63
1999-06-01 00:00:00,64
1999-06-01 00:00:00,65
1999-06-01 00:00:00,67
1999-06-01 00:00:00,68
1999-06-01 00:00:00,73
1999-06-01 00:00:00,74
1999-06-01 00:00:00,75
1999-06-01 00:00:00,77
1999-06-01 00:00:00,78
1999-06-01 00:00:00,81
1999-06-01 00:00:00,82
1999-06-01 00:00:00,85
1999-06-01 00:00:00,93
1999-06-01 00:00:00,94
1999-06-01 00:00:00,96
1999-06-01 00:00:00,107
1999-06-01 00:00:00,114
1999-06-01 00:00:00,121
1999-06-01 00:00:00,136
1999-06-01 00:00:00,140
1999-06-01 00:00:00,149
1999-06-01 00:00:00,154
1999-06-01 00:00:00,163
1999-06-01 00:00:00,164
1999-06-01 00:00:00,167
1999-06-01 00:00:00,178
1999-06-01 00:00:00,201
1999-06-01 00:00:00,204
1999-06-01 00:00:00,261
1999-06-01 00:00:00,278
1999-06-01 00:00:00,288
1999-06-01 00:00:00,332
1999-06-01 00:00:00,362
1999-06-01 00:00:00,398
1999-06-01 00:00:00,415
1999-06-01 00:00:00,534
1999-06-01 00:00:00,595
1999-07-01 00:00:00,-270
1999-07-01 00:00:00,-85
1999-07-01 00:00:00,-67
1999-07-01 00:00:00,-62
1999-07-01 00:00:00,-36
1999-07-01 00:00:00,26
1999-07-01 00:00:00,29
1999-07-01 00:00:00,31
1999-07-01 00:00:00,34
1999-07-01 00:00:00,36
1999-07-01 00:00:00,41
1999-07-01 00:00:00,43
1999-07-01 00:00:00,44
1999-07-01 00:00:00,46
1999-07-01 00:00:00,49
1999-07-01 00:00:00,51
1999-07-01 00:00:00,52
1999-07-01 00:00:00,53
1999-07-01 00:00:00,54
1999-07-01 00:00:00,55
1999-07-01 00:00:00,56
1999-07-01 00:00:00,57
1999-07-01 00:00:00,59
1999-07-01 00:00:00,60
1999-07-01 00:00:00,63
1999-07-01 00:00:00,64
1999-07-01 00:00:00,65
1999-07-01 00:00:00,66
1999-07-01 00:00:00,72
1999-07-01 00:00:00,74
1999-07-01 00:00:00,79
1999-07-01 00:00:00,82
1999-07-01 00:00:00,85
1999-07-01 00:00:00,90
1999-07-01 00:00:00,93
1999-07-01 00:00:00,96
1999-07-01 00:00:00,103
1999-07-01 00:00:00,112
1999-07-01 00:00:00,125
1999-07-01 00:00:00,130
1999-07-01 00:00:00,135
1999-07-01 00:00:00,136
1999-07-01 00:00:00,146
1999-07-01 00:00:00,152
1999-07-01 00:00:00,172
1999-07-01 00:00:00,173
1999-07-01 00:00:00,185
1999-07-01 00:00:00,195
1999-07-01 00:00:00,222
1999-07-01 00:00:00,225
1999-07-01 00:00:00,266
1999-07-01 00:00:00,280
1999-07-01 00:00:00,307
1999-07-01 00:00:00,329
1999-07-01 00:00:00,332
1999-07-01 00:00:00,387
1999-07-01 00:00:00,523
1999-07-01 00:00:00,548
1999-07-01 00:00:00,613
1999-08-01 00:00:00,-284
1999-08-01 00:00:00,-187
1999-08-01 00:00:00,-95
1999-08-01 00:00:00,-67
1999-08-01 00:00:00,-30
1999-08-01 00:00:00,18
1999-08-01 00:00:00,19
1999-08-01 00:00:00,25
1999-08-01 00:00:00,28
1999-08-01 00:00:00,33
1999-08-01 00:00:00,35
1999-08-01 00:00:00,36
1999-08-01 00:00:00,37
1999-08-01 00:00:00,38
1999-08-01 00:00:00,39
1999-08-01 00:00:00,43
1999-08-01 00:00:00,48
1999-08-01 00:00:00,49
1999-08-01 00:00:00,50
1999-08-01 00:00:00,51
1999-08-01 00:00:00,52
1999-08-01 00:00:00,54
1999-08-01 00:00:00,56
1999-08-01 00:00:00,60
1999-08-01 00:00:00,61
1999-08-01 00:00:00,62
1999-08-01 00:00:00,67
1999-08-01 00:00:00,68
1999-08-01 00:00:00,70
1999-08-01 00:00:00,77
1999-08-01 00:00:00,79
1999-08-01 00:00:00,87
1999-08-01 00:00:00,88
1999-08-01 00:00:00,90
1999-08-01 00:00:00,91
1999-08-01 00:00:00,96
1999-08-01 00:00:00,99
1999-08-01 00:00:00,123
1999-08-01 00:00:00,125
1999-08-01 00:00:00,132
1999-08-01 00:00:00,135
1999-08-01 00:00:00,145
1999-08-01 00:00:00,146
1999-08-01 00:00:00,161
1999-08-01 00:00:00,172
1999-08-01 00:00:00,178
1999-08-01 00:00:00,184
1999-08-01 00:00:00,191
1999-08-01 00:00:00,222
1999-08-01 00:00:00,239
1999-08-01 00:00:00,266
1999-08-01 00:00:00,271
1999-08-01 00:00:00,277
1999-08-01 00:00:00,348
1999-08-01 00:00:00,367
1999-08-01 00:00:00,369
1999-08-01 00:00:00,392
1999-08-01 00:00:00,546
1999-08-01 00:00:00,612
1999-09-01 00:00:00,-302
1999-09-01 00:00:00,-139
1999-09-01 00:00:00,-53
1999-09-01 00:00:00,-24
1999-09-01 00:00:00,-13
1999-09-01 00:00:00,11
1999-09-01 00:00:00,20
1999-09-01 00:00:00,29
1999-09-01 00:00:00,30
1999-09-01 00:00:00,34
1999-09-01 00:00:00,35
1999-09-01 00:00:00,36
1999-09-01 00:00:00,39
1999-09-01 00:00:00,43
1999-09-01 00:00:00,46
1999-09-01 00:00:00,47
1999-09-01 00:00:00,51
1999-09-01 00:00:00,52
1999-09-01 00:00:00,57
1999-09-01 00:00:00,62
1999-09-01 00:00:00,64
1999-09-01 00:00:00,65
1999-09-01 00:00:00,67
1999-09-01 00:00:00,71
1999-09-01 00:00:00,72
1999-09-01 00:00:00,74
1999-09-01 00:00:00,75
1999-09-01 00:00:00,79
1999-09-01 00:00:00,80
1999-09-01 00:00:00,82
1999-09-01 00:00:00,83
1999-09-01 00:00:00,84
1999-09-01 00:00:00,87
1999-09-01 00:00:00,90
1999-09-01 00:00:00,94
1999-09-01 00:00:00,99
1999-09-01 00:00:00,114
1999-09-01 00:00:00,118
1999-09-01 00:00:00,130
1999-09-01 00:00:00,134
1999-09-01 00:00:00,145
1999-09-01 00:00:00,150
1999-09-01 00:00:00,155
1999-09-01 00:00:00,169
1999-09-01 00:00:00,176
1999-09-01 00:00:00,179
1999-09-01 00:00:00,225
1999-09-01 00:00:00,239
1999-09-01 00:00:00,249
1999-09-01 00:00:00,295
1999-09-01 00:00:00,318
1999-09-01 00:00:00,336
1999-09-01 00:00:00,370
1999-09-01 00:00:00,474
1999-09-01 00:00:00,516
1999-10-01 00:00:00,-255
1999-10-01 00:00:00,-75
1999-10-01 00:00:00,-56
1999-10-01 00:00:00,-24
1999-10-01 00:00:00,-13
1999-10-01 00:00:00,13
1999-10-01 00:00:00,23
1999-10-01 00:00:00,29
1999-10-01 00:00:00,31
1999-10-01 00:00:00,32
1999-10-01 00:00:00,35
1999-10-01 00:00:00,36
1999-10-01 00:00:00,37
1999-10-01 00:00:00,39
1999-10-01 00:00:00,43
1999-10-01 00:00:00,47
1999-10-01 00:00:00,51
1999-10-01 00:00:00,53
1999-10-01 00:00:00,56
1999-10-01 00:00:00,59
1999-10-01 00:00:00,64
1999-10-01 00:00:00,65
1999-10-01 00:00:00,66
1999-10-01 00:00:00,67
1999-10-01 00:00:00,69
1999-10-01 00:00:00,70
1999-10-01 00:00:00,71
1999-10-01 00:00:00,77
1999-10-01 00:00:00,84
1999-10-01 00:00:00,94
1999-10-01 00:00:00,98
1999-10-01 00:00:00,99
1999-10-01 00:00:00,110
1999-10-01 00:00:00,111
1999-10-01 00:00:00,115
1999-10-01 00:00:00,116
1999-10-01 00:00:00,123
1999-10-01 00:00:00,127
1999-10-01 00:00:00,133
1999-10-01 00:00:00,134
1999-10-01 00:00:00,157
1999-10-01 00:00:00,161
1999-10-01 00:00:00,173
1999-10-01 00:00:00,176
1999-10-01 00:00:00,179
1999-10-01 00:00:00,188
1999-10-01 00:00:00,213
1999-10-01 00:00:00,239
1999-10-01 00:00:00,258
1999-10-01 00:00:00,281
1999-10-01 00:00:00,312
1999-10-01 00:00:00,341
1999-10-01 00:00:00,390
1999-10-01 00:00:00,402
1999-10-01 00:00:00,526
1999-11-01 00:00:00,-245
1999-11-01 00:00:00,-65
1999-11-01 00:00:00,-60
1999-11-01 00:00:00,-27
1999-11-01 00:00:00,3
1999-11-01 00:00:00,13
1999-11-01 00:00:00,24
1999-11-01 00:00:00,30
1999-11-01 00:00:00,34
1999-11-01 00:00:00,35
1999-11-01 00:00:00,38
1999-11-01 00:00:00,40
1999-11-01 00:00:00,41
1999-11-01 00:00:00,42
1999-11-01 00:00:00,43
1999-11-01 00:00:00,47
1999-11-01 00:00:00,48
1999-11-01 00:00:00,52
1999-11-01 00:00:00,54
1999-11-01 00:00:00,62
1999-11-01 00:00:00,66
1999-11-01 00:00:00,67
1999-11-01 00:00:00,68
1999-11-01 00:00:00,69
1999-11-01 00:00:00,71
1999-11-01 00:00:00,73
1999-11-01 00:00:00,75
1999-11-01 00:00:00,78
1999-11-01 00:00:00,79
1999-11-01 00:00:00,81
1999-11-01 00:00:00,86
1999-11-01 00:00:00,88
1999-11-01 00:00:00,89
1999-11-01 00:00:00,93
1999-11-01 00:00:00,102
1999-11-01 00:00:00,103
1999-11-01 00:00:00,112
1999-11-01 00:00:00,114
1999-11-01 00:00:00,117
1999-11-01 00:00:00,119
1999-11-01 00:00:00,130
1999-11-01 00:00:00,143
1999-11-01 00:00:00,165
1999-11-01 00:00:00,168
1999-11-01 00:00:00,172
1999-11-01 00:00:00,182
1999-11-01 00:00:00,195
1999-11-01 00:00:00,212
1999-11-01 00:00:00,239
1999-11-01 00:00:00,265
1999-11-01 00:00:00,300
1999-11-01 00:00:00,304
1999-11-01 00:00:00,331
1999-11-01 00:00:00,374
1999-11-01 00:00:00,379
1999-11-01 00:00:00,464
1999-12-01 00:00:00,-294
1999-12-01 00:00:00,-93
1999-12-01 00:00:00,-69
1999-12-01 00:00:00,-32
1999-12-01 00:00:00,-25
1999-12-01 00:00:00,14
1999-12-01 00:00:00,25
1999-12-01 00:00:00,32
1999-12-01 00:00:00,35
1999-12-01 00:00:00,36
1999-12-01 00:00:00,38
1999-12-01 00:00:00,43
1999-12-01 00:00:00,44
1999-12-01 00:00:00,45
1999-12-01 00:00:00,46
1999-12-01 00:00:00,49
1999-12-01 00:00:00,51
1999-12-01 00:00:00,52
1999-12-01 00:00:00,56
1999-12-01 00:00:00,57
1999-12-01 00:00:00,60
1999-12-01 00:00:00,63
1999-12-01 00:00:00,65
1999-12-01 00:00:00,66
1999-12-01 00:00:00,68
1999-12-01 00:00:00,69
1999-12-01 00:00:00,71
1999-12-01 00:00:00,73
1999-12-01 00:00:00,74
1999-12-01 00:00:00,75
1999-12-01 00:00:00,76
1999-12-01 00:00:00,79
1999-12-01 00:00:00,80
1999-12-01 00:00:00,85
1999-12-01 00:00:00,96
1999-12-01 00:00:00,101
1999-12-01 00:00:00,104
1999-12-01 00:00:00,112
1999-12-01 00:00:00,120
1999-12-01 00:00:00,124
1999-12-01 00:00:00,133
1999-12-01 00:00:00,145
1999-12-01 00:00:00,153
1999-12-01 00:00:00,174
1999-12-01 00:00:00,179
1999-12-01 00:00:00,185
1999-12-01 00:00:00,186
1999-12-01 00:00:00,187
1999-12-01 00:00:00,251
1999-12-01 00:00:00,284
1999-12-01 00:00:00,310
1999-12-01 00:00:00,329
1999-12-01 00:00:00,360
1999-12-01 00:00:00,407
1999-12-01 00:00:00,420
1999-12-01 00:00:00,443
1999-12-01 00:00:00,453
