none_Customer_State_nk,none_Prod_TypeB_nk,none_Product_Container_nk,sum_Discount_ok
UTAH,TECHNOLOGY,JUMBO DRUM,2.8100000000000005
UTAH,TECHNOLOGY,LARGE BOX,1.06
UTAH,TECHNOLOGY,MEDIUM BOX,2.9699999999999998
UTAH,TECHNOLOGY,SMALL BOX,17.119999999999976
UTAH,TECHNOLOGY,SMALL PACK,7.259999999999998
UTAH,TECHNOLOGY,WRAP BAG,0.89
VIRGINIA,FURNITURE,JUMBO BOX,8.809999999999992
VIRGINIA,FURNITURE,JUMBO DRUM,6.829999999999997
VIRGINIA,FURNITURE,LARGE BOX,3.1700000000000004
VIRGINIA,FURNITURE,MEDIUM BOX,1.4500000000000006
VIRGINIA,FURNITURE,SMALL BOX,4.91
VIRGINIA,FURNITURE,SMALL PACK,3.9899999999999998
VIRGINIA,FURNITURE,WRAP BAG,1.8400000000000003
VIRGINIA,OFFICE SUPPLIES,JUMBO DRUM,0.52
VIRGINIA,OFFICE SUPPLIES,LARGE BOX,3.1999999999999997
VIRGINIA,OFFICE SUPPLIES,MEDIUM BOX,1.4400000000000002
VIRGINIA,OFFICE SUPPLIES,SMALL BOX,47.94999999999996
VIRGINIA,OFFICE SUPPLIES,SMALL PACK,3.779999999999999
VIRGINIA,OFFICE SUPPLIES,WRAP BAG,17.039999999999978
VIRGINIA,TECHNOLOGY,JUMBO BOX,0.5900000000000001
VIRGINIA,TECHNOLOGY,JUMBO DRUM,2.250000000000001
VIRGINIA,TECHNOLOGY,LARGE BOX,1.0000000000000002
VIRGINIA,TECHNOLOGY,MEDIUM BOX,2.3000000000000007
VIRGINIA,TECHNOLOGY,SMALL BOX,16.76999999999997
VIRGINIA,TECHNOLOGY,SMALL PACK,7.319999999999996
VIRGINIA,TECHNOLOGY,WRAP BAG,1.15
WASH D.C.,FURNITURE,JUMBO BOX,5.589999999999997
WASH D.C.,FURNITURE,JUMBO DRUM,5.989999999999999
WASH D.C.,FURNITURE,LARGE BOX,2.6700000000000004
WASH D.C.,FURNITURE,MEDIUM BOX,2.7300000000000004
WASH D.C.,FURNITURE,SMALL BOX,2.8800000000000003
WASH D.C.,FURNITURE,SMALL PACK,2.84
WASH D.C.,FURNITURE,WRAP BAG,1.9000000000000004
WASH D.C.,OFFICE SUPPLIES,JUMBO DRUM,0.56
WASH D.C.,OFFICE SUPPLIES,LARGE BOX,2.2900000000000005
WASH D.C.,OFFICE SUPPLIES,MEDIUM BOX,0.9500000000000001
WASH D.C.,OFFICE SUPPLIES,SMALL BOX,40.09
WASH D.C.,OFFICE SUPPLIES,SMALL PACK,2.8400000000000007
WASH D.C.,OFFICE SUPPLIES,WRAP BAG,13.749999999999982
WASH D.C.,TECHNOLOGY,JUMBO BOX,0.42
WASH D.C.,TECHNOLOGY,JUMBO DRUM,1.840000000000001
WASH D.C.,TECHNOLOGY,LARGE BOX,0.6400000000000001
WASH D.C.,TECHNOLOGY,MEDIUM BOX,2.6200000000000006
WASH D.C.,TECHNOLOGY,SMALL BOX,13.339999999999975
WASH D.C.,TECHNOLOGY,SMALL PACK,4.269999999999997
WASH D.C.,TECHNOLOGY,WRAP BAG,0.93
WASHINGTON,FURNITURE,JUMBO BOX,5.6599999999999975
WASHINGTON,FURNITURE,JUMBO DRUM,4.499999999999998
WASHINGTON,FURNITURE,LARGE BOX,3.120000000000001
WASHINGTON,FURNITURE,MEDIUM BOX,2.2100000000000004
WASHINGTON,FURNITURE,SMALL BOX,5.1099999999999985
WASHINGTON,FURNITURE,SMALL PACK,3.5
WASHINGTON,FURNITURE,WRAP BAG,1.9500000000000006
WASHINGTON,OFFICE SUPPLIES,JUMBO DRUM,1.1
WASHINGTON,OFFICE SUPPLIES,LARGE BOX,2.2600000000000007
WASHINGTON,OFFICE SUPPLIES,MEDIUM BOX,2.2600000000000002
WASHINGTON,OFFICE SUPPLIES,SMALL BOX,38.429999999999964
WASHINGTON,OFFICE SUPPLIES,SMALL PACK,3.38
WASHINGTON,OFFICE SUPPLIES,WRAP BAG,14.159999999999979
WASHINGTON,TECHNOLOGY,JUMBO BOX,0.21000000000000002
WASHINGTON,TECHNOLOGY,JUMBO DRUM,2.700000000000001
WASHINGTON,TECHNOLOGY,LARGE BOX,1.1300000000000001
WASHINGTON,TECHNOLOGY,MEDIUM BOX,1.5100000000000007
WASHINGTON,TECHNOLOGY,SMALL BOX,13.569999999999984
WASHINGTON,TECHNOLOGY,SMALL PACK,5.65
WASHINGTON,TECHNOLOGY,WRAP BAG,0.94
WISCONSIN,FURNITURE,JUMBO BOX,5.879999999999999
WISCONSIN,FURNITURE,JUMBO DRUM,4.839999999999999
WISCONSIN,FURNITURE,LARGE BOX,0.8000000000000002
WISCONSIN,FURNITURE,MEDIUM BOX,1.7400000000000002
WISCONSIN,FURNITURE,SMALL BOX,3.33
WISCONSIN,FURNITURE,SMALL PACK,1.9900000000000002
WISCONSIN,FURNITURE,WRAP BAG,1.4800000000000002
WISCONSIN,OFFICE SUPPLIES,JUMBO DRUM,0.52
WISCONSIN,OFFICE SUPPLIES,LARGE BOX,1.800000000000001
WISCONSIN,OFFICE SUPPLIES,MEDIUM BOX,1.6
WISCONSIN,OFFICE SUPPLIES,SMALL BOX,33.57999999999998
WISCONSIN,OFFICE SUPPLIES,SMALL PACK,2.9800000000000004
WISCONSIN,OFFICE SUPPLIES,WRAP BAG,9.169999999999993
WISCONSIN,TECHNOLOGY,JUMBO BOX,0.4000000000000001
WISCONSIN,TECHNOLOGY,JUMBO DRUM,1.5600000000000005
WISCONSIN,TECHNOLOGY,LARGE BOX,0.6500000000000001
WISCONSIN,TECHNOLOGY,MEDIUM BOX,1.8300000000000007
WISCONSIN,TECHNOLOGY,SMALL BOX,11.529999999999992
WISCONSIN,TECHNOLOGY,SMALL PACK,5.499999999999998
WISCONSIN,TECHNOLOGY,WRAP BAG,0.5900000000000001
