none_Prod_TypeB_nk,sum_Gross_Profit_ok,sum_Sales_Total_ok
OFFICE SUPPLIES,-73.99,133.28
OFFICE SUPPLIES,-73.95,189.15
OFFICE SUPPLIES,-73.91,145.67
OFFICE SUPPLIES,-73.91,245.4
OFFICE SUPPLIES,-73.91,277.48
OFFICE SUPPLIES,-73.88,85.82
OFFICE SUPPLIES,-73.87,264.64
OFFICE SUPPLIES,-73.86,98.86
OFFICE SUPPLIES,-73.84,331.83
OFFICE SUPPLIES,-73.82,97.77
OFFICE SUPPLIES,-73.82,196.12
OFFICE SUPPLIES,-73.82,238.79
OFFICE SUPPLIES,-73.82,1008.94
OFFICE SUPPLIES,-73.78,77.94
OFFICE SUPPLIES,-73.75,118.95
OFFICE SUPPLIES,-73.72,128.23
OFFICE SUPPLIES,-73.7,195.17
OFFICE SUPPLIES,-73.69,462.08
OFFICE SUPPLIES,-73.66,152.6
OFFICE SUPPLIES,-73.63,448.2
OFFICE SUPPLIES,-73.57,305.6
OFFICE SUPPLIES,-73.54,133.87
OFFICE SUPPLIES,-73.51,74.23
OFFICE SUPPLIES,-73.51,158.15
OFFICE SUPPLIES,-73.51,204.99
OFFICE SUPPLIES,-73.5,305.94
OFFICE SUPPLIES,-73.46,130.97
OFFICE SUPPLIES,-73.42,546.44
OFFICE SUPPLIES,-73.4,169.72
OFFICE SUPPLIES,-73.37,239.6
OFFICE SUPPLIES,-73.37,1449.94
OFFICE SUPPLIES,-73.34,228.18
OFFICE SUPPLIES,-73.34,236.89
OFFICE SUPPLIES,-73.33,1104.97
OFFICE SUPPLIES,-73.3,43.14
OFFICE SUPPLIES,-73.3,172.79
OFFICE SUPPLIES,-73.29,168.22
OFFICE SUPPLIES,-73.27,279.11
OFFICE SUPPLIES,-73.26,283.54
OFFICE SUPPLIES,-73.18,128.36
OFFICE SUPPLIES,-73.16,78.93
OFFICE SUPPLIES,-73.16,92.57
OFFICE SUPPLIES,-73.14,136.54
OFFICE SUPPLIES,-73.06,235.76
OFFICE SUPPLIES,-73.05,195.43
OFFICE SUPPLIES,-73.03,600.97
OFFICE SUPPLIES,-72.99,154.58
OFFICE SUPPLIES,-72.99,276.53
OFFICE SUPPLIES,-72.96,845.04
OFFICE SUPPLIES,-72.95,114.71
OFFICE SUPPLIES,-72.95,248.32
OFFICE SUPPLIES,-72.93,111.24
OFFICE SUPPLIES,-72.92,59.27
OFFICE SUPPLIES,-72.9,69.3
OFFICE SUPPLIES,-72.9,143.05
OFFICE SUPPLIES,-72.9,157.42
OFFICE SUPPLIES,-72.86,203.12
OFFICE SUPPLIES,-72.84,118.16
OFFICE SUPPLIES,-72.83,187.84
OFFICE SUPPLIES,-72.82,614.22
OFFICE SUPPLIES,-72.8,173.36
OFFICE SUPPLIES,-72.8,220.8
OFFICE SUPPLIES,-72.8,313.43
OFFICE SUPPLIES,-72.8,316.85
OFFICE SUPPLIES,-72.78,192.66
OFFICE SUPPLIES,-72.77,61.39
OFFICE SUPPLIES,-72.77,214.95
OFFICE SUPPLIES,-72.76,125.21
OFFICE SUPPLIES,-72.74,177.28
OFFICE SUPPLIES,-72.73,240.62
OFFICE SUPPLIES,-72.73,310.44
OFFICE SUPPLIES,-72.73,575.02
OFFICE SUPPLIES,-72.72,729.83
OFFICE SUPPLIES,-72.69,97.33
OFFICE SUPPLIES,-72.68,1374.86
OFFICE SUPPLIES,-72.67,60.77
OFFICE SUPPLIES,-72.64,241.81
OFFICE SUPPLIES,-72.59,121.77
OFFICE SUPPLIES,-72.57,282.61
OFFICE SUPPLIES,-72.54,72.96
OFFICE SUPPLIES,-72.53,131.32
OFFICE SUPPLIES,-72.5,253.89
OFFICE SUPPLIES,-72.48,120.98
OFFICE SUPPLIES,-72.47,132.87
OFFICE SUPPLIES,-72.47,272.39
OFFICE SUPPLIES,-72.46,265.28
OFFICE SUPPLIES,-72.44,137.94
OFFICE SUPPLIES,-72.44,545.04
OFFICE SUPPLIES,-72.34,145.86
OFFICE SUPPLIES,-72.33,107.86
OFFICE SUPPLIES,-72.31,101.29
OFFICE SUPPLIES,-72.28,188.33
OFFICE SUPPLIES,-72.28,498.7
OFFICE SUPPLIES,-72.27,112.81
OFFICE SUPPLIES,-72.24,209.78
OFFICE SUPPLIES,-72.24,257.26
OFFICE SUPPLIES,-72.22,68.78
OFFICE SUPPLIES,-72.21,95.73
OFFICE SUPPLIES,-72.21,165.93
OFFICE SUPPLIES,-72.2,1950.73
OFFICE SUPPLIES,-72.19,196.52
OFFICE SUPPLIES,-72.19,556.96
OFFICE SUPPLIES,-72.16,127.71
OFFICE SUPPLIES,-72.15,172.04
OFFICE SUPPLIES,-72.14,278.05
OFFICE SUPPLIES,-72,280.61
OFFICE SUPPLIES,-71.95,329.46
OFFICE SUPPLIES,-71.92,106.12
OFFICE SUPPLIES,-71.91,52.32
OFFICE SUPPLIES,-71.91,187.84
OFFICE SUPPLIES,-71.9,231.35
OFFICE SUPPLIES,-71.89,128.2
OFFICE SUPPLIES,-71.85,1165.47
OFFICE SUPPLIES,-71.83,103.32
OFFICE SUPPLIES,-71.82,261.02
OFFICE SUPPLIES,-71.8,136.49
OFFICE SUPPLIES,-71.75,260.19
OFFICE SUPPLIES,-71.74,58.08
OFFICE SUPPLIES,-71.73,286.06
OFFICE SUPPLIES,-71.68,114.62
OFFICE SUPPLIES,-71.64,524.57
OFFICE SUPPLIES,-71.6,1168.66
OFFICE SUPPLIES,-71.58,81.8
OFFICE SUPPLIES,-71.58,201.26
OFFICE SUPPLIES,-71.57,501.32
OFFICE SUPPLIES,-71.52,125.19
OFFICE SUPPLIES,-71.47,125.97
OFFICE SUPPLIES,-71.45,226.41
OFFICE SUPPLIES,-71.44,330.95
OFFICE SUPPLIES,-71.43,268.79
OFFICE SUPPLIES,-71.42,180.41
OFFICE SUPPLIES,-71.42,186.71
OFFICE SUPPLIES,-71.37,79.04
OFFICE SUPPLIES,-71.37,81.97
OFFICE SUPPLIES,-71.37,216.08
OFFICE SUPPLIES,-71.33,195.19
OFFICE SUPPLIES,-71.33,517.93
OFFICE SUPPLIES,-71.31,114.17
OFFICE SUPPLIES,-71.29,269.39
OFFICE SUPPLIES,-71.29,279.4
OFFICE SUPPLIES,-71.29,325.8
OFFICE SUPPLIES,-71.25,88.02
OFFICE SUPPLIES,-71.25,167.07
OFFICE SUPPLIES,-71.24,264.28
OFFICE SUPPLIES,-71.2,111.65
OFFICE SUPPLIES,-71.18,177.67
OFFICE SUPPLIES,-71.16,43.86
OFFICE SUPPLIES,-71.13,110.19
OFFICE SUPPLIES,-71.13,164.62
OFFICE SUPPLIES,-71.1,70
OFFICE SUPPLIES,-71.1,71.1
OFFICE SUPPLIES,-71.09,65.96
OFFICE SUPPLIES,-71.09,313.44
OFFICE SUPPLIES,-71.04,157.4
OFFICE SUPPLIES,-71.04,570.62
OFFICE SUPPLIES,-71.03,162.76
OFFICE SUPPLIES,-71.02,33.21
OFFICE SUPPLIES,-71,239.33
OFFICE SUPPLIES,-70.98,199.12
OFFICE SUPPLIES,-70.98,222.62
OFFICE SUPPLIES,-70.96,297.02
OFFICE SUPPLIES,-70.95,159.37
OFFICE SUPPLIES,-70.86,242.11
OFFICE SUPPLIES,-70.85,265.04
OFFICE SUPPLIES,-70.85,1166.47
OFFICE SUPPLIES,-70.84,349.3
OFFICE SUPPLIES,-70.84,518.21
OFFICE SUPPLIES,-70.82,836.59
OFFICE SUPPLIES,-70.81,420.25
OFFICE SUPPLIES,-70.79,247.57
OFFICE SUPPLIES,-70.79,362.76
OFFICE SUPPLIES,-70.77,319.83
OFFICE SUPPLIES,-70.77,335.13
OFFICE SUPPLIES,-70.76,201.32
OFFICE SUPPLIES,-70.75,121.22
OFFICE SUPPLIES,-70.75,154
OFFICE SUPPLIES,-70.74,426.99
OFFICE SUPPLIES,-70.74,495.35
OFFICE SUPPLIES,-70.74,729.92
OFFICE SUPPLIES,-70.73,69.38
OFFICE SUPPLIES,-70.69,332.59
OFFICE SUPPLIES,-70.67,234.81
OFFICE SUPPLIES,-70.65,118.73
OFFICE SUPPLIES,-70.65,136.76
OFFICE SUPPLIES,-70.61,294.8
OFFICE SUPPLIES,-70.57,182.16
OFFICE SUPPLIES,-70.55,135.67
OFFICE SUPPLIES,-70.54,89.67
OFFICE SUPPLIES,-70.5,146.03
OFFICE SUPPLIES,-70.49,202.66
OFFICE SUPPLIES,-70.44,226.07
OFFICE SUPPLIES,-70.42,90.12
OFFICE SUPPLIES,-70.42,214.4
OFFICE SUPPLIES,-70.38,39.21
OFFICE SUPPLIES,-70.37,199.11
OFFICE SUPPLIES,-70.36,45.76
OFFICE SUPPLIES,-70.34,64.38
OFFICE SUPPLIES,-70.34,109.67
OFFICE SUPPLIES,-70.33,65.14
OFFICE SUPPLIES,-70.32,199.78
OFFICE SUPPLIES,-70.31,4757.93
OFFICE SUPPLIES,-70.3,106.86
OFFICE SUPPLIES,-70.21,57.72
OFFICE SUPPLIES,-70.21,92.43
OFFICE SUPPLIES,-70.2,232.93
OFFICE SUPPLIES,-70.2,264.92
OFFICE SUPPLIES,-70.17,103.92
OFFICE SUPPLIES,-70.14,63.35
OFFICE SUPPLIES,-70.11,248.71
OFFICE SUPPLIES,-70.09,194.16
OFFICE SUPPLIES,-70.07,69.51
OFFICE SUPPLIES,-70.07,249.04
OFFICE SUPPLIES,-70.06,357.2
OFFICE SUPPLIES,-70.01,265.31
OFFICE SUPPLIES,-69.98,86.63
OFFICE SUPPLIES,-69.98,906.17
OFFICE SUPPLIES,-69.96,96.16
OFFICE SUPPLIES,-69.96,157.92
OFFICE SUPPLIES,-69.96,177.14
OFFICE SUPPLIES,-69.96,386.03
OFFICE SUPPLIES,-69.9,280.28
OFFICE SUPPLIES,-69.9,559.22
OFFICE SUPPLIES,-69.88,561.55
OFFICE SUPPLIES,-69.85,249.64
OFFICE SUPPLIES,-69.84,231.74
OFFICE SUPPLIES,-69.82,75.22
OFFICE SUPPLIES,-69.8,203.75
OFFICE SUPPLIES,-69.79,110.22
OFFICE SUPPLIES,-69.78,260.58
OFFICE SUPPLIES,-69.77,237.38
OFFICE SUPPLIES,-69.75,147.87
OFFICE SUPPLIES,-69.74,168.07
OFFICE SUPPLIES,-69.73,146.11
OFFICE SUPPLIES,-69.69,83.65
OFFICE SUPPLIES,-69.69,151.78
OFFICE SUPPLIES,-69.68,39.91
OFFICE SUPPLIES,-69.66,39.46
OFFICE SUPPLIES,-69.64,86.64
OFFICE SUPPLIES,-69.6,254.71
OFFICE SUPPLIES,-69.6,2028.75
OFFICE SUPPLIES,-69.54,475.92
OFFICE SUPPLIES,-69.53,100.34
OFFICE SUPPLIES,-69.5,209.53
OFFICE SUPPLIES,-69.48,300.92
OFFICE SUPPLIES,-69.47,2072.59
OFFICE SUPPLIES,-69.43,66.08
OFFICE SUPPLIES,-69.42,110.77
OFFICE SUPPLIES,-69.42,255.46
OFFICE SUPPLIES,-69.4,851.17
OFFICE SUPPLIES,-69.37,109.21
OFFICE SUPPLIES,-69.31,200.47
OFFICE SUPPLIES,-69.29,109.66
OFFICE SUPPLIES,-69.27,158.84
OFFICE SUPPLIES,-69.25,484.54
OFFICE SUPPLIES,-69.23,149.52
OFFICE SUPPLIES,-69.23,213.9
OFFICE SUPPLIES,-69.22,248.26
OFFICE SUPPLIES,-69.18,554.44
OFFICE SUPPLIES,-69.14,125.68
OFFICE SUPPLIES,-69.12,251.95
OFFICE SUPPLIES,-69.1,110.14
OFFICE SUPPLIES,-69.1,160.99
OFFICE SUPPLIES,-69.1,190.11
OFFICE SUPPLIES,-69.08,325.61
OFFICE SUPPLIES,-69.07,184.57
OFFICE SUPPLIES,-69.06,47.5
OFFICE SUPPLIES,-69.06,172.87
OFFICE SUPPLIES,-69.05,332.36
OFFICE SUPPLIES,-69.04,177.54
OFFICE SUPPLIES,-68.99,147.23
OFFICE SUPPLIES,-68.99,280.71
OFFICE SUPPLIES,-68.98,636.34
OFFICE SUPPLIES,-68.92,403.76
OFFICE SUPPLIES,-68.91,115.89
OFFICE SUPPLIES,-68.9,232.72
OFFICE SUPPLIES,-68.89,240.88
OFFICE SUPPLIES,-68.86,233.03
OFFICE SUPPLIES,-68.85,689.45
OFFICE SUPPLIES,-68.8,431.77
OFFICE SUPPLIES,-68.78,52.04
OFFICE SUPPLIES,-68.78,156.09
OFFICE SUPPLIES,-68.78,170.08
OFFICE SUPPLIES,-68.77,110.87
OFFICE SUPPLIES,-68.77,857.54
OFFICE SUPPLIES,-68.76,42.76
OFFICE SUPPLIES,-68.72,177.55
OFFICE SUPPLIES,-68.67,329.49
OFFICE SUPPLIES,-68.63,442.68
OFFICE SUPPLIES,-68.61,52.21
OFFICE SUPPLIES,-68.61,175.01
OFFICE SUPPLIES,-68.6,201.18
OFFICE SUPPLIES,-68.6,689
OFFICE SUPPLIES,-68.58,369.37
OFFICE SUPPLIES,-68.56,163.88
OFFICE SUPPLIES,-68.54,52.2
OFFICE SUPPLIES,-68.53,94.46
OFFICE SUPPLIES,-68.52,231.08
OFFICE SUPPLIES,-68.51,178.62
OFFICE SUPPLIES,-68.5,110.45
OFFICE SUPPLIES,-68.49,561.69
OFFICE SUPPLIES,-68.47,35.76
OFFICE SUPPLIES,-68.46,87.37
OFFICE SUPPLIES,-68.45,261.17
OFFICE SUPPLIES,-68.43,95.92
OFFICE SUPPLIES,-68.42,114.65
OFFICE SUPPLIES,-68.42,296.89
OFFICE SUPPLIES,-68.36,178.99
OFFICE SUPPLIES,-68.34,90.93
OFFICE SUPPLIES,-68.34,1299.32
OFFICE SUPPLIES,-68.21,726.17
OFFICE SUPPLIES,-68.2,168.49
OFFICE SUPPLIES,-68.2,205.35
OFFICE SUPPLIES,-68.2,338.81
OFFICE SUPPLIES,-68.17,727.03
OFFICE SUPPLIES,-68.15,424.58
OFFICE SUPPLIES,-68.14,199.36
OFFICE SUPPLIES,-68.13,212.97
OFFICE SUPPLIES,-68.12,233.03
OFFICE SUPPLIES,-68.11,96.73
OFFICE SUPPLIES,-68.11,148.42
OFFICE SUPPLIES,-68.11,152.43
OFFICE SUPPLIES,-68.11,317.3
OFFICE SUPPLIES,-68.1,508.35
OFFICE SUPPLIES,-68.07,189.89
OFFICE SUPPLIES,-68.01,355.13
OFFICE SUPPLIES,-68,267.29
OFFICE SUPPLIES,-67.98,144.32
OFFICE SUPPLIES,-67.98,236.53
OFFICE SUPPLIES,-67.97,267.55
OFFICE SUPPLIES,-67.95,88.72
OFFICE SUPPLIES,-67.93,120.27
OFFICE SUPPLIES,-67.93,207.83
OFFICE SUPPLIES,-67.9,222.79
OFFICE SUPPLIES,-67.88,95.11
OFFICE SUPPLIES,-67.87,117.48
OFFICE SUPPLIES,-67.86,138.48
OFFICE SUPPLIES,-67.86,416.99
OFFICE SUPPLIES,-67.84,409.95
OFFICE SUPPLIES,-67.82,103.6
OFFICE SUPPLIES,-67.81,86.7
OFFICE SUPPLIES,-67.8,197.11
OFFICE SUPPLIES,-67.75,142.4
OFFICE SUPPLIES,-67.73,212.35
OFFICE SUPPLIES,-67.73,350.94
OFFICE SUPPLIES,-67.72,193.99
OFFICE SUPPLIES,-67.72,389.26
OFFICE SUPPLIES,-67.69,130.28
OFFICE SUPPLIES,-67.68,131.32
OFFICE SUPPLIES,-67.68,246.77
OFFICE SUPPLIES,-67.67,107.3
OFFICE SUPPLIES,-67.67,410.81
OFFICE SUPPLIES,-67.66,482.3
OFFICE SUPPLIES,-67.65,134.95
OFFICE SUPPLIES,-67.63,338.27
OFFICE SUPPLIES,-67.62,65.75
OFFICE SUPPLIES,-67.62,131.7
OFFICE SUPPLIES,-67.57,49.23
OFFICE SUPPLIES,-67.57,86.86
OFFICE SUPPLIES,-67.56,265.88
OFFICE SUPPLIES,-67.53,140.96
OFFICE SUPPLIES,-67.46,172.81
OFFICE SUPPLIES,-67.45,127.9
OFFICE SUPPLIES,-67.42,313.11
OFFICE SUPPLIES,-67.41,304.21
OFFICE SUPPLIES,-67.4,194.71
OFFICE SUPPLIES,-67.39,120.56
OFFICE SUPPLIES,-67.39,217.44
OFFICE SUPPLIES,-67.37,181.26
OFFICE SUPPLIES,-67.37,196.06
OFFICE SUPPLIES,-67.34,132.34
OFFICE SUPPLIES,-67.34,134.13
OFFICE SUPPLIES,-67.31,242.61
OFFICE SUPPLIES,-67.27,92
OFFICE SUPPLIES,-67.25,267.87
OFFICE SUPPLIES,-67.23,76.41
OFFICE SUPPLIES,-67.22,93.17
OFFICE SUPPLIES,-67.21,257.9
OFFICE SUPPLIES,-67.2,127.26
OFFICE SUPPLIES,-67.2,231.88
OFFICE SUPPLIES,-67.2,443.87
OFFICE SUPPLIES,-67.19,266.25
OFFICE SUPPLIES,-67.18,82.95
OFFICE SUPPLIES,-67.18,416.57
OFFICE SUPPLIES,-67.14,106.37
OFFICE SUPPLIES,-67.09,36.57
OFFICE SUPPLIES,-67.07,73.04
OFFICE SUPPLIES,-67.07,147.02
OFFICE SUPPLIES,-67.07,283.12
OFFICE SUPPLIES,-67.05,124.62
OFFICE SUPPLIES,-67.03,275.96
OFFICE SUPPLIES,-67.02,105.07
OFFICE SUPPLIES,-66.96,774.97
OFFICE SUPPLIES,-66.95,119.4
OFFICE SUPPLIES,-66.94,318.9
OFFICE SUPPLIES,-66.93,227.65
OFFICE SUPPLIES,-66.91,163.41
OFFICE SUPPLIES,-66.87,68.91
OFFICE SUPPLIES,-66.85,90.66
OFFICE SUPPLIES,-66.85,140.1
OFFICE SUPPLIES,-66.78,290.86
OFFICE SUPPLIES,-66.77,116.36
OFFICE SUPPLIES,-66.77,244.92
OFFICE SUPPLIES,-66.76,227.82
OFFICE SUPPLIES,-66.76,931.31
OFFICE SUPPLIES,-66.75,85.03
OFFICE SUPPLIES,-66.75,353.69
OFFICE SUPPLIES,-66.74,248.57
OFFICE SUPPLIES,-66.71,198.43
OFFICE SUPPLIES,-66.67,667.87
OFFICE SUPPLIES,-66.66,85.62
OFFICE SUPPLIES,-66.64,92.63
OFFICE SUPPLIES,-66.63,101.77
OFFICE SUPPLIES,-66.62,60.64
OFFICE SUPPLIES,-66.59,298.72
OFFICE SUPPLIES,-66.58,119.68
OFFICE SUPPLIES,-66.58,151.85
OFFICE SUPPLIES,-66.58,213.69
OFFICE SUPPLIES,-66.58,214.23
OFFICE SUPPLIES,-66.58,260.8
OFFICE SUPPLIES,-66.57,153.82
OFFICE SUPPLIES,-66.55,204.3
OFFICE SUPPLIES,-66.52,109.29
OFFICE SUPPLIES,-66.49,169.44
OFFICE SUPPLIES,-66.47,120.56
OFFICE SUPPLIES,-66.46,203.12
OFFICE SUPPLIES,-66.45,64.23
OFFICE SUPPLIES,-66.45,219.87
OFFICE SUPPLIES,-66.38,168.99
OFFICE SUPPLIES,-66.35,166.17
OFFICE SUPPLIES,-66.32,183.52
OFFICE SUPPLIES,-66.31,141.75
OFFICE SUPPLIES,-66.29,294.36
OFFICE SUPPLIES,-66.27,192.34
OFFICE SUPPLIES,-66.24,216.46
OFFICE SUPPLIES,-66.23,257.65
OFFICE SUPPLIES,-66.2,161.18
OFFICE SUPPLIES,-66.19,47.84
OFFICE SUPPLIES,-66.18,942.23
OFFICE SUPPLIES,-66.13,149.71
OFFICE SUPPLIES,-66.1,63.34
OFFICE SUPPLIES,-66.09,250.75
OFFICE SUPPLIES,-66.08,125.37
OFFICE SUPPLIES,-66.08,156.7
OFFICE SUPPLIES,-66.05,178.5
OFFICE SUPPLIES,-66.05,295.27
OFFICE SUPPLIES,-66.04,182.66
OFFICE SUPPLIES,-66.02,114.71
OFFICE SUPPLIES,-66.01,100.22
OFFICE SUPPLIES,-65.99,104.3
OFFICE SUPPLIES,-65.99,284
OFFICE SUPPLIES,-65.98,111.09
OFFICE SUPPLIES,-65.96,97.52
OFFICE SUPPLIES,-65.95,1067.42
OFFICE SUPPLIES,-65.88,67.01
OFFICE SUPPLIES,-65.88,96.71
OFFICE SUPPLIES,-65.84,339.27
OFFICE SUPPLIES,-65.83,163.75
OFFICE SUPPLIES,-65.82,271.7
OFFICE SUPPLIES,-65.8,117.88
OFFICE SUPPLIES,-65.8,316.47
OFFICE SUPPLIES,-65.75,143.96
OFFICE SUPPLIES,-65.75,545.33
OFFICE SUPPLIES,-65.72,84.41
OFFICE SUPPLIES,-65.72,114.29
OFFICE SUPPLIES,-65.72,129.63
OFFICE SUPPLIES,-65.7,697.05
OFFICE SUPPLIES,-65.64,129.92
OFFICE SUPPLIES,-65.64,244.69
OFFICE SUPPLIES,-65.64,537.5
OFFICE SUPPLIES,-65.63,179.48
OFFICE SUPPLIES,-65.63,1058.89
OFFICE SUPPLIES,-65.6,212.66
OFFICE SUPPLIES,-65.6,228.83
OFFICE SUPPLIES,-65.59,167.1
OFFICE SUPPLIES,-65.58,390.52
OFFICE SUPPLIES,-65.56,375.66
OFFICE SUPPLIES,-65.53,117.84
OFFICE SUPPLIES,-65.49,74.55
OFFICE SUPPLIES,-65.49,352.53
OFFICE SUPPLIES,-65.48,53.13
OFFICE SUPPLIES,-65.48,639.84
OFFICE SUPPLIES,-65.44,266.97
OFFICE SUPPLIES,-65.44,621.14
OFFICE SUPPLIES,-65.43,227.03
OFFICE SUPPLIES,-65.4,180.92
OFFICE SUPPLIES,-65.39,278.75
OFFICE SUPPLIES,-65.35,201.67
OFFICE SUPPLIES,-65.33,282.84
OFFICE SUPPLIES,-65.32,110.49
OFFICE SUPPLIES,-65.32,302.31
OFFICE SUPPLIES,-65.3,718.78
OFFICE SUPPLIES,-65.28,148.31
OFFICE SUPPLIES,-65.19,38.19
OFFICE SUPPLIES,-65.18,193.18
OFFICE SUPPLIES,-65.14,134.16
OFFICE SUPPLIES,-65.13,80.04
OFFICE SUPPLIES,-65.11,106.01
OFFICE SUPPLIES,-65.11,951.72
OFFICE SUPPLIES,-65.1,62.24
OFFICE SUPPLIES,-65.09,59.33
OFFICE SUPPLIES,-65.08,646.7
OFFICE SUPPLIES,-65.07,214.33
OFFICE SUPPLIES,-65.06,31.73
OFFICE SUPPLIES,-65.06,270.84
OFFICE SUPPLIES,-65.03,134.29
OFFICE SUPPLIES,-65.01,566.32
OFFICE SUPPLIES,-64.99,86.69
OFFICE SUPPLIES,-64.99,276.62
OFFICE SUPPLIES,-64.98,152.61
OFFICE SUPPLIES,-64.96,222.1
OFFICE SUPPLIES,-64.95,288.19
OFFICE SUPPLIES,-64.92,130.92
OFFICE SUPPLIES,-64.91,147.67
OFFICE SUPPLIES,-64.91,344.31
OFFICE SUPPLIES,-64.87,49.16
OFFICE SUPPLIES,-64.87,119.4
OFFICE SUPPLIES,-64.87,208.17
OFFICE SUPPLIES,-64.85,379.63
OFFICE SUPPLIES,-64.82,312.05
OFFICE SUPPLIES,-64.8,193.08
OFFICE SUPPLIES,-64.79,238.25
OFFICE SUPPLIES,-64.78,372.87
OFFICE SUPPLIES,-64.77,310.29
OFFICE SUPPLIES,-64.76,94.51
OFFICE SUPPLIES,-64.76,320.65
OFFICE SUPPLIES,-64.74,52.06
OFFICE SUPPLIES,-64.73,224.64
OFFICE SUPPLIES,-64.72,131.88
OFFICE SUPPLIES,-64.69,229.88
OFFICE SUPPLIES,-64.67,333.86
OFFICE SUPPLIES,-64.63,241.76
OFFICE SUPPLIES,-64.59,156.12
OFFICE SUPPLIES,-64.57,93.73
OFFICE SUPPLIES,-64.56,118.57
OFFICE SUPPLIES,-64.55,950.85
OFFICE SUPPLIES,-64.53,320.88
OFFICE SUPPLIES,-64.51,71.27
OFFICE SUPPLIES,-64.5,104.91
OFFICE SUPPLIES,-64.49,312.17
OFFICE SUPPLIES,-64.48,120.58
OFFICE SUPPLIES,-64.41,185.5
OFFICE SUPPLIES,-64.38,92.53
OFFICE SUPPLIES,-64.38,128.26
OFFICE SUPPLIES,-64.38,533.25
OFFICE SUPPLIES,-64.37,201.18
OFFICE SUPPLIES,-64.31,1517.59
OFFICE SUPPLIES,-64.3,108.76
OFFICE SUPPLIES,-64.28,111.8
OFFICE SUPPLIES,-64.25,74.19
OFFICE SUPPLIES,-64.24,169.84
OFFICE SUPPLIES,-64.24,188.2
OFFICE SUPPLIES,-64.22,130.67
OFFICE SUPPLIES,-64.22,237.67
OFFICE SUPPLIES,-64.21,137.35
OFFICE SUPPLIES,-64.18,342.7
OFFICE SUPPLIES,-64.16,80.72
OFFICE SUPPLIES,-64.14,439.16
OFFICE SUPPLIES,-64.06,96.05
OFFICE SUPPLIES,-63.99,52.81
OFFICE SUPPLIES,-63.98,250
OFFICE SUPPLIES,-63.97,80.38
OFFICE SUPPLIES,-63.97,113.8
OFFICE SUPPLIES,-63.97,153.78
OFFICE SUPPLIES,-63.96,187.37
OFFICE SUPPLIES,-63.96,236.19
OFFICE SUPPLIES,-63.94,220.88
OFFICE SUPPLIES,-63.92,214.64
OFFICE SUPPLIES,-63.9,156.79
OFFICE SUPPLIES,-63.9,939.94
OFFICE SUPPLIES,-63.87,189.27
OFFICE SUPPLIES,-63.86,559.46
OFFICE SUPPLIES,-63.84,41.39
OFFICE SUPPLIES,-63.84,324.2
OFFICE SUPPLIES,-63.81,236.15
OFFICE SUPPLIES,-63.78,320.76
OFFICE SUPPLIES,-63.77,186.35
OFFICE SUPPLIES,-63.74,119.33
OFFICE SUPPLIES,-63.72,156.97
OFFICE SUPPLIES,-63.72,164.11
OFFICE SUPPLIES,-63.67,192.64
OFFICE SUPPLIES,-63.66,214.14
OFFICE SUPPLIES,-63.62,175.47
OFFICE SUPPLIES,-63.58,98.37
OFFICE SUPPLIES,-63.58,134.4
OFFICE SUPPLIES,-63.58,343
OFFICE SUPPLIES,-63.58,346.06
OFFICE SUPPLIES,-63.57,152.37
OFFICE SUPPLIES,-63.57,452.03
OFFICE SUPPLIES,-63.53,134.22
OFFICE SUPPLIES,-63.53,497.64
OFFICE SUPPLIES,-63.52,300.68
OFFICE SUPPLIES,-63.48,240.2
OFFICE SUPPLIES,-63.46,87.52
OFFICE SUPPLIES,-63.46,99.18
OFFICE SUPPLIES,-63.46,135.86
OFFICE SUPPLIES,-63.46,161.07
OFFICE SUPPLIES,-63.46,282.91
OFFICE SUPPLIES,-63.45,167.5
OFFICE SUPPLIES,-63.45,270.15
OFFICE SUPPLIES,-63.42,79.18
OFFICE SUPPLIES,-63.4,196.35
OFFICE SUPPLIES,-63.36,251.65
OFFICE SUPPLIES,-63.36,352.5
OFFICE SUPPLIES,-63.35,371.72
OFFICE SUPPLIES,-63.34,168.07
OFFICE SUPPLIES,-63.32,59.87
OFFICE SUPPLIES,-63.3,143.3
OFFICE SUPPLIES,-63.3,240.75
OFFICE SUPPLIES,-63.29,131.17
OFFICE SUPPLIES,-63.28,171.76
OFFICE SUPPLIES,-63.27,197.5
OFFICE SUPPLIES,-63.26,314.63
OFFICE SUPPLIES,-63.23,584.42
OFFICE SUPPLIES,-63.22,213.23
OFFICE SUPPLIES,-63.22,242.26
OFFICE SUPPLIES,-63.17,292.23
OFFICE SUPPLIES,-63.15,139.53
OFFICE SUPPLIES,-63.13,197.97
OFFICE SUPPLIES,-63.12,116.85
OFFICE SUPPLIES,-63.03,47.4
OFFICE SUPPLIES,-63.03,307.5
OFFICE SUPPLIES,-63,187.51
OFFICE SUPPLIES,-62.99,161.07
OFFICE SUPPLIES,-62.99,341.25
OFFICE SUPPLIES,-62.98,66.92
OFFICE SUPPLIES,-62.95,201.66
OFFICE SUPPLIES,-62.93,112.2
OFFICE SUPPLIES,-62.92,161.65
OFFICE SUPPLIES,-62.89,91.68
OFFICE SUPPLIES,-62.89,95.33
OFFICE SUPPLIES,-62.88,33.91
OFFICE SUPPLIES,-62.86,42.37
OFFICE SUPPLIES,-62.84,159.05
OFFICE SUPPLIES,-62.83,153.39
