none_Prod_TypeB_nk,none_Prod_TypeC_nk,sum_Gross_Profit_ok
OFFICE SUPPLIES,APPLIANCES,7.44
OFFICE SUPPLIES,APPLIANCES,7.45
OFFICE SUPPLIES,APPLIANCES,7.55
OFFICE SUPPLIES,APPLIANCES,7.56
OFFICE SUPPLIES,APPLIANCES,7.6
OFFICE SUPPLIES,APPLIANCES,7.71
OFFICE SUPPLIES,APPLIANCES,7.73
OFFICE SUPPLIES,APPLIANCES,7.78
OFFICE SUPPLIES,APPLIANCES,7.89
OFFICE SUPPLIES,APPLIANCES,7.9
OFFICE SUPPLIES,APPLIANCES,7.95
OFFICE SUPPLIES,APPLIANCES,8.14
OFFICE SUPPLIES,APPLIANCES,8.19
OFFICE SUPPLIES,APPLIANCES,8.29
OFFICE SUPPLIES,APPLIANCES,8.34
OFFICE SUPPLIES,APPLIANCES,8.41
OFFICE SUPPLIES,APPLIANCES,8.58
OFFICE SUPPLIES,APPLIANCES,8.66
OFFICE SUPPLIES,APPLIANCES,8.7
OFFICE SUPPLIES,APPLIANCES,8.95
OFFICE SUPPLIES,APPLIANCES,8.96
OFFICE SUPPLIES,APPLIANCES,9.22
OFFICE SUPPLIES,APPLIANCES,9.34
OFFICE SUPPLIES,APPLIANCES,9.41
OFFICE SUPPLIES,APPLIANCES,9.8
OFFICE SUPPLIES,APPLIANCES,9.82
OFFICE SUPPLIES,APPLIANCES,9.85
OFFICE SUPPLIES,APPLIANCES,9.98
OFFICE SUPPLIES,APPLIANCES,10.05
OFFICE SUPPLIES,APPLIANCES,10.3
OFFICE SUPPLIES,APPLIANCES,10.46
OFFICE SUPPLIES,APPLIANCES,10.71
OFFICE SUPPLIES,APPLIANCES,10.89
OFFICE SUPPLIES,APPLIANCES,11
OFFICE SUPPLIES,APPLIANCES,11.19
OFFICE SUPPLIES,APPLIANCES,11.2
OFFICE SUPPLIES,APPLIANCES,11.21
OFFICE SUPPLIES,APPLIANCES,11.45
OFFICE SUPPLIES,APPLIANCES,11.52
OFFICE SUPPLIES,APPLIANCES,11.62
OFFICE SUPPLIES,APPLIANCES,11.69
OFFICE SUPPLIES,APPLIANCES,11.69
OFFICE SUPPLIES,APPLIANCES,12.21
OFFICE SUPPLIES,APPLIANCES,12.34
OFFICE SUPPLIES,APPLIANCES,12.49
OFFICE SUPPLIES,APPLIANCES,12.56
OFFICE SUPPLIES,APPLIANCES,12.65
OFFICE SUPPLIES,APPLIANCES,12.72
OFFICE SUPPLIES,APPLIANCES,12.73
OFFICE SUPPLIES,APPLIANCES,12.99
OFFICE SUPPLIES,APPLIANCES,13.44
OFFICE SUPPLIES,APPLIANCES,13.46
OFFICE SUPPLIES,APPLIANCES,13.5
OFFICE SUPPLIES,APPLIANCES,13.87
OFFICE SUPPLIES,APPLIANCES,13.9
OFFICE SUPPLIES,APPLIANCES,14.05
OFFICE SUPPLIES,APPLIANCES,14.08
OFFICE SUPPLIES,APPLIANCES,14.21
OFFICE SUPPLIES,APPLIANCES,14.38
OFFICE SUPPLIES,APPLIANCES,14.69
OFFICE SUPPLIES,APPLIANCES,14.74
OFFICE SUPPLIES,APPLIANCES,14.97
OFFICE SUPPLIES,APPLIANCES,15.14
OFFICE SUPPLIES,APPLIANCES,16.08
OFFICE SUPPLIES,APPLIANCES,16.18
OFFICE SUPPLIES,APPLIANCES,16.23
OFFICE SUPPLIES,APPLIANCES,16.29
OFFICE SUPPLIES,APPLIANCES,16.43
OFFICE SUPPLIES,APPLIANCES,16.51
OFFICE SUPPLIES,APPLIANCES,16.56
OFFICE SUPPLIES,APPLIANCES,16.66
OFFICE SUPPLIES,APPLIANCES,16.71
OFFICE SUPPLIES,APPLIANCES,16.75
OFFICE SUPPLIES,APPLIANCES,17.12
OFFICE SUPPLIES,APPLIANCES,17.16
OFFICE SUPPLIES,APPLIANCES,17.46
OFFICE SUPPLIES,APPLIANCES,17.47
OFFICE SUPPLIES,APPLIANCES,17.61
OFFICE SUPPLIES,APPLIANCES,17.69
OFFICE SUPPLIES,APPLIANCES,18.12
OFFICE SUPPLIES,APPLIANCES,18.15
OFFICE SUPPLIES,APPLIANCES,18.35
OFFICE SUPPLIES,APPLIANCES,18.45
OFFICE SUPPLIES,APPLIANCES,18.63
OFFICE SUPPLIES,APPLIANCES,18.78
OFFICE SUPPLIES,APPLIANCES,18.78
OFFICE SUPPLIES,APPLIANCES,18.78
OFFICE SUPPLIES,APPLIANCES,18.85
OFFICE SUPPLIES,APPLIANCES,19.19
OFFICE SUPPLIES,APPLIANCES,19.19
OFFICE SUPPLIES,APPLIANCES,19.2
OFFICE SUPPLIES,APPLIANCES,19.29
OFFICE SUPPLIES,APPLIANCES,19.42
OFFICE SUPPLIES,APPLIANCES,19.53
OFFICE SUPPLIES,APPLIANCES,19.61
OFFICE SUPPLIES,APPLIANCES,19.67
OFFICE SUPPLIES,APPLIANCES,19.72
OFFICE SUPPLIES,APPLIANCES,19.94
OFFICE SUPPLIES,APPLIANCES,20.05
OFFICE SUPPLIES,APPLIANCES,20.12
OFFICE SUPPLIES,APPLIANCES,20.15
OFFICE SUPPLIES,APPLIANCES,20.47
OFFICE SUPPLIES,APPLIANCES,20.59
OFFICE SUPPLIES,APPLIANCES,20.59
OFFICE SUPPLIES,APPLIANCES,20.82
OFFICE SUPPLIES,APPLIANCES,21.23
OFFICE SUPPLIES,APPLIANCES,21.25
OFFICE SUPPLIES,APPLIANCES,21.31
OFFICE SUPPLIES,APPLIANCES,21.33
OFFICE SUPPLIES,APPLIANCES,21.59
OFFICE SUPPLIES,APPLIANCES,21.7
OFFICE SUPPLIES,APPLIANCES,22.25
OFFICE SUPPLIES,APPLIANCES,22.4
OFFICE SUPPLIES,APPLIANCES,22.64
OFFICE SUPPLIES,APPLIANCES,22.67
OFFICE SUPPLIES,APPLIANCES,22.72
OFFICE SUPPLIES,APPLIANCES,23.14
OFFICE SUPPLIES,APPLIANCES,23.19
OFFICE SUPPLIES,APPLIANCES,23.69
OFFICE SUPPLIES,APPLIANCES,23.7
OFFICE SUPPLIES,APPLIANCES,23.74
OFFICE SUPPLIES,APPLIANCES,23.75
OFFICE SUPPLIES,APPLIANCES,23.94
OFFICE SUPPLIES,APPLIANCES,24.07
OFFICE SUPPLIES,APPLIANCES,24.1
OFFICE SUPPLIES,APPLIANCES,24.12
OFFICE SUPPLIES,APPLIANCES,24.13
OFFICE SUPPLIES,APPLIANCES,24.5
OFFICE SUPPLIES,APPLIANCES,24.77
OFFICE SUPPLIES,APPLIANCES,24.84
OFFICE SUPPLIES,APPLIANCES,24.98
OFFICE SUPPLIES,APPLIANCES,25.01
OFFICE SUPPLIES,APPLIANCES,25.22
OFFICE SUPPLIES,APPLIANCES,25.22
OFFICE SUPPLIES,APPLIANCES,25.31
OFFICE SUPPLIES,APPLIANCES,25.35
OFFICE SUPPLIES,APPLIANCES,25.49
OFFICE SUPPLIES,APPLIANCES,25.54
OFFICE SUPPLIES,APPLIANCES,25.76
OFFICE SUPPLIES,APPLIANCES,25.81
OFFICE SUPPLIES,APPLIANCES,26.48
OFFICE SUPPLIES,APPLIANCES,26.63
OFFICE SUPPLIES,APPLIANCES,26.87
OFFICE SUPPLIES,APPLIANCES,27.27
OFFICE SUPPLIES,APPLIANCES,27.59
OFFICE SUPPLIES,APPLIANCES,28
OFFICE SUPPLIES,APPLIANCES,28.17
OFFICE SUPPLIES,APPLIANCES,28.39
OFFICE SUPPLIES,APPLIANCES,28.59
OFFICE SUPPLIES,APPLIANCES,28.72
OFFICE SUPPLIES,APPLIANCES,29.13
OFFICE SUPPLIES,APPLIANCES,29.81
OFFICE SUPPLIES,APPLIANCES,29.91
OFFICE SUPPLIES,APPLIANCES,30.11
OFFICE SUPPLIES,APPLIANCES,30.28
OFFICE SUPPLIES,APPLIANCES,30.34
OFFICE SUPPLIES,APPLIANCES,30.4
OFFICE SUPPLIES,APPLIANCES,30.47
OFFICE SUPPLIES,APPLIANCES,30.64
OFFICE SUPPLIES,APPLIANCES,30.86
OFFICE SUPPLIES,APPLIANCES,30.91
OFFICE SUPPLIES,APPLIANCES,31.17
OFFICE SUPPLIES,APPLIANCES,31.32
OFFICE SUPPLIES,APPLIANCES,31.74
OFFICE SUPPLIES,APPLIANCES,31.79
OFFICE SUPPLIES,APPLIANCES,31.88
OFFICE SUPPLIES,APPLIANCES,32.43
OFFICE SUPPLIES,APPLIANCES,32.57
OFFICE SUPPLIES,APPLIANCES,32.82
OFFICE SUPPLIES,APPLIANCES,32.86
OFFICE SUPPLIES,APPLIANCES,33.34
OFFICE SUPPLIES,APPLIANCES,33.76
OFFICE SUPPLIES,APPLIANCES,33.84
OFFICE SUPPLIES,APPLIANCES,34.17
OFFICE SUPPLIES,APPLIANCES,34.31
OFFICE SUPPLIES,APPLIANCES,35.05
OFFICE SUPPLIES,APPLIANCES,35.36
OFFICE SUPPLIES,APPLIANCES,35.62
OFFICE SUPPLIES,APPLIANCES,35.7
OFFICE SUPPLIES,APPLIANCES,35.73
OFFICE SUPPLIES,APPLIANCES,35.97
OFFICE SUPPLIES,APPLIANCES,36.01
OFFICE SUPPLIES,APPLIANCES,36.02
OFFICE SUPPLIES,APPLIANCES,36.73
OFFICE SUPPLIES,APPLIANCES,36.77
OFFICE SUPPLIES,APPLIANCES,36.79
OFFICE SUPPLIES,APPLIANCES,36.96
OFFICE SUPPLIES,APPLIANCES,37.02
OFFICE SUPPLIES,APPLIANCES,37.16
OFFICE SUPPLIES,APPLIANCES,37.24
OFFICE SUPPLIES,APPLIANCES,38.17
OFFICE SUPPLIES,APPLIANCES,38.27
OFFICE SUPPLIES,APPLIANCES,38.38
OFFICE SUPPLIES,APPLIANCES,38.48
OFFICE SUPPLIES,APPLIANCES,38.62
OFFICE SUPPLIES,APPLIANCES,38.76
OFFICE SUPPLIES,APPLIANCES,38.78
OFFICE SUPPLIES,APPLIANCES,39.44
OFFICE SUPPLIES,APPLIANCES,39.48
OFFICE SUPPLIES,APPLIANCES,39.92
OFFICE SUPPLIES,APPLIANCES,39.98
OFFICE SUPPLIES,APPLIANCES,39.99
OFFICE SUPPLIES,APPLIANCES,40.23
OFFICE SUPPLIES,APPLIANCES,40.32
OFFICE SUPPLIES,APPLIANCES,40.36
OFFICE SUPPLIES,APPLIANCES,40.95
OFFICE SUPPLIES,APPLIANCES,41.9
OFFICE SUPPLIES,APPLIANCES,42.22
OFFICE SUPPLIES,APPLIANCES,42.69
OFFICE SUPPLIES,APPLIANCES,43.88
OFFICE SUPPLIES,APPLIANCES,43.97
OFFICE SUPPLIES,APPLIANCES,44.02
OFFICE SUPPLIES,APPLIANCES,44.23
OFFICE SUPPLIES,APPLIANCES,44.42
OFFICE SUPPLIES,APPLIANCES,44.84
OFFICE SUPPLIES,APPLIANCES,45.12
OFFICE SUPPLIES,APPLIANCES,45.15
OFFICE SUPPLIES,APPLIANCES,45.32
OFFICE SUPPLIES,APPLIANCES,45.34
OFFICE SUPPLIES,APPLIANCES,45.4
OFFICE SUPPLIES,APPLIANCES,45.72
OFFICE SUPPLIES,APPLIANCES,45.88
OFFICE SUPPLIES,APPLIANCES,46.05
OFFICE SUPPLIES,APPLIANCES,46.15
OFFICE SUPPLIES,APPLIANCES,46.2
OFFICE SUPPLIES,APPLIANCES,46.27
OFFICE SUPPLIES,APPLIANCES,46.54
OFFICE SUPPLIES,APPLIANCES,46.54
OFFICE SUPPLIES,APPLIANCES,46.56
OFFICE SUPPLIES,APPLIANCES,46.68
OFFICE SUPPLIES,APPLIANCES,46.87
OFFICE SUPPLIES,APPLIANCES,47.25
OFFICE SUPPLIES,APPLIANCES,47.32
OFFICE SUPPLIES,APPLIANCES,47.48
OFFICE SUPPLIES,APPLIANCES,47.49
OFFICE SUPPLIES,APPLIANCES,47.76
OFFICE SUPPLIES,APPLIANCES,48.14
OFFICE SUPPLIES,APPLIANCES,48.3
OFFICE SUPPLIES,APPLIANCES,48.36
OFFICE SUPPLIES,APPLIANCES,48.51
OFFICE SUPPLIES,APPLIANCES,48.57
OFFICE SUPPLIES,APPLIANCES,48.86
OFFICE SUPPLIES,APPLIANCES,49.05
OFFICE SUPPLIES,APPLIANCES,49.12
OFFICE SUPPLIES,APPLIANCES,49.5
OFFICE SUPPLIES,APPLIANCES,49.55
OFFICE SUPPLIES,APPLIANCES,49.66
OFFICE SUPPLIES,APPLIANCES,50.14
OFFICE SUPPLIES,APPLIANCES,50.73
OFFICE SUPPLIES,APPLIANCES,50.85
OFFICE SUPPLIES,APPLIANCES,50.95
OFFICE SUPPLIES,APPLIANCES,51.41
OFFICE SUPPLIES,APPLIANCES,51.73
OFFICE SUPPLIES,APPLIANCES,51.94
OFFICE SUPPLIES,APPLIANCES,52.49
OFFICE SUPPLIES,APPLIANCES,52.57
OFFICE SUPPLIES,APPLIANCES,52.89
OFFICE SUPPLIES,APPLIANCES,52.94
OFFICE SUPPLIES,APPLIANCES,53.42
OFFICE SUPPLIES,APPLIANCES,54.02
OFFICE SUPPLIES,APPLIANCES,54.14
OFFICE SUPPLIES,APPLIANCES,54.56
OFFICE SUPPLIES,APPLIANCES,54.79
OFFICE SUPPLIES,APPLIANCES,54.98
OFFICE SUPPLIES,APPLIANCES,55.11
OFFICE SUPPLIES,APPLIANCES,55.35
OFFICE SUPPLIES,APPLIANCES,55.69
OFFICE SUPPLIES,APPLIANCES,55.75
OFFICE SUPPLIES,APPLIANCES,56.23
OFFICE SUPPLIES,APPLIANCES,56.52
OFFICE SUPPLIES,APPLIANCES,56.67
OFFICE SUPPLIES,APPLIANCES,57.11
OFFICE SUPPLIES,APPLIANCES,57.21
OFFICE SUPPLIES,APPLIANCES,57.56
OFFICE SUPPLIES,APPLIANCES,57.94
OFFICE SUPPLIES,APPLIANCES,58.35
OFFICE SUPPLIES,APPLIANCES,58.61
OFFICE SUPPLIES,APPLIANCES,58.65
OFFICE SUPPLIES,APPLIANCES,58.65
OFFICE SUPPLIES,APPLIANCES,58.65
OFFICE SUPPLIES,APPLIANCES,58.9
OFFICE SUPPLIES,APPLIANCES,59.23
OFFICE SUPPLIES,APPLIANCES,59.56
OFFICE SUPPLIES,APPLIANCES,59.85
OFFICE SUPPLIES,APPLIANCES,60.02
OFFICE SUPPLIES,APPLIANCES,60.47
OFFICE SUPPLIES,APPLIANCES,61.22
OFFICE SUPPLIES,APPLIANCES,61.26
OFFICE SUPPLIES,APPLIANCES,61.42
OFFICE SUPPLIES,APPLIANCES,61.52
OFFICE SUPPLIES,APPLIANCES,61.73
OFFICE SUPPLIES,APPLIANCES,62.18
OFFICE SUPPLIES,APPLIANCES,62.22
OFFICE SUPPLIES,APPLIANCES,63.21
OFFICE SUPPLIES,APPLIANCES,63.39
OFFICE SUPPLIES,APPLIANCES,63.42
OFFICE SUPPLIES,APPLIANCES,63.52
OFFICE SUPPLIES,APPLIANCES,63.7
OFFICE SUPPLIES,APPLIANCES,63.8
OFFICE SUPPLIES,APPLIANCES,63.83
OFFICE SUPPLIES,APPLIANCES,64.27
OFFICE SUPPLIES,APPLIANCES,64.45
OFFICE SUPPLIES,APPLIANCES,64.75
OFFICE SUPPLIES,APPLIANCES,64.76
OFFICE SUPPLIES,APPLIANCES,64.85
OFFICE SUPPLIES,APPLIANCES,64.99
OFFICE SUPPLIES,APPLIANCES,65.04
OFFICE SUPPLIES,APPLIANCES,65.14
OFFICE SUPPLIES,APPLIANCES,65.26
OFFICE SUPPLIES,APPLIANCES,65.32
OFFICE SUPPLIES,APPLIANCES,65.58
OFFICE SUPPLIES,APPLIANCES,66.17
OFFICE SUPPLIES,APPLIANCES,66.2
OFFICE SUPPLIES,APPLIANCES,66.65
OFFICE SUPPLIES,APPLIANCES,66.73
OFFICE SUPPLIES,APPLIANCES,67.35
OFFICE SUPPLIES,APPLIANCES,67.81
OFFICE SUPPLIES,APPLIANCES,68.17
OFFICE SUPPLIES,APPLIANCES,68.42
OFFICE SUPPLIES,APPLIANCES,68.9
OFFICE SUPPLIES,APPLIANCES,69.19
OFFICE SUPPLIES,APPLIANCES,69.81
OFFICE SUPPLIES,APPLIANCES,69.95
OFFICE SUPPLIES,APPLIANCES,70
OFFICE SUPPLIES,APPLIANCES,70.11
OFFICE SUPPLIES,APPLIANCES,70.19
OFFICE SUPPLIES,APPLIANCES,70.35
OFFICE SUPPLIES,APPLIANCES,70.62
OFFICE SUPPLIES,APPLIANCES,70.65
OFFICE SUPPLIES,APPLIANCES,70.8
OFFICE SUPPLIES,APPLIANCES,71
OFFICE SUPPLIES,APPLIANCES,71.37
OFFICE SUPPLIES,APPLIANCES,71.97
OFFICE SUPPLIES,APPLIANCES,72.37
OFFICE SUPPLIES,APPLIANCES,72.65
OFFICE SUPPLIES,APPLIANCES,72.84
OFFICE SUPPLIES,APPLIANCES,72.86
OFFICE SUPPLIES,APPLIANCES,73.25
OFFICE SUPPLIES,APPLIANCES,74.09
OFFICE SUPPLIES,APPLIANCES,74.5
OFFICE SUPPLIES,APPLIANCES,74.79
OFFICE SUPPLIES,APPLIANCES,75.24
OFFICE SUPPLIES,APPLIANCES,75.29
OFFICE SUPPLIES,APPLIANCES,75.89
OFFICE SUPPLIES,APPLIANCES,75.91
OFFICE SUPPLIES,APPLIANCES,76.12
OFFICE SUPPLIES,APPLIANCES,76.79
OFFICE SUPPLIES,APPLIANCES,77.11
OFFICE SUPPLIES,APPLIANCES,77.18
OFFICE SUPPLIES,APPLIANCES,77.25
OFFICE SUPPLIES,APPLIANCES,77.26
OFFICE SUPPLIES,APPLIANCES,77.49
OFFICE SUPPLIES,APPLIANCES,77.67
OFFICE SUPPLIES,APPLIANCES,77.93
OFFICE SUPPLIES,APPLIANCES,78.39
OFFICE SUPPLIES,APPLIANCES,79.01
OFFICE SUPPLIES,APPLIANCES,79.23
OFFICE SUPPLIES,APPLIANCES,79.64
OFFICE SUPPLIES,APPLIANCES,79.65
OFFICE SUPPLIES,APPLIANCES,80.27
OFFICE SUPPLIES,APPLIANCES,80.42
OFFICE SUPPLIES,APPLIANCES,81.06
OFFICE SUPPLIES,APPLIANCES,81.38
OFFICE SUPPLIES,APPLIANCES,81.43
OFFICE SUPPLIES,APPLIANCES,81.86
OFFICE SUPPLIES,APPLIANCES,81.9
OFFICE SUPPLIES,APPLIANCES,82.18
OFFICE SUPPLIES,APPLIANCES,82.6
OFFICE SUPPLIES,APPLIANCES,82.77
OFFICE SUPPLIES,APPLIANCES,82.89
OFFICE SUPPLIES,APPLIANCES,83.13
OFFICE SUPPLIES,APPLIANCES,83.56
OFFICE SUPPLIES,APPLIANCES,83.65
OFFICE SUPPLIES,APPLIANCES,84.26
OFFICE SUPPLIES,APPLIANCES,84.9
OFFICE SUPPLIES,APPLIANCES,85.02
OFFICE SUPPLIES,APPLIANCES,85.09
OFFICE SUPPLIES,APPLIANCES,85.21
OFFICE SUPPLIES,APPLIANCES,86.14
OFFICE SUPPLIES,APPLIANCES,86.61
OFFICE SUPPLIES,APPLIANCES,86.77
OFFICE SUPPLIES,APPLIANCES,86.77
OFFICE SUPPLIES,APPLIANCES,87.08
OFFICE SUPPLIES,APPLIANCES,88.23
OFFICE SUPPLIES,APPLIANCES,88.63
OFFICE SUPPLIES,APPLIANCES,88.9
OFFICE SUPPLIES,APPLIANCES,89.7
OFFICE SUPPLIES,APPLIANCES,90.37
OFFICE SUPPLIES,APPLIANCES,90.72
OFFICE SUPPLIES,APPLIANCES,90.98
OFFICE SUPPLIES,APPLIANCES,91.24
OFFICE SUPPLIES,APPLIANCES,91.36
OFFICE SUPPLIES,APPLIANCES,91.85
OFFICE SUPPLIES,APPLIANCES,92.51
OFFICE SUPPLIES,APPLIANCES,92.74
OFFICE SUPPLIES,APPLIANCES,93.3
OFFICE SUPPLIES,APPLIANCES,93.63
OFFICE SUPPLIES,APPLIANCES,93.63
OFFICE SUPPLIES,APPLIANCES,93.79
OFFICE SUPPLIES,APPLIANCES,95.09
OFFICE SUPPLIES,APPLIANCES,95.28
OFFICE SUPPLIES,APPLIANCES,95.39
OFFICE SUPPLIES,APPLIANCES,95.9
OFFICE SUPPLIES,APPLIANCES,96.24
OFFICE SUPPLIES,APPLIANCES,96.37
OFFICE SUPPLIES,APPLIANCES,96.42
OFFICE SUPPLIES,APPLIANCES,96.59
OFFICE SUPPLIES,APPLIANCES,97
OFFICE SUPPLIES,APPLIANCES,97.53
OFFICE SUPPLIES,APPLIANCES,97.71
OFFICE SUPPLIES,APPLIANCES,97.89
OFFICE SUPPLIES,APPLIANCES,98.45
OFFICE SUPPLIES,APPLIANCES,98.47
OFFICE SUPPLIES,APPLIANCES,99.05
OFFICE SUPPLIES,APPLIANCES,99.87
OFFICE SUPPLIES,APPLIANCES,100.01
OFFICE SUPPLIES,APPLIANCES,100.27
OFFICE SUPPLIES,APPLIANCES,100.82
OFFICE SUPPLIES,APPLIANCES,101.28
OFFICE SUPPLIES,APPLIANCES,101.49
OFFICE SUPPLIES,APPLIANCES,101.71
OFFICE SUPPLIES,APPLIANCES,101.74
OFFICE SUPPLIES,APPLIANCES,101.91
OFFICE SUPPLIES,APPLIANCES,102.46
OFFICE SUPPLIES,APPLIANCES,102.97
OFFICE SUPPLIES,APPLIANCES,103.01
OFFICE SUPPLIES,APPLIANCES,103.03
OFFICE SUPPLIES,APPLIANCES,103.17
OFFICE SUPPLIES,APPLIANCES,103.32
OFFICE SUPPLIES,APPLIANCES,104.5
OFFICE SUPPLIES,APPLIANCES,104.58
OFFICE SUPPLIES,APPLIANCES,104.77
OFFICE SUPPLIES,APPLIANCES,104.89
OFFICE SUPPLIES,APPLIANCES,105.34
OFFICE SUPPLIES,APPLIANCES,105.82
OFFICE SUPPLIES,APPLIANCES,106.6
OFFICE SUPPLIES,APPLIANCES,107.02
OFFICE SUPPLIES,APPLIANCES,107.37
OFFICE SUPPLIES,APPLIANCES,107.55
OFFICE SUPPLIES,APPLIANCES,108
OFFICE SUPPLIES,APPLIANCES,108.02
OFFICE SUPPLIES,APPLIANCES,108.1
OFFICE SUPPLIES,APPLIANCES,108.6
OFFICE SUPPLIES,APPLIANCES,108.75
OFFICE SUPPLIES,APPLIANCES,108.9
OFFICE SUPPLIES,APPLIANCES,109.3
OFFICE SUPPLIES,APPLIANCES,109.31
OFFICE SUPPLIES,APPLIANCES,109.52
OFFICE SUPPLIES,APPLIANCES,109.56
OFFICE SUPPLIES,APPLIANCES,109.84
OFFICE SUPPLIES,APPLIANCES,110.24
OFFICE SUPPLIES,APPLIANCES,110.53
OFFICE SUPPLIES,APPLIANCES,110.6
OFFICE SUPPLIES,APPLIANCES,111.01
OFFICE SUPPLIES,APPLIANCES,111.11
OFFICE SUPPLIES,APPLIANCES,111.99
OFFICE SUPPLIES,APPLIANCES,112.15
OFFICE SUPPLIES,APPLIANCES,112.68
OFFICE SUPPLIES,APPLIANCES,113.17
OFFICE SUPPLIES,APPLIANCES,113.2
OFFICE SUPPLIES,APPLIANCES,113.52
OFFICE SUPPLIES,APPLIANCES,114.07
OFFICE SUPPLIES,APPLIANCES,114.47
OFFICE SUPPLIES,APPLIANCES,115.46
OFFICE SUPPLIES,APPLIANCES,115.55
OFFICE SUPPLIES,APPLIANCES,115.65
OFFICE SUPPLIES,APPLIANCES,116.29
OFFICE SUPPLIES,APPLIANCES,116.38
OFFICE SUPPLIES,APPLIANCES,116.52
OFFICE SUPPLIES,APPLIANCES,116.62
OFFICE SUPPLIES,APPLIANCES,116.72
OFFICE SUPPLIES,APPLIANCES,116.74
OFFICE SUPPLIES,APPLIANCES,116.93
OFFICE SUPPLIES,APPLIANCES,117.29
OFFICE SUPPLIES,APPLIANCES,118.51
OFFICE SUPPLIES,APPLIANCES,118.68
OFFICE SUPPLIES,APPLIANCES,118.84
OFFICE SUPPLIES,APPLIANCES,118.87
OFFICE SUPPLIES,APPLIANCES,119.03
OFFICE SUPPLIES,APPLIANCES,119.22
OFFICE SUPPLIES,APPLIANCES,119.65
OFFICE SUPPLIES,APPLIANCES,120.41
OFFICE SUPPLIES,APPLIANCES,120.51
OFFICE SUPPLIES,APPLIANCES,120.58
OFFICE SUPPLIES,APPLIANCES,120.87
OFFICE SUPPLIES,APPLIANCES,120.96
OFFICE SUPPLIES,APPLIANCES,121.18
OFFICE SUPPLIES,APPLIANCES,121.19
OFFICE SUPPLIES,APPLIANCES,121.33
OFFICE SUPPLIES,APPLIANCES,121.38
OFFICE SUPPLIES,APPLIANCES,121.65
OFFICE SUPPLIES,APPLIANCES,121.74
OFFICE SUPPLIES,APPLIANCES,121.79
OFFICE SUPPLIES,APPLIANCES,122.11
OFFICE SUPPLIES,APPLIANCES,122.11
OFFICE SUPPLIES,APPLIANCES,122.42
OFFICE SUPPLIES,APPLIANCES,122.86
OFFICE SUPPLIES,APPLIANCES,122.93
OFFICE SUPPLIES,APPLIANCES,122.93
OFFICE SUPPLIES,APPLIANCES,123.05
OFFICE SUPPLIES,APPLIANCES,123.19
OFFICE SUPPLIES,APPLIANCES,124.07
OFFICE SUPPLIES,APPLIANCES,124.13
OFFICE SUPPLIES,APPLIANCES,124.35
OFFICE SUPPLIES,APPLIANCES,124.59
OFFICE SUPPLIES,APPLIANCES,124.6
OFFICE SUPPLIES,APPLIANCES,124.79
OFFICE SUPPLIES,APPLIANCES,125.56
OFFICE SUPPLIES,APPLIANCES,125.86
OFFICE SUPPLIES,APPLIANCES,126.11
OFFICE SUPPLIES,APPLIANCES,126.68
OFFICE SUPPLIES,APPLIANCES,127.52
OFFICE SUPPLIES,APPLIANCES,127.57
OFFICE SUPPLIES,APPLIANCES,127.89
OFFICE SUPPLIES,APPLIANCES,128.18
OFFICE SUPPLIES,APPLIANCES,128.57
OFFICE SUPPLIES,APPLIANCES,128.76
OFFICE SUPPLIES,APPLIANCES,128.98
OFFICE SUPPLIES,APPLIANCES,129.06
OFFICE SUPPLIES,APPLIANCES,129.23
OFFICE SUPPLIES,APPLIANCES,130.58
OFFICE SUPPLIES,APPLIANCES,130.6
OFFICE SUPPLIES,APPLIANCES,131.11
OFFICE SUPPLIES,APPLIANCES,131.46
OFFICE SUPPLIES,APPLIANCES,131.48
OFFICE SUPPLIES,APPLIANCES,131.74
OFFICE SUPPLIES,APPLIANCES,131.99
OFFICE SUPPLIES,APPLIANCES,132.45
OFFICE SUPPLIES,APPLIANCES,132.6
OFFICE SUPPLIES,APPLIANCES,133.57
OFFICE SUPPLIES,APPLIANCES,133.81
OFFICE SUPPLIES,APPLIANCES,133.93
OFFICE SUPPLIES,APPLIANCES,134.83
OFFICE SUPPLIES,APPLIANCES,134.9
OFFICE SUPPLIES,APPLIANCES,135
OFFICE SUPPLIES,APPLIANCES,135.08
OFFICE SUPPLIES,APPLIANCES,135.46
OFFICE SUPPLIES,APPLIANCES,135.7
OFFICE SUPPLIES,APPLIANCES,137.35
OFFICE SUPPLIES,APPLIANCES,137.36
OFFICE SUPPLIES,APPLIANCES,137.6
OFFICE SUPPLIES,APPLIANCES,137.8
OFFICE SUPPLIES,APPLIANCES,137.86
OFFICE SUPPLIES,APPLIANCES,138.44
OFFICE SUPPLIES,APPLIANCES,138.93
OFFICE SUPPLIES,APPLIANCES,139.25
OFFICE SUPPLIES,APPLIANCES,139.78
OFFICE SUPPLIES,APPLIANCES,139.88
OFFICE SUPPLIES,APPLIANCES,139.93
OFFICE SUPPLIES,APPLIANCES,140.38
OFFICE SUPPLIES,APPLIANCES,140.55
OFFICE SUPPLIES,APPLIANCES,140.64
OFFICE SUPPLIES,APPLIANCES,141.3
OFFICE SUPPLIES,APPLIANCES,141.61
OFFICE SUPPLIES,APPLIANCES,141.77
OFFICE SUPPLIES,APPLIANCES,141.84
OFFICE SUPPLIES,APPLIANCES,142.4
OFFICE SUPPLIES,APPLIANCES,142.4
