none_Order_Priority_nk,none_PID_ok,none_Prod_TypeC_nk,none_Ship_Date_ok,sum_Fill_Time_ok
1-URGENT,54386,STORAGE & ORGANIZATION,2002-12-14 00:00:00,1
1-URGENT,54387,CHAIRS & CHAIRMATS,2002-12-15 00:00:00,2
1-URGENT,54413,BINDERS AND BINDER ACCESSORIES,2002-12-16 00:00:00,2
1-URGENT,54414,BINDERS AND BINDER ACCESSORIES,2002-12-15 00:00:00,1
1-URGENT,54466,PAPER,2002-12-17 00:00:00,1
1-URGENT,54467,PAPER,2002-12-16 00:00:00,0
1-URGENT,54468,CHAIRS & CHAIRMATS,2002-12-17 00:00:00,1
1-URGENT,54469,OFFICE FURNISHINGS,2002-12-18 00:00:00,2
1-URGENT,54470,BINDERS AND BINDER ACCESSORIES,2002-12-16 00:00:00,0
1-URGENT,54471,TABLES,2002-12-17 00:00:00,1
1-URGENT,54472,TABLES,2002-12-18 00:00:00,2
1-URGENT,54474,LABELS,2002-12-17 00:00:00,0
1-URGENT,54475,PENS & ART SUPPLIES,2002-12-17 00:00:00,0
1-URGENT,54476,PENS & ART SUPPLIES,2002-12-19 00:00:00,2
1-URGENT,54477,OFFICE MACHINES,2002-12-19 00:00:00,2
1-URGENT,54478,TABLES,2002-12-19 00:00:00,2
1-URGENT,54504,BINDERS AND BINDER ACCESSORIES,2002-12-20 00:00:00,2
1-URGENT,54505,PAPER,2002-12-19 00:00:00,1
1-URGENT,54506,STORAGE & ORGANIZATION,2002-12-19 00:00:00,1
1-URGENT,54507,CHAIRS & CHAIRMATS,2002-12-18 00:00:00,0
1-URGENT,54508,CHAIRS & CHAIRMATS,2002-12-20 00:00:00,2
1-URGENT,54509,COMPUTER PERIPHERALS,2002-12-20 00:00:00,2
1-URGENT,54510,TELEPHONES AND COMMUNICATION,2002-12-19 00:00:00,1
1-URGENT,54563,COMPUTER PERIPHERALS,2002-12-23 00:00:00,3
1-URGENT,54564,LABELS,2002-12-21 00:00:00,1
1-URGENT,54583,COMPUTER PERIPHERALS,2002-12-22 00:00:00,1
1-URGENT,54584,TELEPHONES AND COMMUNICATION,2002-12-22 00:00:00,1
1-URGENT,54585,TELEPHONES AND COMMUNICATION,2002-12-22 00:00:00,1
1-URGENT,54586,BINDERS AND BINDER ACCESSORIES,2002-12-22 00:00:00,1
1-URGENT,54587,PENS & ART SUPPLIES,2002-12-22 00:00:00,1
1-URGENT,54588,CHAIRS & CHAIRMATS,2002-12-22 00:00:00,1
1-URGENT,54601,STORAGE & ORGANIZATION,2002-12-23 00:00:00,1
1-URGENT,54602,RUBBER BANDS,2002-12-22 00:00:00,0
1-URGENT,54603,LABELS,2002-12-24 00:00:00,2
1-URGENT,54604,PAPER,2002-12-22 00:00:00,0
1-URGENT,54605,ENVELOPES,2002-12-23 00:00:00,1
1-URGENT,54606,APPLIANCES,2002-12-22 00:00:00,0
1-URGENT,54607,BINDERS AND BINDER ACCESSORIES,2002-12-23 00:00:00,1
1-URGENT,54642,TELEPHONES AND COMMUNICATION,2002-12-25 00:00:00,2
1-URGENT,54643,PAPER,2002-12-25 00:00:00,2
1-URGENT,54644,STORAGE & ORGANIZATION,2002-12-23 00:00:00,0
1-URGENT,54645,OFFICE FURNISHINGS,2002-12-25 00:00:00,2
1-URGENT,54646,TABLES,2002-12-25 00:00:00,2
1-URGENT,54647,BOOKCASES,2002-12-24 00:00:00,1
1-URGENT,54648,PAPER,2002-12-25 00:00:00,2
1-URGENT,54659,OFFICE FURNISHINGS,2002-12-25 00:00:00,1
1-URGENT,54660,APPLIANCES,2002-12-26 00:00:00,2
1-URGENT,54661,BINDERS AND BINDER ACCESSORIES,2002-12-25 00:00:00,1
1-URGENT,54662,ENVELOPES,2002-12-27 00:00:00,3
1-URGENT,54663,PAPER,2002-12-26 00:00:00,2
1-URGENT,54664,PENS & ART SUPPLIES,2002-12-25 00:00:00,1
1-URGENT,54665,OFFICE MACHINES,2002-12-24 00:00:00,0
1-URGENT,54675,STORAGE & ORGANIZATION,2002-12-26 00:00:00,2
1-URGENT,54676,STORAGE & ORGANIZATION,2002-12-26 00:00:00,2
1-URGENT,54677,BINDERS AND BINDER ACCESSORIES,2002-12-24 00:00:00,0
1-URGENT,54678,PENS & ART SUPPLIES,2002-12-24 00:00:00,0
1-URGENT,54694,OFFICE MACHINES,2002-12-27 00:00:00,2
1-URGENT,54695,PAPER,2002-12-26 00:00:00,1
1-URGENT,54696,CHAIRS & CHAIRMATS,2002-12-28 00:00:00,3
1-URGENT,54697,ENVELOPES,2002-12-26 00:00:00,1
1-URGENT,54698,PAPER,2002-12-27 00:00:00,2
1-URGENT,54699,LABELS,2002-12-26 00:00:00,1
1-URGENT,54717,PAPER,2002-12-27 00:00:00,1
1-URGENT,54718,BINDERS AND BINDER ACCESSORIES,2002-12-28 00:00:00,2
1-URGENT,54719,BINDERS AND BINDER ACCESSORIES,2002-12-28 00:00:00,2
1-URGENT,54720,OFFICE FURNISHINGS,2002-12-27 00:00:00,1
1-URGENT,54721,TELEPHONES AND COMMUNICATION,2002-12-27 00:00:00,1
1-URGENT,54722,CHAIRS & CHAIRMATS,2002-12-27 00:00:00,1
1-URGENT,54723,APPLIANCES,2002-12-27 00:00:00,1
1-URGENT,54754,STORAGE & ORGANIZATION,2002-12-30 00:00:00,3
1-URGENT,54755,OFFICE MACHINES,2002-12-28 00:00:00,1
1-URGENT,54756,LABELS,2002-12-29 00:00:00,2
1-URGENT,54800,BINDERS AND BINDER ACCESSORIES,2002-12-31 00:00:00,2
1-URGENT,54801,BINDERS AND BINDER ACCESSORIES,2002-12-31 00:00:00,2
1-URGENT,54802,OFFICE FURNISHINGS,2002-12-30 00:00:00,1
1-URGENT,54803,PAPER,2002-12-31 00:00:00,2
1-URGENT,54856,PAPER,2003-01-01 00:00:00,1
1-URGENT,54857,COMPUTER PERIPHERALS,2003-01-02 00:00:00,2
1-URGENT,54858,COMPUTER PERIPHERALS,2003-01-01 00:00:00,1
1-URGENT,54859,RUBBER BANDS,2003-01-02 00:00:00,2
1-URGENT,54860,RUBBER BANDS,2003-01-02 00:00:00,2
2-HIGH,52566,APPLIANCES,2002-10-01 00:00:00,1
2-HIGH,52567,COMPUTER PERIPHERALS,2002-10-02 00:00:00,2
2-HIGH,52568,OFFICE MACHINES,2002-10-01 00:00:00,1
2-HIGH,52569,OFFICE FURNISHINGS,2002-10-02 00:00:00,2
2-HIGH,52570,TELEPHONES AND COMMUNICATION,2002-10-02 00:00:00,1
2-HIGH,52571,PAPER,2002-10-03 00:00:00,2
2-HIGH,52586,BINDERS AND BINDER ACCESSORIES,2002-10-03 00:00:00,2
2-HIGH,52587,LABELS,2002-10-03 00:00:00,2
2-HIGH,52593,COMPUTER PERIPHERALS,2002-10-04 00:00:00,3
2-HIGH,52608,CHAIRS & CHAIRMATS,2002-10-04 00:00:00,2
2-HIGH,52609,PAPER,2002-10-03 00:00:00,1
2-HIGH,52610,BINDERS AND BINDER ACCESSORIES,2002-10-04 00:00:00,2
2-HIGH,52611,PENS & ART SUPPLIES,2002-10-03 00:00:00,1
2-HIGH,52618,STORAGE & ORGANIZATION,2002-10-03 00:00:00,0
2-HIGH,52619,PENS & ART SUPPLIES,2002-10-04 00:00:00,1
2-HIGH,52620,PENS & ART SUPPLIES,2002-10-04 00:00:00,1
2-HIGH,52622,PENS & ART SUPPLIES,2002-10-05 00:00:00,2
2-HIGH,52623,PAPER,2002-10-04 00:00:00,1
2-HIGH,52634,CHAIRS & CHAIRMATS,2002-10-05 00:00:00,1
2-HIGH,52635,LABELS,2002-10-05 00:00:00,1
2-HIGH,52636,COPIERS AND FAX,2002-10-05 00:00:00,1
2-HIGH,52670,TELEPHONES AND COMMUNICATION,2002-10-07 00:00:00,1
2-HIGH,52671,BINDERS AND BINDER ACCESSORIES,2002-10-08 00:00:00,2
2-HIGH,52672,BOOKCASES,2002-10-07 00:00:00,1
2-HIGH,52673,PAPER,2002-10-06 00:00:00,0
2-HIGH,52674,PENS & ART SUPPLIES,2002-10-07 00:00:00,1
2-HIGH,52696,PAPER,2002-10-09 00:00:00,2
2-HIGH,52705,STORAGE & ORGANIZATION,2002-10-08 00:00:00,1
2-HIGH,52706,PAPER,2002-10-08 00:00:00,0
2-HIGH,52707,LABELS,2002-10-10 00:00:00,2
2-HIGH,52708,COMPUTER PERIPHERALS,2002-10-09 00:00:00,1
2-HIGH,52709,APPLIANCES,2002-10-10 00:00:00,2
2-HIGH,52723,OFFICE MACHINES,2002-10-11 00:00:00,2
2-HIGH,52724,PAPER,2002-10-11 00:00:00,2
2-HIGH,52735,PAPER,2002-10-11 00:00:00,2
2-HIGH,52736,STORAGE & ORGANIZATION,2002-10-10 00:00:00,1
2-HIGH,52737,CHAIRS & CHAIRMATS,2002-10-11 00:00:00,2
2-HIGH,52751,BINDERS AND BINDER ACCESSORIES,2002-10-11 00:00:00,2
2-HIGH,52752,OFFICE FURNISHINGS,2002-10-10 00:00:00,1
2-HIGH,52753,STORAGE & ORGANIZATION,2002-10-11 00:00:00,2
2-HIGH,52754,STORAGE & ORGANIZATION,2002-10-10 00:00:00,1
2-HIGH,52765,STORAGE & ORGANIZATION,2002-10-11 00:00:00,1
2-HIGH,52766,SCISSORS\, RULERS AND TRIMMERS,2002-10-11 00:00:00,1
2-HIGH,52767,STORAGE & ORGANIZATION,2002-10-12 00:00:00,2
2-HIGH,52768,COMPUTER PERIPHERALS,2002-10-12 00:00:00,2
2-HIGH,52769,OFFICE MACHINES,2002-10-11 00:00:00,1
2-HIGH,52770,TELEPHONES AND COMMUNICATION,2002-10-12 00:00:00,2
2-HIGH,52771,OFFICE FURNISHINGS,2002-10-11 00:00:00,1
2-HIGH,52772,BINDERS AND BINDER ACCESSORIES,2002-10-12 00:00:00,2
2-HIGH,52773,BINDERS AND BINDER ACCESSORIES,2002-10-12 00:00:00,2
2-HIGH,52792,PENS & ART SUPPLIES,2002-10-11 00:00:00,1
2-HIGH,52793,TELEPHONES AND COMMUNICATION,2002-10-11 00:00:00,1
2-HIGH,52794,BINDERS AND BINDER ACCESSORIES,2002-10-11 00:00:00,1
2-HIGH,52795,LABELS,2002-10-11 00:00:00,1
2-HIGH,52796,PAPER,2002-10-12 00:00:00,2
2-HIGH,52797,OFFICE FURNISHINGS,2002-10-11 00:00:00,1
2-HIGH,52798,BINDERS AND BINDER ACCESSORIES,2002-10-12 00:00:00,2
2-HIGH,52848,APPLIANCES,2002-10-12 00:00:00,0
2-HIGH,52849,COMPUTER PERIPHERALS,2002-10-13 00:00:00,1
2-HIGH,52850,CHAIRS & CHAIRMATS,2002-10-13 00:00:00,1
2-HIGH,52851,PAPER,2002-10-14 00:00:00,2
2-HIGH,52853,PAPER,2002-10-13 00:00:00,1
2-HIGH,52854,COMPUTER PERIPHERALS,2002-10-13 00:00:00,1
2-HIGH,52855,TELEPHONES AND COMMUNICATION,2002-10-13 00:00:00,1
2-HIGH,52856,CHAIRS & CHAIRMATS,2002-10-13 00:00:00,1
2-HIGH,52857,OFFICE FURNISHINGS,2002-10-14 00:00:00,2
2-HIGH,52858,PENS & ART SUPPLIES,2002-10-12 00:00:00,0
2-HIGH,52859,OFFICE FURNISHINGS,2002-10-13 00:00:00,1
2-HIGH,52874,COMPUTER PERIPHERALS,2002-10-14 00:00:00,1
2-HIGH,52875,PENS & ART SUPPLIES,2002-10-15 00:00:00,2
2-HIGH,52876,ENVELOPES,2002-10-16 00:00:00,3
2-HIGH,52877,BINDERS AND BINDER ACCESSORIES,2002-10-15 00:00:00,2
2-HIGH,52878,OFFICE FURNISHINGS,2002-10-15 00:00:00,2
2-HIGH,52879,BOOKCASES,2002-10-15 00:00:00,2
2-HIGH,52880,TABLES,2002-10-15 00:00:00,2
2-HIGH,52881,BINDERS AND BINDER ACCESSORIES,2002-10-14 00:00:00,1
2-HIGH,52882,CHAIRS & CHAIRMATS,2002-10-15 00:00:00,2
2-HIGH,52883,COMPUTER PERIPHERALS,2002-10-15 00:00:00,2
2-HIGH,52915,APPLIANCES,2002-10-18 00:00:00,3
2-HIGH,52916,COMPUTER PERIPHERALS,2002-10-16 00:00:00,1
2-HIGH,52928,PENS & ART SUPPLIES,2002-10-17 00:00:00,1
2-HIGH,52929,COMPUTER PERIPHERALS,2002-10-17 00:00:00,1
2-HIGH,52930,OFFICE FURNISHINGS,2002-10-17 00:00:00,1
2-HIGH,52931,OFFICE FURNISHINGS,2002-10-18 00:00:00,2
2-HIGH,52932,BOOKCASES,2002-10-18 00:00:00,2
2-HIGH,52933,OFFICE FURNISHINGS,2002-10-17 00:00:00,1
2-HIGH,52944,COMPUTER PERIPHERALS,2002-10-18 00:00:00,2
2-HIGH,52945,COPIERS AND FAX,2002-10-17 00:00:00,1
2-HIGH,52946,PAPER,2002-10-17 00:00:00,1
2-HIGH,52947,PENS & ART SUPPLIES,2002-10-17 00:00:00,1
2-HIGH,52948,CHAIRS & CHAIRMATS,2002-10-17 00:00:00,1
2-HIGH,52978,CHAIRS & CHAIRMATS,2002-10-19 00:00:00,1
2-HIGH,52987,LABELS,2002-10-20 00:00:00,2
2-HIGH,53003,COMPUTER PERIPHERALS,2002-10-21 00:00:00,1
2-HIGH,53004,PAPER,2002-10-21 00:00:00,1
2-HIGH,53005,LABELS,2002-10-20 00:00:00,0
2-HIGH,53011,COPIERS AND FAX,2002-10-20 00:00:00,0
2-HIGH,53012,TELEPHONES AND COMMUNICATION,2002-10-21 00:00:00,1
2-HIGH,53013,PENS & ART SUPPLIES,2002-10-22 00:00:00,2
2-HIGH,53014,TABLES,2002-10-22 00:00:00,2
2-HIGH,53015,BOOKCASES,2002-10-21 00:00:00,1
2-HIGH,53043,OFFICE FURNISHINGS,2002-10-23 00:00:00,1
2-HIGH,53054,COMPUTER PERIPHERALS,2002-10-24 00:00:00,1
2-HIGH,53055,CHAIRS & CHAIRMATS,2002-10-23 00:00:00,0
2-HIGH,53056,PAPER,2002-10-25 00:00:00,2
2-HIGH,53057,COMPUTER PERIPHERALS,2002-10-24 00:00:00,1
2-HIGH,53072,OFFICE MACHINES,2002-10-25 00:00:00,1
2-HIGH,53073,BOOKCASES,2002-10-26 00:00:00,2
2-HIGH,53074,BOOKCASES,2002-10-25 00:00:00,1
2-HIGH,53075,OFFICE FURNISHINGS,2002-10-26 00:00:00,2
2-HIGH,53076,PAPER,2002-10-26 00:00:00,2
2-HIGH,53077,BOOKCASES,2002-10-26 00:00:00,2
2-HIGH,53078,COMPUTER PERIPHERALS,2002-10-26 00:00:00,2
2-HIGH,53111,BINDERS AND BINDER ACCESSORIES,2002-10-27 00:00:00,2
2-HIGH,53112,PAPER,2002-10-26 00:00:00,1
2-HIGH,53180,PENS & ART SUPPLIES,2002-10-29 00:00:00,1
2-HIGH,53181,COMPUTER PERIPHERALS,2002-10-28 00:00:00,0
2-HIGH,53182,TABLES,2002-10-30 00:00:00,2
2-HIGH,53183,CHAIRS & CHAIRMATS,2002-10-31 00:00:00,3
2-HIGH,53184,BINDERS AND BINDER ACCESSORIES,2002-10-30 00:00:00,2
2-HIGH,53185,PAPER,2002-10-30 00:00:00,2
2-HIGH,53186,OFFICE MACHINES,2002-10-29 00:00:00,1
2-HIGH,53187,CHAIRS & CHAIRMATS,2002-10-30 00:00:00,2
2-HIGH,53197,PENS & ART SUPPLIES,2002-10-29 00:00:00,1
2-HIGH,53198,PAPER,2002-10-30 00:00:00,2
2-HIGH,53199,PAPER,2002-10-30 00:00:00,2
2-HIGH,53200,BOOKCASES,2002-10-30 00:00:00,2
2-HIGH,53201,COMPUTER PERIPHERALS,2002-10-30 00:00:00,2
2-HIGH,53202,COMPUTER PERIPHERALS,2002-10-29 00:00:00,1
2-HIGH,53203,BINDERS AND BINDER ACCESSORIES,2002-10-29 00:00:00,1
2-HIGH,53204,SCISSORS\, RULERS AND TRIMMERS,2002-10-29 00:00:00,1
2-HIGH,53205,PENS & ART SUPPLIES,2002-10-30 00:00:00,2
2-HIGH,53206,STORAGE & ORGANIZATION,2002-10-30 00:00:00,2
2-HIGH,53207,COMPUTER PERIPHERALS,2002-10-30 00:00:00,2
2-HIGH,53208,TELEPHONES AND COMMUNICATION,2002-10-29 00:00:00,1
2-HIGH,53209,TELEPHONES AND COMMUNICATION,2002-10-31 00:00:00,3
2-HIGH,53210,BINDERS AND BINDER ACCESSORIES,2002-10-30 00:00:00,2
2-HIGH,53218,CHAIRS & CHAIRMATS,2002-10-29 00:00:00,1
2-HIGH,53220,LABELS,2002-10-30 00:00:00,1
2-HIGH,53221,APPLIANCES,2002-10-31 00:00:00,2
2-HIGH,53222,PAPER,2002-10-29 00:00:00,0
2-HIGH,53223,BOOKCASES,2002-10-29 00:00:00,0
2-HIGH,53224,SCISSORS\, RULERS AND TRIMMERS,2002-10-31 00:00:00,2
2-HIGH,53225,STORAGE & ORGANIZATION,2002-10-31 00:00:00,2
2-HIGH,53226,LABELS,2002-10-31 00:00:00,2
2-HIGH,53243,PENS & ART SUPPLIES,2002-10-31 00:00:00,0
2-HIGH,53252,SCISSORS\, RULERS AND TRIMMERS,2002-11-01 00:00:00,1
2-HIGH,53253,APPLIANCES,2002-11-01 00:00:00,1
2-HIGH,53254,BINDERS AND BINDER ACCESSORIES,2002-11-01 00:00:00,1
2-HIGH,53263,PENS & ART SUPPLIES,2002-10-31 00:00:00,0
2-HIGH,53264,OFFICE FURNISHINGS,2002-11-01 00:00:00,1
2-HIGH,53265,OFFICE FURNISHINGS,2002-11-02 00:00:00,2
2-HIGH,53266,TABLES,2002-11-02 00:00:00,2
2-HIGH,53267,PENS & ART SUPPLIES,2002-11-02 00:00:00,2
2-HIGH,53268,STORAGE & ORGANIZATION,2002-11-02 00:00:00,2
2-HIGH,53269,PAPER,2002-11-01 00:00:00,1
2-HIGH,53271,PAPER,2002-11-03 00:00:00,2
2-HIGH,53272,TELEPHONES AND COMMUNICATION,2002-11-02 00:00:00,1
2-HIGH,53273,OFFICE MACHINES,2002-11-02 00:00:00,1
2-HIGH,53274,TELEPHONES AND COMMUNICATION,2002-11-02 00:00:00,1
2-HIGH,53275,TELEPHONES AND COMMUNICATION,2002-11-03 00:00:00,2
2-HIGH,53276,TELEPHONES AND COMMUNICATION,2002-11-03 00:00:00,2
2-HIGH,53277,TELEPHONES AND COMMUNICATION,2002-11-02 00:00:00,1
2-HIGH,53278,BOOKCASES,2002-11-02 00:00:00,1
2-HIGH,53306,APPLIANCES,2002-11-04 00:00:00,2
2-HIGH,53307,BOOKCASES,2002-11-04 00:00:00,2
2-HIGH,53308,OFFICE FURNISHINGS,2002-11-04 00:00:00,2
2-HIGH,53309,APPLIANCES,2002-11-04 00:00:00,1
2-HIGH,53310,BINDERS AND BINDER ACCESSORIES,2002-11-05 00:00:00,2
2-HIGH,53311,OFFICE FURNISHINGS,2002-11-04 00:00:00,1
2-HIGH,53312,COMPUTER PERIPHERALS,2002-11-06 00:00:00,3
2-HIGH,53313,SCISSORS\, RULERS AND TRIMMERS,2002-11-03 00:00:00,0
2-HIGH,53314,APPLIANCES,2002-11-05 00:00:00,2
2-HIGH,53348,SCISSORS\, RULERS AND TRIMMERS,2002-11-06 00:00:00,2
2-HIGH,53351,COMPUTER PERIPHERALS,2002-11-05 00:00:00,1
2-HIGH,53352,BINDERS AND BINDER ACCESSORIES,2002-11-05 00:00:00,1
2-HIGH,53353,CHAIRS & CHAIRMATS,2002-11-06 00:00:00,2
2-HIGH,53354,PENS & ART SUPPLIES,2002-11-04 00:00:00,0
2-HIGH,53355,TABLES,2002-11-06 00:00:00,2
2-HIGH,53365,TELEPHONES AND COMMUNICATION,2002-11-06 00:00:00,1
2-HIGH,53366,COMPUTER PERIPHERALS,2002-11-06 00:00:00,1
2-HIGH,53367,PAPER,2002-11-07 00:00:00,2
2-HIGH,53368,PAPER,2002-11-06 00:00:00,1
2-HIGH,53369,PENS & ART SUPPLIES,2002-11-07 00:00:00,2
2-HIGH,53370,TABLES,2002-11-06 00:00:00,1
2-HIGH,53371,TELEPHONES AND COMMUNICATION,2002-11-05 00:00:00,0
2-HIGH,53372,TELEPHONES AND COMMUNICATION,2002-11-06 00:00:00,1
2-HIGH,53373,BOOKCASES,2002-11-06 00:00:00,1
2-HIGH,53374,BINDERS AND BINDER ACCESSORIES,2002-11-07 00:00:00,2
2-HIGH,53375,PAPER,2002-11-06 00:00:00,1
2-HIGH,53376,PAPER,2002-11-07 00:00:00,2
2-HIGH,53377,STORAGE & ORGANIZATION,2002-11-07 00:00:00,2
2-HIGH,53411,COMPUTER PERIPHERALS,2002-11-07 00:00:00,1
2-HIGH,53412,COMPUTER PERIPHERALS,2002-11-08 00:00:00,2
2-HIGH,53413,PENS & ART SUPPLIES,2002-11-08 00:00:00,2
2-HIGH,53414,TABLES,2002-11-07 00:00:00,1
2-HIGH,53432,TELEPHONES AND COMMUNICATION,2002-11-07 00:00:00,1
2-HIGH,53433,LABELS,2002-11-07 00:00:00,1
2-HIGH,53434,OFFICE FURNISHINGS,2002-11-10 00:00:00,3
2-HIGH,53435,LABELS,2002-11-08 00:00:00,1
2-HIGH,53436,PAPER,2002-11-09 00:00:00,2
2-HIGH,53437,BINDERS AND BINDER ACCESSORIES,2002-11-08 00:00:00,1
2-HIGH,53438,COMPUTER PERIPHERALS,2002-11-09 00:00:00,2
2-HIGH,53439,CHAIRS & CHAIRMATS,2002-11-09 00:00:00,2
2-HIGH,53442,PENS & ART SUPPLIES,2002-11-09 00:00:00,2
2-HIGH,53443,TELEPHONES AND COMMUNICATION,2002-11-10 00:00:00,3
2-HIGH,53444,LABELS,2002-11-08 00:00:00,1
2-HIGH,53445,BINDERS AND BINDER ACCESSORIES,2002-11-09 00:00:00,2
2-HIGH,53446,OFFICE FURNISHINGS,2002-11-08 00:00:00,1
2-HIGH,53447,TELEPHONES AND COMMUNICATION,2002-11-09 00:00:00,2
2-HIGH,53451,STORAGE & ORGANIZATION,2002-11-08 00:00:00,1
2-HIGH,53452,COMPUTER PERIPHERALS,2002-11-09 00:00:00,2
2-HIGH,53453,TELEPHONES AND COMMUNICATION,2002-11-08 00:00:00,1
2-HIGH,53560,COMPUTER PERIPHERALS,2002-11-14 00:00:00,2
2-HIGH,53561,PENS & ART SUPPLIES,2002-11-14 00:00:00,2
2-HIGH,53562,PAPER,2002-11-15 00:00:00,3
2-HIGH,53563,BINDERS AND BINDER ACCESSORIES,2002-11-13 00:00:00,1
2-HIGH,53564,STORAGE & ORGANIZATION,2002-11-13 00:00:00,1
2-HIGH,53565,STORAGE & ORGANIZATION,2002-11-13 00:00:00,1
2-HIGH,53566,BINDERS AND BINDER ACCESSORIES,2002-11-13 00:00:00,1
2-HIGH,53570,BINDERS AND BINDER ACCESSORIES,2002-11-14 00:00:00,2
2-HIGH,53571,OFFICE FURNISHINGS,2002-11-13 00:00:00,1
2-HIGH,53572,OFFICE MACHINES,2002-11-14 00:00:00,2
2-HIGH,53585,COMPUTER PERIPHERALS,2002-11-14 00:00:00,2
2-HIGH,53586,TELEPHONES AND COMMUNICATION,2002-11-14 00:00:00,2
2-HIGH,53587,BINDERS AND BINDER ACCESSORIES,2002-11-14 00:00:00,2
2-HIGH,53588,PAPER,2002-11-13 00:00:00,1
2-HIGH,53589,LABELS,2002-11-14 00:00:00,2
2-HIGH,53590,STORAGE & ORGANIZATION,2002-11-14 00:00:00,2
2-HIGH,53604,STORAGE & ORGANIZATION,2002-11-15 00:00:00,2
2-HIGH,53605,TABLES,2002-11-14 00:00:00,1
2-HIGH,53624,CHAIRS & CHAIRMATS,2002-11-16 00:00:00,2
2-HIGH,53625,OFFICE FURNISHINGS,2002-11-16 00:00:00,2
2-HIGH,53626,COMPUTER PERIPHERALS,2002-11-15 00:00:00,1
2-HIGH,53627,OFFICE MACHINES,2002-11-15 00:00:00,1
2-HIGH,53628,TELEPHONES AND COMMUNICATION,2002-11-16 00:00:00,2
2-HIGH,53629,PAPER,2002-11-17 00:00:00,3
2-HIGH,53630,BINDERS AND BINDER ACCESSORIES,2002-11-14 00:00:00,0
2-HIGH,53631,OFFICE FURNISHINGS,2002-11-15 00:00:00,1
2-HIGH,53671,OFFICE MACHINES,2002-11-16 00:00:00,1
2-HIGH,53672,TELEPHONES AND COMMUNICATION,2002-11-17 00:00:00,2
2-HIGH,53673,BINDERS AND BINDER ACCESSORIES,2002-11-15 00:00:00,0
2-HIGH,53674,PENS & ART SUPPLIES,2002-11-16 00:00:00,1
2-HIGH,53675,TELEPHONES AND COMMUNICATION,2002-11-16 00:00:00,1
2-HIGH,53676,CHAIRS & CHAIRMATS,2002-11-16 00:00:00,1
2-HIGH,53677,OFFICE FURNISHINGS,2002-11-16 00:00:00,1
2-HIGH,53678,OFFICE FURNISHINGS,2002-11-17 00:00:00,2
2-HIGH,53679,PAPER,2002-11-16 00:00:00,1
2-HIGH,53680,STORAGE & ORGANIZATION,2002-11-17 00:00:00,2
2-HIGH,53681,STORAGE & ORGANIZATION,2002-11-16 00:00:00,1
2-HIGH,53682,COMPUTER PERIPHERALS,2002-11-17 00:00:00,2
2-HIGH,53683,OFFICE MACHINES,2002-11-17 00:00:00,2
2-HIGH,53684,STORAGE & ORGANIZATION,2002-11-17 00:00:00,2
2-HIGH,53685,BINDERS AND BINDER ACCESSORIES,2002-11-17 00:00:00,2
2-HIGH,53694,PAPER,2002-11-17 00:00:00,1
2-HIGH,53695,PAPER,2002-11-17 00:00:00,1
2-HIGH,53696,OFFICE MACHINES,2002-11-18 00:00:00,2
2-HIGH,53697,TELEPHONES AND COMMUNICATION,2002-11-18 00:00:00,2
2-HIGH,53698,CHAIRS & CHAIRMATS,2002-11-16 00:00:00,0
2-HIGH,53699,PENS & ART SUPPLIES,2002-11-16 00:00:00,0
2-HIGH,53738,TELEPHONES AND COMMUNICATION,2002-11-19 00:00:00,1
2-HIGH,53739,COMPUTER PERIPHERALS,2002-11-18 00:00:00,0
2-HIGH,53740,PAPER,2002-11-20 00:00:00,2
2-HIGH,53741,PENS & ART SUPPLIES,2002-11-19 00:00:00,1
2-HIGH,53742,PAPER,2002-11-19 00:00:00,1
2-HIGH,53743,PENS & ART SUPPLIES,2002-11-20 00:00:00,2
2-HIGH,53744,SCISSORS\, RULERS AND TRIMMERS,2002-11-19 00:00:00,1
2-HIGH,53753,LABELS,2002-11-20 00:00:00,2
2-HIGH,53754,COMPUTER PERIPHERALS,2002-11-20 00:00:00,2
2-HIGH,53755,PAPER,2002-11-19 00:00:00,1
2-HIGH,53756,PAPER,2002-11-19 00:00:00,1
2-HIGH,53757,TABLES,2002-11-21 00:00:00,3
2-HIGH,53768,BINDERS AND BINDER ACCESSORIES,2002-11-19 00:00:00,0
2-HIGH,53769,BOOKCASES,2002-11-20 00:00:00,1
2-HIGH,53770,PENS & ART SUPPLIES,2002-11-20 00:00:00,1
2-HIGH,53771,COMPUTER PERIPHERALS,2002-11-19 00:00:00,0
2-HIGH,53772,BINDERS AND BINDER ACCESSORIES,2002-11-20 00:00:00,1
2-HIGH,53773,PAPER,2002-11-20 00:00:00,1
2-HIGH,53807,TABLES,2002-11-23 00:00:00,3
2-HIGH,53808,TELEPHONES AND COMMUNICATION,2002-11-20 00:00:00,0
2-HIGH,53809,PAPER,2002-11-22 00:00:00,2
2-HIGH,53810,PAPER,2002-11-20 00:00:00,0
2-HIGH,53811,PAPER,2002-11-21 00:00:00,1
2-HIGH,53812,RUBBER BANDS,2002-11-21 00:00:00,1
2-HIGH,53820,COMPUTER PERIPHERALS,2002-11-21 00:00:00,1
2-HIGH,53821,PENS & ART SUPPLIES,2002-11-21 00:00:00,1
2-HIGH,53822,PAPER,2002-11-21 00:00:00,1
2-HIGH,53823,APPLIANCES,2002-11-21 00:00:00,1
