none_Order_Date_ok,none_PID_ok,none_Product_Container_nk,"none_Product_Name_nk",sum_Fill_Time_ok
2001-02-28 00:00:00,38107,LARGE BOX,"Hon 2111 Invitation??? Series Corner Table",12
2001-02-28 00:00:00,38108,WRAP BAG,"Advantus Map Pennant Flags and Round Head Tacks",12
2001-02-28 00:00:00,38109,MEDIUM BOX,"Eldon Simplefile® Box Office®",12
2001-02-28 00:00:00,38110,SMALL BOX,"Eldon ProFile??? File 'N Store??? Portable File Tub Letter/Legal Size Black",12
2001-02-28 00:00:00,38111,SMALL BOX,"Xerox 1959",12
2001-02-28 00:00:00,38112,JUMBO DRUM,"Hon 2090 ???Pillow Soft??? Series Mid Back Swivel/Tilt Chairs",12
2001-03-02 00:00:00,38125,SMALL BOX,"Performers Binder/Pad Holder, Black",12
2001-03-02 00:00:00,38126,SMALL BOX,"Self-Adhesive Ring Binder Labels",12
2001-03-02 00:00:00,38127,JUMBO BOX,"Bretford CR8500 Series Meeting Room Furniture",12
2001-03-02 00:00:00,38128,SMALL BOX,"Xerox 1967",12
2001-03-02 00:00:00,38129,SMALL BOX,"Model L Table or Wall-Mount Pencil Sharpener",12
2001-03-03 00:00:00,38155,JUMBO DRUM,"Global Armless Task Chair, Royal Blue",12
2001-03-03 00:00:00,38156,MEDIUM BOX,"Casio FX115MSPLUS Scientific Calculator, Solar/Battery, 10-Digit, Hard Case",12
2001-03-04 00:00:00,38209,SMALL BOX,"Durable Pressboard Binders",12
2001-03-04 00:00:00,38210,WRAP BAG,"OIC Binder Clips",12
2001-03-04 00:00:00,38211,SMALL BOX,"Profile 300",12
2001-03-04 00:00:00,38212,SMALL BOX,"StarTAC Series",12
2001-03-04 00:00:00,38213,SMALL PACK,"DS/HD IBM Formatted Diskettes, 100/Pack - Staples",12
2001-03-04 00:00:00,38214,SMALL BOX,"Large Capacity Hanging Post Binders",12
2001-03-04 00:00:00,38215,SMALL BOX,"Eureka The Boss® Plus 12-Amp Hard Box Upright Vacuum, Red",12
2001-03-04 00:00:00,38216,SMALL BOX,"Xerox 1969",12
2001-03-07 00:00:00,38265,SMALL PACK,"Eldon Regeneration Recycled Desk Accessories, Smoke",12
2001-03-07 00:00:00,38266,SMALL BOX,"Aluminum Screw Posts",12
2001-03-07 00:00:00,38267,SMALL BOX,"Xerox 1904",12
2001-03-07 00:00:00,38279,SMALL BOX,"Seth Thomas 14"" Day/Date Wall Clock",12
2001-03-07 00:00:00,38280,SMALL BOX,"Xerox 1935",12
2001-03-12 00:00:00,38361,JUMBO DRUM,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",12
2001-03-12 00:00:00,38362,SMALL BOX,"Xerox 1899",12
2001-03-12 00:00:00,38363,SMALL BOX,"Economy Binders",12
2001-03-12 00:00:00,38364,SMALL BOX,"CH 688",12
2001-03-12 00:00:00,38365,SMALL BOX,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",12
2001-03-14 00:00:00,38404,SMALL BOX,"Iceberg Mobile Mega Data/Printer Cart ®",12
2001-03-14 00:00:00,38405,JUMBO DRUM,"Hon Every-Day® Series Multi-Task Chairs",12
2001-03-14 00:00:00,38406,SMALL BOX,"Xerox 1949",12
2001-03-15 00:00:00,38452,SMALL BOX,"Profile 300",12
2001-03-15 00:00:00,38453,JUMBO DRUM,"Lexmark 4227 Plus Dot Matrix Printer",12
2001-03-16 00:00:00,38499,SMALL BOX,"Talkabout T8097",12
2001-03-16 00:00:00,38500,SMALL BOX,"Large Capacity Hanging Post Binders",12
2001-03-16 00:00:00,38501,SMALL BOX,"Flexible Leather- Look Classic Collection Ring Binder",12
2001-03-16 00:00:00,38502,WRAP BAG,"Array® Memo Cubes",12
2001-03-16 00:00:00,38503,JUMBO DRUM,"Metal Folding Chairs, Beige, 4/Carton",12
2001-03-16 00:00:00,38504,SMALL BOX,"Avery Round Ring Poly Binders",12
2001-03-17 00:00:00,38520,JUMBO BOX,"Hon Metal Bookcases, Gray",12
2001-03-17 00:00:00,38521,WRAP BAG,"Eldon Radial Chair Mat for Low to Medium Pile Carpets",12
2001-03-18 00:00:00,38541,SMALL BOX,"Jiffy??? Padded Mailers with Self-Seal Closure",12
2001-03-18 00:00:00,38542,SMALL BOX,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",12
2001-03-19 00:00:00,38559,SMALL BOX,"TimeportP7382",12
2001-03-19 00:00:00,38560,SMALL BOX,"Xerox 196",12
2001-03-19 00:00:00,38561,SMALL BOX,"Accessory12",12
2001-03-19 00:00:00,38562,SMALL BOX,"Acco Expandable Hanging Binders",12
2001-03-19 00:00:00,38563,WRAP BAG,"Tops Wirebound Message Log Books",12
2001-03-19 00:00:00,38565,SMALL BOX,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",12
2001-03-19 00:00:00,38566,JUMBO DRUM,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",12
2001-03-19 00:00:00,38567,SMALL BOX,"Wausau Papers Astrobrights® Colored Envelopes",12
2001-03-19 00:00:00,38568,WRAP BAG,"Newell 347",12
2001-03-19 00:00:00,38569,SMALL BOX,"Rogers® Jumbo File, Granite",12
2001-03-19 00:00:00,38570,SMALL BOX,"Logitech Cordless Navigator Duo",12
2001-03-20 00:00:00,38576,JUMBO DRUM,"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",12
2001-03-20 00:00:00,38577,JUMBO DRUM,"Global Comet??? Stacking Armless Chair",12
2001-03-21 00:00:00,38609,SMALL BOX,"2160i",12
2001-03-21 00:00:00,38610,SMALL BOX,"GBC ProClick Punch Binding System",12
2001-03-21 00:00:00,38611,SMALL BOX,"Aluminum Screw Posts",12
2001-03-23 00:00:00,38675,SMALL BOX,"Portable Personal File Box",12
2001-03-23 00:00:00,38676,SMALL BOX,"Gyration RF Keyboard",12
2001-03-23 00:00:00,38677,SMALL BOX,"Eldon® 300 Class??? Desk Accessories, Black",12
2001-03-23 00:00:00,38678,SMALL BOX,"Prestige Round Ring Binders",12
2001-03-23 00:00:00,38679,SMALL PACK,"Accessory29",12
2001-03-23 00:00:00,38680,SMALL BOX,"V2397",12
2001-03-23 00:00:00,38685,SMALL BOX,"TimeportL7089",12
2001-03-23 00:00:00,38686,SMALL PACK,"Boston 1900 Electric Pencil Sharpener",12
2001-03-23 00:00:00,38687,SMALL PACK,"Contemporary Borderless Frame",12
2001-03-23 00:00:00,38688,SMALL PACK,"3M Polarizing Light Filter Sleeves",12
2001-03-23 00:00:00,38689,SMALL PACK,"Acme® 10"" Easy Grip Assistive Scissors",12
2001-03-23 00:00:00,38690,WRAP BAG,"Plymouth Boxed Rubber Bands by Plymouth",12
2001-03-23 00:00:00,38698,WRAP BAG,"Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper",12
2001-03-23 00:00:00,38699,SMALL BOX,"Large Capacity Hanging Post Binders",12
2001-03-23 00:00:00,38700,SMALL BOX,"Cameo Buff Policy Envelopes",12
2001-03-23 00:00:00,38701,SMALL BOX,"Xerox 1895",12
2001-03-23 00:00:00,38702,JUMBO BOX,"Panasonic KX-P3626 Dot Matrix Printer",12
2001-03-23 00:00:00,38703,SMALL BOX,"StarTAC ST7868",12
2001-03-23 00:00:00,38704,SMALL BOX,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",12
2001-03-26 00:00:00,38758,WRAP BAG,"Nontoxic Chalk",12
2001-03-26 00:00:00,38759,SMALL BOX,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",12
2001-03-26 00:00:00,38760,SMALL BOX,"Belkin 7-Outlet SurgeMaster Home Series",12
2001-03-26 00:00:00,38761,SMALL BOX,"SC7868i",12
2001-03-26 00:00:00,38762,WRAP BAG,"Accessory17",12
2001-03-26 00:00:00,38763,SMALL PACK,"Boston 16801 Nautilus??? Battery Pencil Sharpener",12
2001-03-26 00:00:00,38764,WRAP BAG,"Post-it® ???Important Message??? Note Pad, Neon Colors, 50 Sheets/Pad",12
2001-03-26 00:00:00,38765,WRAP BAG,"Plymouth Boxed Rubber Bands by Plymouth",12
2001-03-26 00:00:00,38766,SMALL BOX,"Hot File® 7-Pocket, Floor Stand",12
2001-03-26 00:00:00,38767,SMALL BOX,"CF 768",12
2001-03-26 00:00:00,38769,LARGE BOX,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",12
2001-03-26 00:00:00,38770,SMALL BOX,"DXL??? Angle-View Binders with Locking Rings by Samsill",12
2001-03-26 00:00:00,38771,WRAP BAG,"Bagged Rubber Bands",12
2001-03-26 00:00:00,38772,SMALL BOX,"Eldon Shelf Savers??? Cubes and Bins",12
2001-03-26 00:00:00,38773,SMALL BOX,"270c",12
2001-03-27 00:00:00,38779,SMALL PACK,"Eldon® 200 Class??? Desk Accessories, Black",12
2001-03-28 00:00:00,38785,LARGE BOX,"SAFCO Commercial Wire Shelving, Black",12
2001-03-28 00:00:00,38791,SMALL BOX,"Xerox 1994",12
2001-03-28 00:00:00,38792,SMALL BOX,"#10 White Business Envelopes,4 1/8 x 9 1/2",12
2001-03-28 00:00:00,38793,MEDIUM BOX,"SAFCO Optional Arm Kit for Workspace® Cribbage Stacking Chair",12
2001-03-28 00:00:00,38806,SMALL BOX,"Avery 48",12
2001-03-28 00:00:00,38807,SMALL PACK,"Magna Visual Magnetic Picture Hangers",12
2001-03-28 00:00:00,38808,SMALL BOX,"Disposable Triple-Filter Dust Bags",12
2001-03-29 00:00:00,38820,WRAP BAG,"Sanford Colorific® Eraseable Coloring Pencils, 12 Count",12
2001-03-29 00:00:00,38821,SMALL BOX,"Avery 508",12
2001-03-29 00:00:00,38822,JUMBO BOX,"Bevis Round Conference Room Tables and Bases",12
2001-03-29 00:00:00,38829,SMALL BOX,"6"" Cubicle Wall Clock, Black",12
2001-03-29 00:00:00,38830,SMALL BOX,"Avery 520",12
2001-03-29 00:00:00,38831,SMALL BOX,"iDEN i30sx",12
2001-03-29 00:00:00,38832,SMALL BOX,"Staples 6 Outlet Surge",12
2001-03-29 00:00:00,38833,SMALL PACK,"Imation 3.5"" DS/HD IBM Formatted Diskettes, 50/Pack",12
2001-03-29 00:00:00,38834,SMALL PACK,"Rogers Handheld Barrel Pencil Sharpener",12
2001-03-29 00:00:00,38835,WRAP BAG,"Rediform S.O.S. Phone Message Books",12
2001-03-29 00:00:00,38836,SMALL BOX,"Timeport L7082",12
2001-03-29 00:00:00,38837,SMALL BOX,"Avery 478",12
2001-03-29 00:00:00,38838,SMALL PACK,"Acme® Tagit??? Stainless Steel Antibacterial Scissors",12
2001-03-29 00:00:00,38843,LARGE BOX,"Canon PC1060 Personal Laser Copier",12
2001-03-29 00:00:00,38844,SMALL BOX,"Xerox 1913",12
2001-03-29 00:00:00,38845,SMALL PACK,"Nu-Dell Oak Frame",12
2001-03-29 00:00:00,38846,SMALL BOX,"Contract Clock, 14"", Brown",12
2001-03-30 00:00:00,38853,SMALL BOX,"Xerox Color Copier Paper, 11"" x 17"", Ream",12
2001-03-30 00:00:00,38854,SMALL BOX,"CH 768",12
2001-03-30 00:00:00,38855,MEDIUM BOX,"Akro-Mils 12-Gallon Tote",12
2001-03-30 00:00:00,38856,SMALL PACK,"Accessory1",12
2001-03-30 00:00:00,38857,SMALL BOX,"Acco Pocket Keypad",12
2001-03-30 00:00:00,38858,SMALL BOX,"Xerox 1951",12
2001-03-30 00:00:00,38859,WRAP BAG,"Post-it® ???Important Message??? Note Pad, Neon Colors, 50 Sheets/Pad",12
2001-03-30 00:00:00,38860,SMALL BOX,"Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright)",12
2001-03-30 00:00:00,38861,SMALL BOX,"Prestige Round Ring Binders",12
2001-03-30 00:00:00,38862,SMALL BOX,"Super Decoflex Portable Personal File",12
2001-03-31 00:00:00,38870,SMALL BOX,"Micro Innovations Micro 3000 Keyboard, Black",12
2001-03-31 00:00:00,38871,WRAP BAG,"BIC® Brite Liner Grip??? Highlighters",12
2001-03-31 00:00:00,38872,WRAP BAG,"Acme Rosewood Handle Letter Opener",12
2001-03-31 00:00:00,38890,SMALL BOX,"Avery Legal 4-Ring Binder",12
2001-03-31 00:00:00,38891,JUMBO DRUM,"Epson C82 Color Inkjet Printer",12
2001-03-31 00:00:00,38892,SMALL BOX,"Cardinal Holdit Business Card Pockets",12
2001-03-31 00:00:00,38893,SMALL PACK,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",12
2001-04-03 00:00:00,38968,SMALL BOX,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",12
2001-04-03 00:00:00,38969,SMALL BOX,"Xerox 1984",12
2001-04-03 00:00:00,38970,SMALL BOX,"Xerox 1922",12
2001-04-03 00:00:00,38971,SMALL BOX,"Avery 518",12
2001-04-03 00:00:00,38972,SMALL BOX,"i500plus",12
2001-04-03 00:00:00,38973,JUMBO DRUM,"Tennsco Single-Tier Lockers",12
2001-04-03 00:00:00,38974,SMALL BOX,"Fellowes Econo/Stor® Drawers",12
2001-04-03 00:00:00,38990,SMALL PACK,"TDK 4.7GB DVD-R Spindle, 15/Pack",12
2001-04-03 00:00:00,38991,SMALL BOX,"Fellowes 17-key keypad for PS/2 interface",12
2001-04-03 00:00:00,38992,MEDIUM BOX,"Casio FX115MSPLUS Scientific Calculator, Solar/Battery, 10-Digit, Hard Case",12
2001-04-03 00:00:00,38993,JUMBO BOX,"Bretford ???Just In Time??? Height-Adjustable Multi-Task Work Tables",12
2001-04-03 00:00:00,38994,WRAP BAG,"Acme Serrated Blade Letter Opener",12
2001-04-03 00:00:00,38995,MEDIUM BOX,"Advantus Rolling Drawer Organizers",12
2001-04-04 00:00:00,39015,SMALL BOX,"Eureka Sanitaire ® Multi-Pro Heavy-Duty Upright, Disposable Bags",12
2001-04-04 00:00:00,39016,SMALL BOX,"Micro Innovations 104 Keyboard",12
2001-04-04 00:00:00,39017,SMALL BOX,"CF 768",12
2001-04-04 00:00:00,39018,SMALL BOX,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",12
2001-04-04 00:00:00,39019,JUMBO DRUM,"Global Comet??? Stacking Arm Chair",12
2001-04-04 00:00:00,39020,SMALL BOX,"Xerox 1951",12
2001-04-04 00:00:00,39021,SMALL BOX,"Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set",12
2001-04-04 00:00:00,39022,SMALL PACK,"GE 4 Foot Flourescent Tube, 40 Watt",12
2001-04-05 00:00:00,39038,LARGE BOX,"Westinghouse Clip-On Gooseneck Lamps",12
2001-04-05 00:00:00,39039,JUMBO DRUM,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",12
2001-04-05 00:00:00,39040,SMALL BOX,"Recycled Pressboard Report Cover with Reinforced Top Hinge",12
2001-04-05 00:00:00,39041,SMALL BOX,"Xerox 1998",12
2001-04-05 00:00:00,39042,MEDIUM BOX,"AT&T Speakerphone with Call Waiting and Caller ID",12
2001-04-05 00:00:00,39043,SMALL BOX,"Round Ring Binders",12
2001-04-05 00:00:00,39044,SMALL BOX,"Strathmore #10 Envelopes, Ultimate White",12
2001-04-05 00:00:00,39045,SMALL BOX,"Xerox 1902",12
2001-04-05 00:00:00,39046,WRAP BAG,"Quartet Omega® Colored Chalk, 12/Pack",12
2001-04-05 00:00:00,39047,SMALL BOX,"AT&T 900MHz 9353 Cordless Telephone with Digital Answerer",12
2001-04-05 00:00:00,39048,SMALL BOX,"P280",12
2001-04-06 00:00:00,39081,SMALL BOX,"Fellowes Smart Design 104-Key Enhanced Keyboard, PS/2 Adapter, Platinum",12
2001-04-06 00:00:00,39094,MEDIUM BOX,"Sharp EL501VB Scientific Calculator, Battery Operated, 10-Digit Display, Hard Case",12
2001-04-06 00:00:00,39095,SMALL BOX,"Avery 517",12
2001-04-07 00:00:00,39096,WRAP BAG,"Accessory30",12
2001-04-07 00:00:00,39097,MEDIUM BOX,"Eldon ClusterMat Chair Mat with Cordless Antistatic Protection",12
2001-04-07 00:00:00,39098,JUMBO BOX,"BPI Conference Tables",12
2001-04-07 00:00:00,39099,SMALL BOX,"Surelock??? Post Binders",12
2001-04-07 00:00:00,39100,SMALL BOX,"Xerox 1893",12
2001-04-08 00:00:00,39110,SMALL BOX,"Logitech Cordless Navigator Duo",12
2001-04-08 00:00:00,39111,SMALL BOX,"Colored Envelopes",12
2001-04-08 00:00:00,39112,SMALL BOX,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",12
2001-04-08 00:00:00,39113,SMALL BOX,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",12
2001-04-08 00:00:00,39114,JUMBO DRUM,"Hon Every-Day® Series Multi-Task Chairs",12
2001-04-10 00:00:00,39174,JUMBO DRUM,"Panasonic KX-P3200 Dot Matrix Printer",12
2001-04-10 00:00:00,39175,SMALL BOX,"i270",12
2001-04-10 00:00:00,39176,JUMBO DRUM,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",12
2001-04-11 00:00:00,39184,WRAP BAG,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6??? x 11???",12
2001-04-11 00:00:00,39185,WRAP BAG,"Binney & Smith Crayola® Metallic Crayons, 16-Color Pack",12
2001-04-11 00:00:00,39186,JUMBO DRUM,"Hon Olson Stacker Chairs",12
2001-04-11 00:00:00,39187,SMALL BOX,"GBC DocuBind P50 Personal Binding Machine",12
2001-04-11 00:00:00,39188,SMALL BOX,"Smead Adjustable Mobile File Trolley with Lockable Top",12
2001-04-11 00:00:00,39189,LARGE BOX,"Black & Decker Filter for Double Action Dustbuster® Cordless Vac BLDV7210",12
2001-04-11 00:00:00,39203,SMALL BOX,"Deluxe Heavy-Duty Vinyl Round Ring Binder",12
2001-04-11 00:00:00,39204,SMALL PACK,"Boston 16765 Mini Stand Up Battery Pencil Sharpener",12
2001-04-11 00:00:00,39205,SMALL BOX,"US Robotics 56K V.92 Internal PCI Faxmodem",12
2001-04-11 00:00:00,39206,JUMBO DRUM,"Okidata ML390 Turbo Dot Matrix Printers",12
2001-04-11 00:00:00,39207,SMALL BOX,"V2260",12
2001-04-11 00:00:00,39208,JUMBO BOX,"Chromcraft Bull-Nose Wood Oval Conference Tables & Bases",12
2001-04-11 00:00:00,39209,LARGE BOX,"Dana Fluorescent Magnifying Lamp, White, 36""",12
2001-04-11 00:00:00,39210,JUMBO DRUM,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",12
2001-04-11 00:00:00,39211,SMALL BOX,"Cardinal® Hold-It CD Pocket",12
2001-04-11 00:00:00,39212,SMALL BOX,"Avery 49",12
2001-04-11 00:00:00,39213,SMALL BOX,"IBM Active Response Keyboard, Black",12
2001-04-11 00:00:00,39214,SMALL BOX,"V3682",12
2001-04-12 00:00:00,39215,SMALL PACK,"DAX Metal Frame, Desktop, Stepped-Edge",12
2001-04-12 00:00:00,39222,WRAP BAG,"Avoid Verbal Orders Carbonless Minifold Book",12
2001-04-12 00:00:00,39223,JUMBO BOX,"Bush Mission Pointe Library",12
2001-04-12 00:00:00,39224,JUMBO DRUM,"Padded Folding Chairs, Black, 4/Carton",12
2001-04-12 00:00:00,39225,WRAP BAG,"Accessory40",12
2001-04-12 00:00:00,39226,SMALL BOX,"Eureka Sanitaire ® Commercial Upright",12
2001-04-12 00:00:00,39227,SMALL BOX,"Avery File Folder Labels",12
2001-04-12 00:00:00,39228,SMALL PACK,"Verbatim DVD-R 4.7GB authoring disc",12
2001-04-12 00:00:00,39229,MEDIUM BOX,"Hewlett Packard 6S Scientific Calculator",12
2001-04-12 00:00:00,39230,SMALL BOX,"2160",12
2001-04-12 00:00:00,39231,SMALL PACK,"Accessory13",12
2001-04-12 00:00:00,39232,SMALL BOX,"Acco Perma® 4000 Stacking Storage Drawers",12
2001-04-12 00:00:00,39233,SMALL BOX,"AT&T 1430 2.4GHz Analog Phone w/Caller ID",12
2001-04-12 00:00:00,39234,SMALL BOX,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",12
2001-04-12 00:00:00,39235,LARGE BOX,"Carina Media Storage Towers in Natural & Black",12
2001-04-12 00:00:00,39236,SMALL PACK,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",12
2001-04-12 00:00:00,39237,SMALL BOX,"White Envelopes, White Envelopes with Clear Poly Window",12
2001-04-12 00:00:00,39238,SMALL BOX,"Xerox 1978",12
2001-04-14 00:00:00,39291,SMALL BOX,"i50sx",12
2001-04-14 00:00:00,39292,SMALL BOX,"Wilson Jones Impact Binders",12
2001-04-14 00:00:00,39293,JUMBO DRUM,"3.6 Cubic Foot Counter Height Office Refrigerator",12
2001-04-14 00:00:00,39294,SMALL BOX,"Eldon® 200 Class??? Desk Accessories, Burgundy",12
2001-04-14 00:00:00,39295,SMALL PACK,"Elite 5"" Scissors",12
2001-04-14 00:00:00,39298,SMALL BOX,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",12
2001-04-14 00:00:00,39299,SMALL BOX,"Color-Coded Legal Exhibit Labels",12
2001-04-14 00:00:00,39300,SMALL BOX,"Fellowes Stor/Drawer® Steel Plus??? Storage Drawers",12
2001-04-14 00:00:00,39301,SMALL BOX,"Wilson Jones Easy Flow II??? Sheet Lifters",12
2001-04-14 00:00:00,39302,SMALL BOX,"Lock-Up Easel 'Spel-Binder'",12
2001-04-14 00:00:00,39303,LARGE BOX,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",12
2001-04-14 00:00:00,39304,SMALL BOX,"Peel & Stick Add-On Corner Pockets",12
2001-04-15 00:00:00,39305,SMALL BOX,"Pencil and Crayon Sharpener",12
2001-04-15 00:00:00,39306,SMALL BOX,"R280",12
2001-04-15 00:00:00,39307,SMALL BOX,"6160m",12
2001-04-15 00:00:00,39308,SMALL BOX,"Ibico Presentation Index for Binding Systems",12
2001-04-15 00:00:00,39309,MEDIUM BOX,"DataProducts Ampli Magnifier Task Lamp, Black,",12
2001-04-15 00:00:00,39313,WRAP BAG,"Eldon Spacemaker® Box, Quick-Snap Lid, Clear",12
2001-04-15 00:00:00,39314,SMALL BOX,"Avery Premier Heavy-Duty Binder with Round Locking Rings",12
2001-04-15 00:00:00,39315,SMALL BOX,"R289LX",12
2001-04-15 00:00:00,39316,SMALL PACK,"DAX Cubicle Frames, 8-1/2 x 11",12
2001-04-15 00:00:00,39317,JUMBO DRUM,"Novimex Fabric Task Chair",12
2001-04-17 00:00:00,39368,SMALL PACK,"Imation Printable White 80 Minute CD-R Spindle, 50/Pack",12
2001-04-17 00:00:00,39369,SMALL BOX,"Belkin 5 Outlet SurgeMaster??? Power Centers",12
2001-04-17 00:00:00,39370,MEDIUM BOX,"AT&T 1726 Digital Answering Machine",12
2001-04-17 00:00:00,39371,JUMBO DRUM,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",12
2001-04-17 00:00:00,39372,JUMBO DRUM,"Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators",12
2001-04-17 00:00:00,39373,SMALL BOX,"Xerox 1913",12
2001-04-17 00:00:00,39374,SMALL BOX,"Xerox 1980",12
2001-04-18 00:00:00,39390,JUMBO DRUM,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",12
2001-04-18 00:00:00,39391,SMALL PACK,"Maxell 4.7GB DVD+R 5/Pack",12
2001-04-22 00:00:00,39463,SMALL BOX,"StarTAC 6500",12
2001-04-22 00:00:00,39464,SMALL BOX,"300 Series Non-Flip",12
2001-04-22 00:00:00,39465,JUMBO DRUM,"Epson FX-1180+ Dot Matrix Printer",12
2001-04-22 00:00:00,39466,JUMBO DRUM,"Hewlett-Packard Deskjet 995C Inkjet Printer",12
2001-04-22 00:00:00,39467,JUMBO BOX,"O'Sullivan Elevations Bookcase, Cherry Finish",12
2001-04-22 00:00:00,39468,SMALL BOX,"Avery Flip-Chart Easel Binder, Black",12
2001-04-22 00:00:00,39469,SMALL BOX,"Portable Personal File Box",12
2001-04-23 00:00:00,39478,WRAP BAG,"Binney & Smith inkTank??? Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",12
2001-04-23 00:00:00,39479,WRAP BAG,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",12
2001-04-23 00:00:00,39480,JUMBO DRUM,"Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms",12
2001-04-23 00:00:00,39481,SMALL BOX,"5170i",12
2001-04-23 00:00:00,39482,WRAP BAG,"Accessory7",12
2001-04-23 00:00:00,39506,SMALL BOX,"Avery 485",12
2001-04-23 00:00:00,39507,SMALL BOX,"Xerox 197",12
2001-04-23 00:00:00,39508,MEDIUM BOX,"Canon P1-DHIII Palm Printing Calculator",12
2001-04-23 00:00:00,39509,SMALL BOX,"Logitech Access Keyboard",12
2001-04-23 00:00:00,39510,JUMBO BOX,"BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables",12
2001-04-23 00:00:00,39511,SMALL BOX,"GBC VeloBinder??? Manual Binding System",12
2001-04-23 00:00:00,39522,SMALL BOX,"Avery 495",12
2001-04-23 00:00:00,39523,SMALL BOX,"Avery 501",12
2001-04-23 00:00:00,39524,MEDIUM BOX,"Sharp EL500L Fraction Calculator",12
2001-04-23 00:00:00,39525,SMALL BOX,"Acco PRESSTEX® Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",12
2001-04-24 00:00:00,39531,SMALL BOX,"Keytronic French Keyboard",12
2001-04-24 00:00:00,39532,SMALL BOX,"252",12
2001-04-24 00:00:00,39533,SMALL BOX,"Xerox 230",12
2001-04-24 00:00:00,39534,SMALL BOX,"Adjustable Personal File Tote",12
2001-04-24 00:00:00,39535,SMALL BOX,"Xerox 1896",12
2001-04-24 00:00:00,39536,SMALL BOX,"Cameo Buff Policy Envelopes",12
2001-04-24 00:00:00,39537,LARGE BOX,"Laminate Occasional Tables",12
2001-04-25 00:00:00,39555,SMALL BOX,"6161i",12
2001-04-25 00:00:00,39556,SMALL BOX,"Xerox 1979",12
2001-04-25 00:00:00,39557,SMALL BOX,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",12
2001-04-25 00:00:00,39558,WRAP BAG,"Super Bands, 12/Pack",12
2001-04-25 00:00:00,39565,LARGE BOX,"Lesro Round Back Collection Coffee Table, End Table",12
2001-04-25 00:00:00,39566,SMALL BOX,"GBC DocuBind TL200 Manual Binding Machine",12
2001-04-25 00:00:00,39567,SMALL BOX,"Premium Transparent Presentation Covers by GBC",12
2001-04-25 00:00:00,39568,SMALL PACK,"Imation Neon Mac Format Diskettes, 10/Pack",12
2001-04-25 00:00:00,39569,SMALL BOX,"2180",12
2001-04-25 00:00:00,39577,JUMBO BOX,"Bretford CR4500 Series Slim Rectangular Table",12
2001-04-25 00:00:00,39578,JUMBO DRUM,"Global Value Mid-Back Manager's Chair, Gray",12
2001-04-27 00:00:00,39608,SMALL PACK,"Kleencut® Forged Office Shears by Acme United Corporation",12
2001-04-27 00:00:00,39609,SMALL BOX,"Xerox 1990",12
2001-04-27 00:00:00,39610,LARGE BOX,"Hon Pagoda??? Stacking Chairs",12
2001-04-27 00:00:00,39611,SMALL BOX,"Eldon® Executive Woodline II Desk Accessories, Mahogany",12
2001-04-27 00:00:00,39612,SMALL BOX,"Acco Six-Outlet Power Strip, 4' Cord Length",12
2001-04-27 00:00:00,39623,SMALL BOX,"Universal Ultra Bright White Copier/Laser Paper, 8 1/2"" x 11"", Ream",12
2001-04-27 00:00:00,39624,WRAP BAG,"Snap-A-Way® Black Print Carbonless Speed Message, No Reply Area, Duplicate",12
2001-04-29 00:00:00,39642,SMALL BOX,"Recycled Interoffice Envelopes with Re-Use-A-Seal® Closure, 10 x 13",12
