none_Order_Priority_nk,none_PID_ok,none_Prod_TypeC_nk,none_Ship_Date_ok,sum_Fill_Time_ok
4-NOT SPECIFIED,54735,BOOKCASES,2002-12-27 00:00:00,1
4-NOT SPECIFIED,54736,OFFICE MACHINES,2002-12-27 00:00:00,1
4-NOT SPECIFIED,54759,PENS & ART SUPPLIES,2002-12-29 00:00:00,2
4-NOT SPECIFIED,54760,PAPER,2002-12-29 00:00:00,2
4-NOT SPECIFIED,54761,TABLES,2002-12-27 00:00:00,0
4-NOT SPECIFIED,54762,TABLES,2002-12-29 00:00:00,2
4-NOT SPECIFIED,54763,STORAGE & ORGANIZATION,2002-12-29 00:00:00,2
4-NOT SPECIFIED,54764,COMPUTER PERIPHERALS,2002-12-27 00:00:00,0
4-NOT SPECIFIED,54765,COMPUTER PERIPHERALS,2002-12-29 00:00:00,2
4-NOT SPECIFIED,54767,COPIERS AND FAX,2002-12-31 00:00:00,3
4-NOT SPECIFIED,54768,TELEPHONES AND COMMUNICATION,2002-12-30 00:00:00,2
4-NOT SPECIFIED,54769,COMPUTER PERIPHERALS,2002-12-29 00:00:00,1
4-NOT SPECIFIED,54770,COMPUTER PERIPHERALS,2002-12-29 00:00:00,1
4-NOT SPECIFIED,54771,LABELS,2002-12-29 00:00:00,1
4-NOT SPECIFIED,54772,PAPER,2002-12-30 00:00:00,2
4-NOT SPECIFIED,54773,OFFICE FURNISHINGS,2002-12-29 00:00:00,1
4-NOT SPECIFIED,54798,OFFICE FURNISHINGS,2002-12-30 00:00:00,1
4-NOT SPECIFIED,54799,STORAGE & ORGANIZATION,2002-12-30 00:00:00,1
4-NOT SPECIFIED,54804,TABLES,2002-12-31 00:00:00,2
4-NOT SPECIFIED,54805,OFFICE FURNISHINGS,2002-12-31 00:00:00,2
4-NOT SPECIFIED,54806,BINDERS AND BINDER ACCESSORIES,2002-12-29 00:00:00,0
4-NOT SPECIFIED,54835,PAPER,2003-01-01 00:00:00,1
4-NOT SPECIFIED,54837,BINDERS AND BINDER ACCESSORIES,2003-01-01 00:00:00,1
4-NOT SPECIFIED,54838,PAPER,2003-01-01 00:00:00,1
4-NOT SPECIFIED,54839,COMPUTER PERIPHERALS,2003-01-01 00:00:00,1
