TDSName,TestName,Passed,Closest Expected,Diff count,Test Case,Error Msg,Error Type,Query Time (ms),Generated SQL,Actual (100)tuples,Expected (100)tuples,Fail,Pass,% Passing
cast_calcs.mydb,date.datepart.sow.weekday,1,0,0,"DATEPART('weekday', [date2], 'monday')",None,,576,"
      SELECT DAYOFWEEK(`Calcs`.`date2`) AS `TEMP(Test)(3641022413)(0)`
FROM `Calcs`
GROUP BY 1
    ","1
3
4
5
6
7","1
3
4
5
6
7",???,,
cast_calcs.mydb,date.datepart.sow.weekday,1,0,0,"DATEPART('weekday', [date2], 'sunday')",None,,553,"
      SELECT DAYOFWEEK(`Calcs`.`date2`) AS `TEMP(Test)(1193998601)(0)`
FROM `Calcs`
GROUP BY 1
    ","1
3
4
5
6
7","1
3
4
5
6
7",,,
cast_calcs.mydb,date.datepart.sow.weekday,1,0,0,"DATEPART('weekday', [date2], 'monday')",None,,516,"
      SELECT DAYOFWEEK(`Calcs`.`date2`) AS `TEMP(Test)(3641022413)(1)`
FROM `Calcs`
GROUP BY 1
    ","1
3
4
5
6
7","1
3
4
5
6
7",,,
cast_calcs.mydb,date.datepart.sow.weekday,1,0,0,"DATEPART('weekday', [date2], 'sunday')",None,,580,"
      SELECT DAYOFWEEK(`Calcs`.`date2`) AS `TEMP(Test)(1193998601)(1)`
FROM `Calcs`
GROUP BY 1
    ","1
3
4
5
6
7","1
3
4
5
6
7",,,
cast_calcs.mydb,date.datepart.sow.weekday,1,0,0,"DATEPART('weekday', [datetime0], 'monday')",None,,452,"
      SELECT DAYOFWEEK(`Calcs`.`datetime0`) AS `TEMP(Test)(3800988289)(0)`
FROM `Calcs`
GROUP BY 1
    ","1
2
4
5
6
7","1
2
4
5
6
7",,,
cast_calcs.mydb,date.datepart.sow.weekday,1,0,0,"DATEPART('weekday', [datetime0], 'sunday')",None,,502,"
      SELECT DAYOFWEEK(`Calcs`.`datetime0`) AS `TEMP(Test)(779479971)(0)`
FROM `Calcs`
GROUP BY 1
    ","1
2
4
5
6
7","1
2
4
5
6
7",,,
cast_calcs.mydb,date.datepart.sow.weekday,1,0,0,"DATEPART('weekday', [datetime0], 'monday')",None,,407,"
      SELECT DAYOFWEEK(`Calcs`.`datetime0`) AS `TEMP(Test)(3800988289)(1)`
FROM `Calcs`
GROUP BY 1
    ","1
2
4
5
6
7","1
2
4
5
6
7",,,
cast_calcs.mydb,date.datepart.sow.weekday,1,0,0,"DATEPART('weekday', [datetime0], 'sunday')",None,,444,"
      SELECT DAYOFWEEK(`Calcs`.`datetime0`) AS `TEMP(Test)(779479971)(1)`
FROM `Calcs`
GROUP BY 1
    ","1
2
4
5
6
7","1
2
4
5
6
7",,,
cast_calcs.mydb,date.datetrunc.sow.hour,1,0,0,"DATETRUNC('hour', [datetime0], 'monday')",None,,580,"
      SELECT ADDDATE( DATE_FORMAT( `Calcs`.`datetime0`, '%Y-%m-%d %H:00:00' ), INTERVAL 0 SECOND ) AS `TEMP(Test)(2793013592)(0)`
FROM `Calcs`
GROUP BY 1
    ","#2004-07-04 22:00:00#
#2004-07-05 13:00:00#
#2004-07-09 10:00:00#
#2004-07-12 17:00:00#
#2004-07-14 07:00:00#
#2004-07-14 08:00:00#
#2004-07-17 14:00:00#
#2004-07-19 22:00:00#
#2004-07-22 00:00:00#
#2004-07-23 21:00:00#
#2004-07-25 15:00:00#
#2004-07-26 12:00:00#
#2004-07-28 06:00:00#
#2004-07-28 12:00:00#
#2004-07-28 23:00:00#
#2004-07-31 11:00:00#
#2004-08-02 07:00:00#","#2004-07-04 22:00:00#
#2004-07-05 13:00:00#
#2004-07-09 10:00:00#
#2004-07-12 17:00:00#
#2004-07-14 07:00:00#
#2004-07-14 08:00:00#
#2004-07-17 14:00:00#
#2004-07-19 22:00:00#
#2004-07-22 00:00:00#
#2004-07-23 21:00:00#
#2004-07-25 15:00:00#
#2004-07-26 12:00:00#
#2004-07-28 06:00:00#
#2004-07-28 12:00:00#
#2004-07-28 23:00:00#
#2004-07-31 11:00:00#
#2004-08-02 07:00:00#",,,
cast_calcs.mydb,date.datetrunc.sow.hour,1,0,0,"DATETRUNC('hour', [datetime0], 'sunday')",None,,525,"
      SELECT ADDDATE( DATE_FORMAT( `Calcs`.`datetime0`, '%Y-%m-%d %H:00:00' ), INTERVAL 0 SECOND ) AS `TEMP(Test)(2980130610)(0)`
FROM `Calcs`
GROUP BY 1
    ","#2004-07-04 22:00:00#
#2004-07-05 13:00:00#
#2004-07-09 10:00:00#
#2004-07-12 17:00:00#
#2004-07-14 07:00:00#
#2004-07-14 08:00:00#
#2004-07-17 14:00:00#
#2004-07-19 22:00:00#
#2004-07-22 00:00:00#
#2004-07-23 21:00:00#
#2004-07-25 15:00:00#
#2004-07-26 12:00:00#
#2004-07-28 06:00:00#
#2004-07-28 12:00:00#
#2004-07-28 23:00:00#
#2004-07-31 11:00:00#
#2004-08-02 07:00:00#","#2004-07-04 22:00:00#
#2004-07-05 13:00:00#
#2004-07-09 10:00:00#
#2004-07-12 17:00:00#
#2004-07-14 07:00:00#
#2004-07-14 08:00:00#
#2004-07-17 14:00:00#
#2004-07-19 22:00:00#
#2004-07-22 00:00:00#
#2004-07-23 21:00:00#
#2004-07-25 15:00:00#
#2004-07-26 12:00:00#
#2004-07-28 06:00:00#
#2004-07-28 12:00:00#
#2004-07-28 23:00:00#
#2004-07-31 11:00:00#
#2004-08-02 07:00:00#",,,
cast_calcs.mydb,math.exp,1,0,0,exp(0.1*num0),None,,506,"
      SELECT EXP((0.10000000000000001 * `Calcs`.`num0`)) AS `TEMP(Test)(526466750)(0)`
FROM `Calcs`
GROUP BY 1
    ","%null%
0.20804518
0.29229258
0.70468809
1.0
1.4190675
2.7182818
3.4212295
4.8066482","%null%
0.20804518
0.29229258
0.70468809
1.0
1.4190675
2.7182818
3.4212295
4.8066482",,,
cast_calcs.mydb,math.exp,1,0,0,EXP([int2]),None,,770,"
      SELECT EXP(`Calcs`.`int2`) AS `TEMP(Test)(2988208579)(0)`
FROM `Calcs`
GROUP BY 1
    ","0.0001234098
0.00033546263
0.0024787522
0.006737947
0.018315639
0.049787068
1.0
7.3890561
20.085537
54.59815
148.41316
403.42879
8103.0839","0.0001234098
0.00033546263
0.0024787522
0.006737947
0.018315639
0.049787068
1.0
7.3890561
20.085537
54.59815
148.41316
403.42879
8103.0839",,,
cast_calcs.mydb,date.datediff.dayofyear,1,0,0,"DATEDIFF('dayofyear', [date3], [date2])",None,,1995,"
      SELECT (TO_DAYS(`Calcs`.`date2`) - TO_DAYS(`Calcs`.`date3`)) AS `TEMP(Test)(2016952657)(0)`
FROM `Calcs`
GROUP BY 1
    ","%null%
-9287
-5232
-3256
-3051
-2446
229
449
586
3752","%null%
-9287
-5232
-3256
-3051
-2446
229
449
586
3752",,,
cast_calcs.mydb,date.datediff.dayofyear,1,0,0,"DATEDIFF('dayofyear', DATETIME([date2]), [datetime0])",None,,2091,"
      SELECT (TO_DAYS(`Calcs`.`datetime0`) - TO_DAYS(TIMESTAMP(`Calcs`.`date2`))) AS `TEMP(Test)(1256216982)(0)`
FROM `Calcs`
GROUP BY 1
    ","823
1259
2172
2509
2616
3249
3328
3749
6040
8658
8745
9942
10032
10160
11028
11077
11707","823
1259
2172
2509
2616
3249
3328
3749
6040
8658
8745
9942
10032
10160
11028
11077
11707",,,
cast_calcs.mydb,string.ascii,1,0,0,"ASCII(""a"")",None,,406,"
      SELECT 97 AS `TEMP(Test)(415603459)(0)`
FROM `Calcs`
HAVING (COUNT(1) > 0)
    ",97,97,,,
cast_calcs.mydb,string.ascii,1,0,0,ascii(str2),None,,379,"
      SELECT ASCII(`Calcs`.`str2`) AS `TEMP(Test)(526259814)(0)`
FROM `Calcs`
GROUP BY 1
    ","%null%
101
102
110
111
115
116","%null%
101
102
110
111
115
116",,,
cast_calcs.mydb,string.ascii,1,0,0,ascii(str1),None,,373,"
      SELECT ASCII(`Calcs`.`str1`) AS `TEMP(Test)(4258651616)(0)`
FROM `Calcs`
GROUP BY 1
    ","65
66
67
68
69","65
66
67
68
69",,,
cast_calcs.mydb,date.datetrunc.sow.month,1,0,0,"DATETRUNC('month', [date2], 'monday')",None,,762,"
      SELECT ADDDATE( DATE_FORMAT( `Calcs`.`date2`, '%Y-%m-01 00:00:00' ), INTERVAL 0 SECOND ) AS `TEMP(Test)(3415515666)(0)`
FROM `Calcs`
GROUP BY 1
    ","#1972-07-01 00:00:00#
#1974-03-01 00:00:00#
#1974-05-01 00:00:00#
#1976-09-01 00:00:00#
#1977-02-01 00:00:00#
#1977-04-01 00:00:00#
#1980-07-01 00:00:00#
#1980-11-01 00:00:00#
#1988-01-01 00:00:00#
#1994-04-01 00:00:00#
#1995-06-01 00:00:00#
#1995-09-01 00:00:00#
#1997-05-01 00:00:00#
#1997-09-01 00:00:00#
#1998-08-01 00:00:00#
#2001-02-01 00:00:00#
#2002-04-01 00:00:00#","#1972-07-01 00:00:00#
#1974-03-01 00:00:00#
#1974-05-01 00:00:00#
#1976-09-01 00:00:00#
#1977-02-01 00:00:00#
#1977-04-01 00:00:00#
#1980-07-01 00:00:00#
#1980-11-01 00:00:00#
#1988-01-01 00:00:00#
#1994-04-01 00:00:00#
#1995-06-01 00:00:00#
#1995-09-01 00:00:00#
#1997-05-01 00:00:00#
#1997-09-01 00:00:00#
#1998-08-01 00:00:00#
#2001-02-01 00:00:00#
#2002-04-01 00:00:00#",,,
cast_calcs.mydb,date.datetrunc.sow.month,1,0,0,"DATETRUNC('month', [date2], 'sunday')",None,,588,"
      SELECT ADDDATE( DATE_FORMAT( `Calcs`.`date2`, '%Y-%m-01 00:00:00' ), INTERVAL 0 SECOND ) AS `TEMP(Test)(2048935536)(0)`
FROM `Calcs`
GROUP BY 1
    ","#1972-07-01 00:00:00#
#1974-03-01 00:00:00#
#1974-05-01 00:00:00#
#1976-09-01 00:00:00#
#1977-02-01 00:00:00#
#1977-04-01 00:00:00#
#1980-07-01 00:00:00#
#1980-11-01 00:00:00#
#1988-01-01 00:00:00#
#1994-04-01 00:00:00#
#1995-06-01 00:00:00#
#1995-09-01 00:00:00#
#1997-05-01 00:00:00#
#1997-09-01 00:00:00#
#1998-08-01 00:00:00#
#2001-02-01 00:00:00#
#2002-04-01 00:00:00#","#1972-07-01 00:00:00#
#1974-03-01 00:00:00#
#1974-05-01 00:00:00#
#1976-09-01 00:00:00#
#1977-02-01 00:00:00#
#1977-04-01 00:00:00#
#1980-07-01 00:00:00#
#1980-11-01 00:00:00#
#1988-01-01 00:00:00#
#1994-04-01 00:00:00#
#1995-06-01 00:00:00#
#1995-09-01 00:00:00#
#1997-05-01 00:00:00#
#1997-09-01 00:00:00#
#1998-08-01 00:00:00#
#2001-02-01 00:00:00#
#2002-04-01 00:00:00#",,,
cast_calcs.mydb,date.datetrunc.sow.month,1,0,0,"DATETRUNC('month', [datetime0], 'monday')",None,,430,"
      SELECT ADDDATE( DATE_FORMAT( `Calcs`.`datetime0`, '%Y-%m-01 00:00:00' ), INTERVAL 0 SECOND ) AS `TEMP(Test)(2714077903)(0)`
FROM `Calcs`
GROUP BY 1
    ","#2004-07-01 00:00:00#
#2004-08-01 00:00:00#","#2004-07-01 00:00:00#
#2004-08-01 00:00:00#",,,
cast_calcs.mydb,date.datetrunc.sow.month,1,0,0,"DATETRUNC('month', [datetime0], 'sunday')",None,,381,"
      SELECT ADDDATE( DATE_FORMAT( `Calcs`.`datetime0`, '%Y-%m-01 00:00:00' ), INTERVAL 0 SECOND ) AS `TEMP(Test)(1800100416)(0)`
FROM `Calcs`
GROUP BY 1
    ","#2004-07-01 00:00:00#
#2004-08-01 00:00:00#","#2004-07-01 00:00:00#
#2004-08-01 00:00:00#",,,
cast_calcs.mydb,logical.bool,1,4,0,"iif(bool0,date0,date1)",None,,560,"
      SELECT (CASE WHEN (`Calcs`.`bool0_` <> 0) THEN `Calcs`.`date0` WHEN NOT (`Calcs`.`bool0_` <> 0) THEN `Calcs`.`date1` ELSE NULL END) AS `TEMP(Test)(3513628645)(0)`
FROM `Calcs`
GROUP BY 1
    ","%null%
#2004-04-02 00:00:00#
#2004-04-05 00:00:00#
#2004-04-08 00:00:00#
#2004-04-12 00:00:00#
#2004-04-15 00:00:00#
#2004-04-16 00:00:00#
#2004-06-04 00:00:00#","%null%
#2004-04-02 00:00:00#
#2004-04-05 00:00:00#
#2004-04-08 00:00:00#
#2004-04-12 00:00:00#
#2004-04-15 00:00:00#
#2004-04-16 00:00:00#
#2004-06-04 00:00:00#",,,
cast_calcs.mydb,logical.bool,1,4,0,"iif(bool0,str2,str3,str0)",None,,589,"
      SELECT (CASE WHEN (`Calcs`.`bool0_` <> 0) THEN `Calcs`.`str2` WHEN NOT (`Calcs`.`bool0_` <> 0) THEN `Calcs`.`str3` ELSE `Calcs`.`str0` END) AS `TEMP(Test)(1007528555)(0)`
FROM `Calcs`
GROUP BY 1
    ","%null%
""OFFICE SUPPLIES""
""TECHNOLOGY""
""e""
""eleven""
""fifteen""
""one""","%null%
""OFFICE SUPPLIES""
""TECHNOLOGY""
""e""
""eleven""
""fifteen""
""one""",,,
cast_calcs.mydb,logical.bool,1,4,0,"iif(bool0,num0,num1,num2)",None,,420,"
      SELECT (CASE WHEN (`Calcs`.`bool0_` <> 0) THEN `Calcs`.`num0` WHEN NOT (`Calcs`.`bool0_` <> 0) THEN `Calcs`.`num1` ELSE `Calcs`.`num2` END) AS `TEMP(Test)(3428504110)(0)`
FROM `Calcs`
GROUP BY 1
    ","%null%
-15.7
0.0
2.47
6.71
7.87
8.98
9.05
11.38
11.5
12.3
13.04
16.81","%null%
-15.7
0.0
2.47
6.71
7.87
8.98
9.05
11.38
11.5
12.3
13.04
16.81",,,
cast_calcs.mydb,logical.bool,1,4,0,"iif(bool0,date0,date1,date2)",None,,428,"
      SELECT (CASE WHEN (`Calcs`.`bool0_` <> 0) THEN `Calcs`.`date0` WHEN NOT (`Calcs`.`bool0_` <> 0) THEN `Calcs`.`date1` ELSE `Calcs`.`date2` END) AS `TEMP(Test)(1581504649)(0)`
FROM `Calcs`
GROUP BY 1
    ","%null%
#1976-09-09 00:00:00#
#1980-11-07 00:00:00#
#1988-01-05 00:00:00#
#1997-09-19 00:00:00#
#1998-08-12 00:00:00#
#2001-02-04 00:00:00#
#2002-04-27 00:00:00#
#2004-04-02 00:00:00#
#2004-04-05 00:00:00#
#2004-04-08 00:00:00#
#2004-04-12 00:00:00#
#2004-04-15 00:00:00#
#2004-04-16 00:00:00#
#2004-06-04 00:00:00#","%null%
#1976-09-09 00:00:00#
#1980-11-07 00:00:00#
#1988-01-05 00:00:00#
#1997-09-19 00:00:00#
#1998-08-12 00:00:00#
#2001-02-04 00:00:00#
#2002-04-27 00:00:00#
#2004-04-02 00:00:00#
#2004-04-05 00:00:00#
#2004-04-08 00:00:00#
#2004-04-12 00:00:00#
#2004-04-15 00:00:00#
#2004-04-16 00:00:00#
#2004-06-04 00:00:00#",,,
cast_calcs.mydb,logical.bool,1,4,0,"iif(bool0,num0,num1)",None,,425,"
      SELECT (CASE WHEN (`Calcs`.`bool0_` <> 0) THEN `Calcs`.`num0` WHEN NOT (`Calcs`.`bool0_` <> 0) THEN `Calcs`.`num1` ELSE NULL END) AS `TEMP(Test)(750655768)(0)`
FROM `Calcs`
GROUP BY 1
    ","%null%
-15.7
0.0
2.47
6.71
9.05
11.38
12.3
16.81","%null%
-15.7
0.0
2.47
6.71
9.05
11.38
12.3
16.81",,,
cast_calcs.mydb,logical.bool,1,4,0,"iif(bool0,bool1,bool2)",None,,658,"
      SELECT (((`Calcs`.`bool0_` <> 0) AND (`Calcs`.`bool1_` <> 0)) OR ((NOT (`Calcs`.`bool0_` <> 0)) AND (`Calcs`.`bool2_` <> 0))) AS `TEMP(Test)(1656302737)(0)`
FROM `Calcs`
GROUP BY 1
    ","%null%
false
true","%null%
false
true",,,
cast_calcs.mydb,logical.bool,1,4,0,isnull(bool0),None,,398,"
      SELECT ISNULL((`Calcs`.`bool0_` <> 0)) AS `TEMP(Test)(4006206882)(0)`
FROM `Calcs`
GROUP BY 1
    ","false
true","false
true",,,
cast_calcs.mydb,logical.bool,1,4,0,"iif(bool0,str2,str3)",None,,442,"
      SELECT (CASE WHEN (`Calcs`.`bool0_` <> 0) THEN `Calcs`.`str2` WHEN NOT (`Calcs`.`bool0_` <> 0) THEN `Calcs`.`str3` ELSE NULL END) AS `TEMP(Test)(4173709053)(0)`
FROM `Calcs`
GROUP BY 1
    ","%null%
""e""
""eleven""
""fifteen""
""one""","%null%
""e""
""eleven""
""fifteen""
""one""",,,
cast_calcs.mydb,logical.bool,1,4,0,(if bool0 then int(bool1) else int(bool2) end) == int(true),None,,557,"
      SELECT ((CASE WHEN (`Calcs`.`bool0_` <> 0) THEN (CASE
	WHEN (`Calcs`.`bool1_` <> 0) THEN 1
	WHEN NOT (`Calcs`.`bool1_` <> 0) THEN 0
	ELSE NULL END) ELSE (CASE
	WHEN (`Calcs`.`bool2_` <> 0) THEN 1
	WHEN NOT (`Calcs`.`bool2_` <> 0) THEN 0
	ELSE NULL END) END) = 1) AS `TEMP(Test)(1285160207)(0)`
FROM `Calcs`
GROUP BY 1
    ","%null%
false
true","%null%
false
true",,,
cast_calcs.mydb,logical.bool,1,4,0,if bool0 then num0 else num1 end,None,,598,"
      SELECT (CASE WHEN (`Calcs`.`bool0_` <> 0) THEN `Calcs`.`num0` ELSE `Calcs`.`num1` END) AS `TEMP(Test)(898375479)(0)`
FROM `Calcs`
GROUP BY 1
    ","%null%
-15.7
0.0
2.47
6.71
7.12
9.05
9.38
9.47
9.78
10.37
11.38
12.05
12.3
12.4
16.81","%null%
-15.7
0.0
2.47
6.71
7.12
9.05
9.38
9.47
9.78
10.37
11.38
12.05
12.3
12.4
16.81",,,
cast_calcs.mydb,logical.bool,1,4,0,if bool0 then date0 else date1 end,None,,593,"
      SELECT (CASE WHEN (`Calcs`.`bool0_` <> 0) THEN `Calcs`.`date0` ELSE `Calcs`.`date1` END) AS `TEMP(Test)(3012038505)(0)`
FROM `Calcs`
GROUP BY 1
    ","%null%
#2004-04-02 00:00:00#
#2004-04-03 00:00:00#
#2004-04-05 00:00:00#
#2004-04-06 00:00:00#
#2004-04-08 00:00:00#
#2004-04-09 00:00:00#
#2004-04-10 00:00:00#
#2004-04-12 00:00:00#
#2004-04-13 00:00:00#
#2004-04-14 00:00:00#
#2004-04-15 00:00:00#
#2004-04-16 00:00:00#
#2004-04-17 00:00:00#
#2004-06-04 00:00:00#","%null%
#2004-04-02 00:00:00#
#2004-04-03 00:00:00#
#2004-04-05 00:00:00#
#2004-04-06 00:00:00#
#2004-04-08 00:00:00#
#2004-04-09 00:00:00#
#2004-04-10 00:00:00#
#2004-04-12 00:00:00#
#2004-04-13 00:00:00#
#2004-04-14 00:00:00#
#2004-04-15 00:00:00#
#2004-04-16 00:00:00#
#2004-04-17 00:00:00#
#2004-06-04 00:00:00#",,,
cast_calcs.mydb,logical.bool,1,4,0,if bool0 then str2 else str3 end,None,,458,"
      SELECT (CASE WHEN (`Calcs`.`bool0_` <> 0) THEN `Calcs`.`str2` ELSE `Calcs`.`str3` END) AS `TEMP(Test)(490796425)(0)`
FROM `Calcs`
GROUP BY 1
    ","%null%
""e""
""eleven""
""fifteen""
""one""","%null%
""e""
""eleven""
""fifteen""
""one""",,,
cast_calcs.mydb,date.datediff.sow.minute,1,0,0,"DATEDIFF('minute', DATETIME([date2]), [datetime0], 'monday')",None,,1133,"
      SELECT ((TO_DAYS(`Calcs`.`datetime0`) - TO_DAYS(TIMESTAMP(`Calcs`.`date2`)))*24*60 + FLOOR(TIME_TO_SEC(ADDDATE(`Calcs`.`datetime0`, INTERVAL 0 SECOND)) / 60) - FLOOR(TIME_TO_SEC(ADDDATE(TIMESTAMP(`Calcs`.`date2`), INTERVAL 0 SECOND)) / 60)) AS `TEMP(Test)(2300448284)(0)`
FROM `Calcs`
GROUP BY 1
    ","1185874
1813801
3128953
3613439
3768450
4679310
4792783
5399482
8698941
12467550
12593594
14317097
14446494
14631769
15881370
15951376
16858797","1185874
1813801
3128953
3613439
3768450
4679310
4792783
5399482
8698941
12467550
12593594
14317097
14446494
14631769
15881370
15951376
16858797",,,
cast_calcs.mydb,date.datediff.sow.minute,1,0,0,"DATEDIFF('minute', DATETIME([date2]), [datetime0], 'sunday')",None,,1000,"
      SELECT ((TO_DAYS(`Calcs`.`datetime0`) - TO_DAYS(TIMESTAMP(`Calcs`.`date2`)))*24*60 + FLOOR(TIME_TO_SEC(ADDDATE(`Calcs`.`datetime0`, INTERVAL 0 SECOND)) / 60) - FLOOR(TIME_TO_SEC(ADDDATE(TIMESTAMP(`Calcs`.`date2`), INTERVAL 0 SECOND)) / 60)) AS `TEMP(Test)(2077207759)(0)`
FROM `Calcs`
GROUP BY 1
    ","1185874
1813801
3128953
3613439
3768450
4679310
4792783
5399482
8698941
12467550
12593594
14317097
14446494
14631769
15881370
15951376
16858797","1185874
1813801
3128953
3613439
3768450
4679310
4792783
5399482
8698941
12467550
12593594
14317097
14446494
14631769
15881370
15951376
16858797",,,
cast_calcs.mydb,math.radians,1,0,0,RADIANS([int2]),None,,792,"
      SELECT RADIANS(`Calcs`.`int2`) AS `TEMP(Test)(1973795369)(0)`
FROM `Calcs`
GROUP BY 1
    ","-0.15707963
-0.13962634
-0.10471976
-0.087266463
-0.06981317
-0.052359878
0.0
0.034906585
0.052359878
0.06981317
0.087266463
0.10471976
0.15707963","-0.15707963
-0.13962634
-0.10471976
-0.087266463
-0.06981317
-0.052359878
0.0
0.034906585
0.052359878
0.06981317
0.087266463
0.10471976
0.15707963",,,
cast_calcs.mydb,math.radians,1,0,0,radians(num0),None,,474,"
      SELECT RADIANS(`Calcs`.`num0`) AS `TEMP(Test)(2823743498)(0)`
FROM `Calcs`
GROUP BY 1
    ","%null%
-0.27401669
-0.2146755
-0.061086524
0.0
0.061086524
0.17453293
0.2146755
0.27401669","%null%
-0.27401669
-0.2146755
-0.061086524
0.0
0.061086524
0.17453293
0.2146755
0.27401669",,,
cast_calcs.mydb,math.ln,1,0,0,LN([int2]),None,,986,"
      SELECT LOG(`Calcs`.`int2`) AS `TEMP(Test)(2832324438)(0)`
FROM `Calcs`
GROUP BY 1
    ","%null%
0.69314718
1.0986123
1.3862944
1.6094379
1.7917595
2.1972246","%null%
0.69314718
1.0986123
1.3862944
1.6094379
1.7917595
2.1972246",,,
cast_calcs.mydb,math.ln,1,0,0,ln(num0),None,,759,"
      SELECT LOG(`Calcs`.`num0`) AS `TEMP(Test)(1125921255)(0)`
FROM `Calcs`
GROUP BY 1
    ","%null%
1.252763
2.3025851
2.5095993
2.7536607","%null%
1.252763
2.3025851
2.5095993
2.7536607",,,
cast_calcs.mydb,date.datediff.hour,1,0,0,"DATEDIFF('hour', DATETIME([date2]), [datetime0])",None,,3060,"
      SELECT ((TO_DAYS(`Calcs`.`datetime0`) - TO_DAYS(TIMESTAMP(`Calcs`.`date2`)))*24 + FLOOR(TIME_TO_SEC(ADDDATE(`Calcs`.`datetime0`, INTERVAL 0 SECOND)) / 3600) - FLOOR(TIME_TO_SEC(ADDDATE(TIMESTAMP(`Calcs`.`date2`), INTERVAL 0 SECOND)) / 3600)) AS `TEMP(Test)(289918985)(0)`
FROM `Calcs`
GROUP BY 1
    ","19764
30230
52149
60223
62807
77988
79879
89991
144982
207792
209893
238618
240774
243862
264689
265856
280979","19764
30230
52149
60223
62807
77988
79879
89991
144982
207792
209893
238618
240774
243862
264689
265856
280979",,,
cast_calcs.mydb,date.datepart.week,1,0,0,"DATEPART('week', [date2])",None,,527,"
      SELECT FLOOR((7 + DAYOFYEAR(`Calcs`.`date2`) - 1 + DAYOFWEEK(DATE_FORMAT(`Calcs`.`date2`, '%Y-01-01 00:00:00')) - 1) / 7) AS `TEMP(Test)(3370976929)(0)`
FROM `Calcs`
GROUP BY 1
    ","2
6
7
12
17
18
22
23
29
30
33
36
37
38
45","2
6
7
12
17
18
22
23
29
30
33
36
37
38
45",,,
cast_calcs.mydb,date.datepart.week,1,0,0,"DATEPART('week', DATE([date3]))",None,,608,"
      SELECT FLOOR((7 + DAYOFYEAR(DATE(`Calcs`.`date3`)) - 1 + DAYOFWEEK(DATE_FORMAT(DATE(`Calcs`.`date3`), '%Y-01-01 00:00:00')) - 1) / 7) AS `TEMP(Test)(2942029924)(0)`
FROM `Calcs`
GROUP BY 1
    ","%null%
3
6
10
12
14
20
22
34
45","%null%
3
6
10
12
14
20
22
34
45",,,
cast_calcs.mydb,date.datepart.week,1,0,0,"DATEPART('week', [datetime0])",None,,459,"
      SELECT FLOOR((7 + DAYOFYEAR(`Calcs`.`datetime0`) - 1 + DAYOFWEEK(DATE_FORMAT(`Calcs`.`datetime0`, '%Y-01-01 00:00:00')) - 1) / 7) AS `TEMP(Test)(3904538922)(0)`
FROM `Calcs`
GROUP BY 1
    ","28
29
30
31
32","28
29
30
31
32",,,
cast_calcs.mydb,date.datepart.week,1,0,0,"DATEPART('week', [datetime0])",None,,625,"
      SELECT FLOOR((7 + DAYOFYEAR(`Calcs`.`datetime0`) - 1 + DAYOFWEEK(DATE_FORMAT(`Calcs`.`datetime0`, '%Y-01-01 00:00:00')) - 1) / 7) AS `TEMP(Test)(3904538922)(1)`
FROM `Calcs`
GROUP BY 1
    ","28
29
30
31
32","28
29
30
31
32",,,
cast_calcs.mydb,date.datediff.sow.dayofyear,1,0,0,"DATEDIFF('dayofyear', [date3], [date2], 'monday')",None,,1472,"
      SELECT (TO_DAYS(`Calcs`.`date2`) - TO_DAYS(`Calcs`.`date3`)) AS `TEMP(Test)(1590117682)(0)`
FROM `Calcs`
GROUP BY 1
    ","%null%
-9287
-5232
-3256
-3051
-2446
229
449
586
3752","%null%
-9287
-5232
-3256
-3051
-2446
229
449
586
3752",,,
cast_calcs.mydb,date.datediff.sow.dayofyear,1,0,0,"DATEDIFF('dayofyear', [date3], [date2], 'sunday')",None,,1640,"
      SELECT (TO_DAYS(`Calcs`.`date2`) - TO_DAYS(`Calcs`.`date3`)) AS `TEMP(Test)(4199707040)(0)`
FROM `Calcs`
GROUP BY 1
    ","%null%
-9287
-5232
-3256
-3051
-2446
229
449
586
3752","%null%
-9287
-5232
-3256
-3051
-2446
229
449
586
3752",,,
cast_calcs.mydb,date.datediff.sow.dayofyear,1,0,0,"DATEDIFF('dayofyear', DATETIME([date2]), [datetime0], 'monday')",None,,2863,"
      SELECT (TO_DAYS(`Calcs`.`datetime0`) - TO_DAYS(TIMESTAMP(`Calcs`.`date2`))) AS `TEMP(Test)(2589771434)(0)`
FROM `Calcs`
GROUP BY 1
    ","823
1259
2172
2509
2616
3249
3328
3749
6040
8658
8745
9942
10032
10160
11028
11077
11707","823
1259
2172
2509
2616
3249
3328
3749
6040
8658
8745
9942
10032
10160
11028
11077
11707",,,
cast_calcs.mydb,date.datediff.sow.dayofyear,1,0,0,"DATEDIFF('dayofyear', DATETIME([date2]), [datetime0], 'sunday')",None,,3161,"
      SELECT (TO_DAYS(`Calcs`.`datetime0`) - TO_DAYS(TIMESTAMP(`Calcs`.`date2`))) AS `TEMP(Test)(1875124737)(0)`
FROM `Calcs`
GROUP BY 1
    ","823
1259
2172
2509
2616
3249
3328
3749
6040
8658
8745
9942
10032
10160
11028
11077
11707","823
1259
2172
2509
2616
3249
3328
3749
6040
8658
8745
9942
10032
10160
11028
11077
11707",,,
